Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Host/Hostess,"Jul 28, 2015","Anonymous Interview Candidate in Reno, NV",No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 weeks. I interviewed at BJ's Restaurants (Reno, NV) in July 2015.","My first interview went really well. He even called my current boss and then invited me back for a second interview. The first interview went well. He asked me basic questions and explained the job better. The second interview was completely different from the first. They lost my application, so I had to answer the same questions as I did from the first interview. Then the guy I was interviewing with said he was going to get me set up with somebody else. 15 minutes later, a different guy came back with my application (guess they found it). He asked me the same questions the first guy asked me. He started interviewing me for a server which is not what my first interview was for. In the end, he said he couldn't offer me a job and that he has other interviews. I think I might still have a chance to get it (if i understood him correctly; he wasn't very clear), but I don't want it anymore because of how different my interview experiences were. All in all, the first interview was great. It was relaxed and easy. The second interview was a disaster. I was getting anxious because of the time they made me wait. I was no longer nervous about the interview; instead I was getting a little angry that they were unorganized and seemed to know nothing about my first interview (which they had no idea I had). I don't think I tried very hard on the questions the second guy asked me because I was annoyed at how hectic this interview was; plus I was already on the fence about quitting my current job for BJ's. It's my fault I didn't get it, but I still would have liked to have been interviewed for the same job both times. Like I said, it was a completely different experience and I was super uncomfortable in the second one.","1st interview: Why i wanted to work there? Give an example of a time where I went above and beyond for a customer.,2nd interview: My experience, why I wanted to work there (asked twice by both men), what my goals were for the company, my availability, give an example of how I handle rude customers.   ,Answer Question"
Togo,"Jan 27, 2016","Anonymous Employee in Newport News, VA",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Newport News, VA) in July 2015.","I filled out an application and went down to the location they were holding interviews, they interviewed me twice and I got the job on the spot. It made me feel confident and welcomed","Why would I be good for Bjs?   ,1 Answer"
Host/Hostess,"Jun 5, 2015",Anonymous Interview Candidate,No Offer,Neutral Experience,Average Interview,I applied online. I interviewed at BJ's Restaurants.,I never went through the interview process. I applied online. You fill out an application and from there you are required to do a test that determines your skills at numbers and critical thinking. After that the second portion is all about you - no right or wrong answers. It takes about 10 minutes or longer to do depending on how you want to answer so make sure you have time on your hands to complete everything.,"What is 15% of 200?   ,1 Answer"
Server,"Jan 21, 2016","Anonymous Employee in Huntington Beach, CA",Accepted Offer,Positive Experience,Difficult Interview,"I applied in-person. The process took 5 days. I interviewed at BJ's Restaurants (Huntington Beach, CA) in June 2015.","Once hired, the individual must complete 5 days of computer work (to learn BJ's etiquette, menu, etc.) and works on 5 shadow shifts. By the last day you are expected to be working on your own and to be hired you are evaluated by managers who you serve a meal.","Can you please describe your favorite item from the last restaurant you worked at   ,Answer Question"
Host,"Jun 20, 2016","Anonymous Employee in Melbourne, FL",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Melbourne, FL) in June 2015.","My interview was fairly short, I was only asked a couple of questions and then hired there on the spot. After that I quickly received my training schedule. It was a very efficient and easy process.","Why did you leave your previous job?   ,Answer Question"
Server,"May 6, 2015","Anonymous Employee in Fort Worth, TX",Accepted Offer,Positive Experience,Average Interview,"The process took 3 days. I interviewed at BJ's Restaurants (Fort Worth, TX).","It was simple. They ask about previous experience with guests and employees. They are very engaging and want your personality to shine through. Also, make sure you dress appropriately, they do go off apperiance.","Describe when you went above and beyond for a guest.   ,Answer Question"
Server,"May 27, 2015","Anonymous Employee in Columbus, OH",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at BJ's Restaurants (Columbus, OH) in May 2015.","I applied about two weeks ago, they called about a week after I applied. I had my interview today and was offered a second interview which i also scheduled for today it ended up being 3hrs later. the questions were fairly easy.","One of the questions was what would your past employer say one thing that you need to change about yourself.   ,1 Answer"
Host,"Sep 30, 2015","Anonymous Employee in Allen, TX",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Allen, TX) in May 2015.","Fast, simple, got hired on the spot. The questions were straight forward and for the most part basic- just like any other interview.,They ask about your availability, previous experience, why you want to work there, policies of the restaurant... all that fun stuff","Why do you want to work here?,How was the last job you worked at?,What do you expect from managers and what should they expect from you?   ,Answer Question"
Server,"Jan 23, 2016","Anonymous Employee in Austin, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 1+ week. I interviewed at BJ's Restaurants (Austin, TX) in May 2015.","It was very easy and through. The whole process did take quite a while, that is only because the hiring manager was on vacation. When he returned we went over my resume and experience, then we talked about the company and what they are all about. The GM was in the building at the time of my interview as well so I was able to talk with her and was offered a position on the spot.","How many years have I been in the industry?   ,Answer Question"
Server,"Feb 14, 2017","Anonymous Employee in Boulder, CO",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Boulder, CO) in May 2015.","Apply online, math test and personality test. Then I called and asked for an interview. Came in for an interview and had to wait awhile, however the manager was very friendly and welcoming. He asked me about my serving and customer service experience. He liked that I had a lot of beer knowledge from my previous job.","What are you looking for in a job?   ,Answer Question"
Hostess,"Mar 21, 2015",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 3 days. I interviewed at BJ's Restaurants.,"I applied online and the next day got a call to set up an interview for two days later. I was interviewed by an assistant manager who was very nonchalant and relaxed, he asked about the hours I would be able to work and my previous work experience. The interview lasted about five minutes and then he set me up for a second interview for the following day. In the second interview I was interviewed by the manager who was very nice and also relaxed. The interview also lasted about five minutes and he just asked questions about my personality. I was hired on the spot and asked to come in the following day to fill out paperwork.","Tell me about a time in which you had to deal with a rude person, and what was the end result.   ,1 Answer, If a coworker isn't performing their job as their supposed too, what do you think should be done?   ,Answer Question"
Takeout,"Sep 17, 2015","Anonymous Employee in Pearland, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Pearland, TX) in April 2015.","Very comfortable and easy, they are just trying to gauge your personality. You sit at a back table and converse about your goals in the company and where you might fit in. The interview was easy to schedule and it was a very good experience.","What kind of role are you looking for? Why would you be a good fit for it?   ,Answer Question"
Server,"Jan 4, 2016","Anonymous Employee in Southlake, TX",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 5 days. I interviewed at BJ's Restaurants (Southlake, TX) in April 2015.","typical restaurant interview. dressed casual, new restaurant opening, hired just about everyone who came in with experience and a personality. hired too many, not enough hours till some weeded out","mainly focused on how much expierence   ,1 Answer"
Hostess,"Dec 30, 2016","Anonymous Employee in Columbus, OH",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Columbus, OH) in April 2015.","They had a hireing center, All mangers were there even some from out of state. Interview lasted about 15-20 minutes and most got offers that day and did there 2nd interview same day as well. Easy questions, kinda fun. Management was very friendly.","how long do you see yourself working with us?   ,1 Answer"
Host/Takeout,"Mar 16, 2015","Anonymous Interview Candidate in Hurst, TX",Declined Offer,Negative Experience,Average Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Hurst, TX) in March 2015.","I applied online and took about 6 days to get a call back for an interview. Had 2 interviews and applied for Hostess and takeout.,I got rescheduled from original appointment time and when i got there, I had to wait 20 minutes. The 1st interview was a hiring manager that lasted less than 10 minutes and she basically assured me that I had a job for being a hostess. This manager asked me to come the next day for a interview with the GM. Came back the next day and the GM was very rude. He even left the table to speak with other employees 3 TIMES. He would forget what we were speaking about and then informed that they hired a lot of hostess and maybe I should consider another position inside the restaurant. He basically devalued me and said I was possibly going to be best for a busser or a prep cook. Even with my previous job experience. I declined his offer for being any of those positions.","Why do you want to be a host? Why do you want to work at BJ's? Whats the best value can add you into this company? Can you work Sundays? Can you tell me something about yourself?   ,Answer Question"
Host and Serving Assistant,"Mar 13, 2015","Anonymous Employee in Sacramento, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took a week. I interviewed at BJ's Restaurants (Sacramento, CA) in March 2015.","Really laid back and comfortable. I was interviewed by a manager, the Assistant general manager and then finally I met the General manager. I enjoyed the entire process because it was stress free with a nice atmosphere.","Give me an example of you using team work?   ,1 Answer"
Server,"Apr 21, 2016","Anonymous Employee in Phoenix, AZ",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants (Phoenix, AZ) in March 2015.","Took about two weeks to get a call back, but the whole process was pretty simple from that point on. I interviewed with the serving manager, which was super laid back, and made me comfortable. The questions weren't too bad, and the interview was all and all about 30 minutes. Got called back for a second interview on the same day and got the job.","How much do you know about alcohol, particularly beer?   ,Answer Question"
Server,"Mar 24, 2015","Anonymous Employee in Cerritos, CA",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Cerritos, CA) in February 2015.",Interview process is mainly about your previous restaurant work experience if any. your customer service skills and ability to work with a big team. Weekends are almost necessary to be available to work since it is the busiest time of the week. be a multi tasker and the ability to communicate with many personalities. you will have 2-3 interviews so multiple managers can have a taste of the type of person you are before officially hired,"tell me about a time you had an issue with a guest and how did you deal with it?   ,Answer Question"
Hostess,"Jan 12, 2015",Anonymous Employee,Accepted Offer,Neutral Experience,Easy Interview,I applied in-person. The process took 3 days. I interviewed at BJ's Restaurants.,The interview was relatively quick and painless. Just a few questions. It was more about meeting and feeling your presence and if it is friendly enough to match the restaurant's desired brand image. And showing up on time is crucial!,"Not many tricky questions as I remember. It is very straightforward   ,Answer Question"
Hostess,"Mar 11, 2015","Anonymous Employee in Los Angeles, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Los Angeles, CA) in January 2015.","The interview process was 3 days long in one week. Each interview was about 15 minutes long. It was clear that if you advance to the next interview, the manager liked you. And you weren't hire on the spot after the third interview. You had to wait to call you the next day to see if they wanted you.","Past experiences   ,Answer Question, Tell me a time where you had to deal with a difficult costumer and how did you make them happy.   ,Answer Question"
Hostess,"Dec 28, 2014",Anonymous Interview Candidate,No Offer,Negative Experience,Easy Interview,I applied online. The process took 3 weeks. I interviewed at BJ's Restaurants in December 2014.,"I applied online and about 3 weeks later I got a call back for an interview a few days later. Got there and I had to wait 20 minutes until the manager (was a completely different one from the one I spoke to on the phone) finally came over and brought me to a booth. Its not like they were that busy and they had plenty of people working, so I don't know what the holdup was. The interview lasted less than five minutes and I could barely understand what he was saying. He said that if they're going to hire me they'll call me the next day and if they don't then I didn't get the job. Never got called back, the least they could do though was just tell me right there that they weren't going to hire me.","Why do you want to be a host?   ,Answer Question"
Delivery/Takeout,"Oct 7, 2014",Anonymous Employee,Accepted Offer,Positive Experience,,,"The interview and hiring process was fairly quick. This particular location holds open interviews every Monday and Tuesday from 2 to 4pm. I went in on Monday and had an interview, we set one up for Tuesday, and my last one was with the GM on a Thursday. He offered me the position on the spot. The following day, which was a Friday, I had orientation.","Why BJ's?   ,Answer Question"
Server,"Feb 20, 2015","Anonymous Employee in Laurel, MD",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Laurel, MD) in October 2014.",I went through two interviews. One with a corporate manager and then with the General Manager. The interview was basically a conversation. They are trying to feel out your personality.,"scheduling, past experience, situational   ,Answer Question"
Server,"Jun 8, 2015","Anonymous Employee in Laurel, MD",Accepted Offer,Negative Experience,Easy Interview,"I applied online. The process took 2 days. I interviewed at BJ's Restaurants (Laurel, MD) in October 2014.","Interview and hiring was fast and I had my phone interview one day, came in for my second and third and was hired on the spot. The same day, along with a roomful of newly hired staff we filled out loads of paperwork. New restaurant full staffed hired around the same time.","Typical food service industry questions.   ,Answer Question"
Server,"Jun 23, 2015","Anonymous Employee in Torrance, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4 days. I interviewed at BJ's Restaurants (Torrance, CA) in October 2014.","I had to come in three times for two different interviews, first with a manager and second with a general manager. The process was fairly simple, they didn't ask anything hard and the second interview was more so to meet the GM and not to actually have a lot of questions.","Tell us about your restaurant experience.   ,Answer Question"
Server,"Sep 5, 2014",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at BJ's Restaurants.,"applied online, took a week or two to have them get back to me. hiring manager was nice, and the interview process was not intimidating. lasted for about 20 minutes. he was straight forward and i got hired immediately","not difficult, but the question ""Why do you want to work here"" can be sometimes difficult   ,Answer Question"
Server,"Nov 4, 2014","Anonymous Employee in McAllen, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants (McAllen, TX) in September 2014.","Had two interviews with 2 of the 4 managers there, Joe White, and the GM Mark Reis.,Overall each interview took about 15 minutes and they were basic questions about my experience and my experiences there. Joe was extremely professional, where to Mark was a bit more laid back and worried about little things like appearance, but all in all it was a swift and easy procedure.","What sets you apart from other applicants?   ,Answer Question, Can you tell me something about yourself?   ,Answer Question"
Food Server,"Oct 19, 2015","Anonymous Employee in Addison, TX",Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants (Addison, TX) in September 2014.","This was a very lengthy process that should have been completed in just a week, but my time was wasted. I initially came in for just a 15 minute interview. I waited over 20 minutes for my schedule time. I was told to come back the next day to speak with another manager. When I returned back, I was told that it wasn't that manager that I needed so speak with, it was the general manager and she was on vacation.","What schedule can I be available for?   ,Answer Question"
"Hostess, Takeout, Food Runner, Server, Trainer","Aug 13, 2016","Anonymous Employee in College Station, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 4 days. I interviewed at BJ's Restaurants (College Station, TX) in September 2014.","Very simple, I had called a dew days before and had already applied online. Went in and there was a manager available. Was hired that same day. We had a one on one interview that lasted about 10 minuets top. Told him about my previous work places and what qualified me to have that job.","How well do you work in a team environment?   ,1 Answer"
Dishwasher/Food Prep,"Aug 21, 2014",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied online. The process took 2 days. I interviewed at BJ's Restaurants.,"I applied online and the next morning received a phone call to come in for an interview. Was interviewed for the first time, then I was asked to wait until I could talk to the GM (the same day- 20 min. later) and was offered a job afterwards on the spot. If you are what they are looking for and you have experience, you should have no problem getting hired.","Why are you more qualified for this position than others?   ,1 Answer"
Hostess,"Aug 17, 2014","Anonymous Interview Candidate in Denton, TX",No Offer,Negative Experience,,"I applied online. The process took 1+ week. I interviewed at BJ's Restaurants (Denton, TX) in August 2014.","The environment for this interview was very nice, it was just the person I was being interviewed by. Yes, it was my first interview, but i was't even given a chance. He acted like I was wasting his time and didn't really have any kind of interest in interviewing me, or anyone else for that matter. I was interviewed by one of the chefs, I'm assuming because of his chef jacket, which was a little odd to me. None-the-less, within 5 minutes he pretty much told they weren't going to hire me.",
Prep Cook,"Sep 2, 2014",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied through other source. The process took a week. I interviewed at BJ's Restaurants in August 2014.,"My interview was more basic because I had three friends who worked there that recommended me to the gm. I got called a week after I did the application and was hired on the spot. The questions were basically What was I interested in doing, what kind of prep experience do I have? Why am I leaving my current job? What about the company appeals to me.","What are your strengths and weaknesses? Always a hard question.   ,1 Answer"
Service Assistant,"Jul 12, 2014",Anonymous Employee,Accepted Offer,,,,"Three interviews, basic questions. Asked about past work experience. Asked about weaknesses and strengths. Took about two weeks to hire. Pay was nonnegotiable. I had to go in in-person for them to even look at my resume. If you look sharp you will mostly likely get the job.","What would your past manger say about you.   ,Answer Question"
Hostess,"Jul 28, 2014",Anonymous Interview Candidate,No Offer,Positive Experience,Easy Interview,I applied in-person. The process took 1 day. I interviewed at BJ's Restaurants in July 2014.,Very pleasant yet short talk with the manager on duty. I felt it went well. I told the manager I was up for the challenge and enjoyed customer service. I felt like they take a lot of pride in putting the customer first.,"I don't have any recent experience so I had to sell myself as a great person to take a chance on.   ,Answer Question"
Server,"Aug 9, 2014",Anonymous Employee,Accepted Offer,Neutral Experience,Average Interview,I applied online. The process took 1+ week. I interviewed at BJ's Restaurants in July 2014.,"3 interviews. Normally you interview with the GM last but when i showed up after being scheduled an interview he was the only manager there ..,,after interviewing with him i interviewed with 2 other managers. Questions were standard. Tell me about yourself and why i want to work at BJs... Communication was bad after my last interview but eventually got told i got the job and went to orientation,Just look sharp, smile a lot and be cool/relaxed","What is BJs to you?   ,Answer Question, Be ready to talk about their beers   ,1 Answer"
Server/Waiter,"Sep 19, 2016","Anonymous Employee in Cupertino, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 3 days. I interviewed at BJ's Restaurants (Cupertino, CA) in July 2014.",Super quick. Called and walked in with my resume and got interviewed the next day. Super chill and dressed professional in business casual. Met two of the managers and answered typical industry questions before getting asked for training dates.,"Explain a time where you had to use your customer service skills to deal with an unhappy customer   ,Answer Question"
Hostess,"Jun 21, 2014",Anonymous Interview Candidate,No Offer,Easy Interview,,I applied online. I interviewed at BJ's Restaurants.,"The interview process was really relaxed asked a few questions basic ""why do you want to work here"" questions and the interview was over. He told me that he would call back thurssday morning but never called back but i wasn't to worried.","What is hospitality to you ?   ,Answer Question"
Host,"Jun 20, 2014","Anonymous Employee in Orange, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 days. I interviewed at BJ's Restaurants (Orange, CA) in June 2014.","Was a surprisingly quick interview process. After submitting an application online, I asked to speak with the manager in the store, he was willing to interview me right then and there. He asked me to come back the next day for a second interview and after that one they offered me the job. Very relaxed interviews overall. They seemed to just want to get a general sense of my personality, work ethic, leadership ability, and interest in BJ's specifically. Come prepared with some basic information about BJ's culture and values. They seemed to like that I knew BJ's goal as a restaurant and was able to communicate that.","Questions ranged anywhere from ""Why apply for BJ's over other restaurants?"" to ""If you were going to the movies with your friends and you really wanted to see a particular movie, how likely is it you would all end up seeing that movie?"" Be ready to talk about BJ's and talk about how your personality plays out in life.   ,Answer Question"
Host/Takeout,"May 26, 2015","Anonymous Employee in Los Angeles, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took a week. I interviewed at BJ's Restaurants (Los Angeles, CA) in June 2014.","Interview process was really easy. I walked in to establishment where I wanted to work. I asked for the manager and then he asked me to fill out a form since I came in when they were looking for positions. I f they have time they set up a interview with you on the spot and ask you to get some stuff together in the meantime. At the interview, if the manager likes you, you will be offered the job.","Why do you want to work here.   ,1 Answer"
Any,"Aug 17, 2015","Anonymous Employee in Webster, TX",Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Webster, TX) in June 2014.","Application online, call to schedule face to face. Went to 2 face to face interviews with 2 different managers. Then had a group orientation with the general manager. I was told there were opportunities to advance within the company, and that they were looking at me as managerial in the future, which was exaggerated. They say they promote from within, but only from the server position.","How long have you worked in the restaurant industry?   ,1 Answer"
Hostess,"Feb 18, 2016","Anonymous Employee in Rancho Santa Margarita, CA",Accepted Offer,Neutral Experience,Average Interview,"I applied in-person. The process took 1 day. I interviewed at BJ's Restaurants (Rancho Santa Margarita, CA) in June 2014.",It was a one on one interview. Asked the basic questions about your personality and past work experiences. Then gave hypothetical scenarios and asked how you would deal with the situation as a hostess. Asked about your availability and how many hours a week you would want to work. Also asked how long you plan to stay with the company and whether you would want to be promoted to server eventually.,"What would you do if a guest of the restaurant started yelling at you and causing a scene?   ,Answer Question"
Service Assistant,"Apr 26, 2016","Anonymous Employee in Tampa, FL",Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 weeks. I interviewed at BJ's Restaurants (Tampa, FL) in June 2014.",3 interviews total. Took about 2 weeks all together. It was a friendly environment. I wish it was a little more fast-paced but I understand meeting all of the different managers before hand.,"How long did I plan on staying at this job   ,1 Answer"
Hostess,"Jun 28, 2014","Anonymous Interview Candidate in Little Rock, AR",No Offer,Negative Experience,Easy Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Little Rock, AR) in June 2014.",They asked me about my other jobs & why do I want to quit them. Then asked about my work ethic basically pretty easy process I was offered the job then 10 minutes after leavening they didn't want to hire me cuz I leave a McDonalds bag in their parking lot...,"Past work experience   ,1 Answer"
Server,"May 4, 2014","Anonymous Employee in Lubbock, TX",Accepted Offer,Positive Experience,Difficult Interview,"I applied online. I interviewed at BJ's Restaurants (Lubbock, TX).","I applied online and they called me about a month later for an interview. I was hired on the spot after interviewing with two managers, one of which was the GM. The interviews were rather long and they asked a lot of questions. Most were general interview/restaurant questions so they could get to know you, but some were rather difficult.","Why do you want to work at BJs and why should we hire you?   ,Answer Question, What's your favorite food from here and how would you describe it.   ,Answer Question, Tell me about yourself and your restaurant experience.   ,Answer Question"
Server,"May 30, 2014","Anonymous Employee in Irvine, CA",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Irvine, CA) in May 2014.","I applied online and actually called the restaurant to let them know I had applied and if I could speak to a manager. the manager talked to me over the phone and asked me to come in for a first interview. She was pretty down to earth. she asked me about my previous Job experience as a server, Why I wanted to work at BJ's and the standard BJ's trys to accomplish with all their restaurants. She said she was impressed and she past me along to the General Manager.","Tell me a time when you dealt with a difficult customer.   ,Answer Question"
Hostess,"Jun 5, 2014","Anonymous Employee in Orlando, FL",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 5 days. I interviewed at BJ's Restaurants (Orlando, FL) in April 2014.","I saw an ad on Craigslist that they were hiring. I applied online, went in that day and asked to speak to a manager. The manager went over my application and asked me a few questions about my current job and why I wanted to work there. Then she set up an interview with the Senior Asst manager a couple of days later. He asked me about my availability, experience, how I would work there on top off school and another job. Then he set up an interview with the GM. He asked me a few situational questions and asked about my work performance. After about 10 minutes he extended an offer and I had orientation the next day. All managers were really nice and easy to talk to.","When faced with multiple tasks at once, how would you handle the situation?   ,1 Answer"
Server,"Jul 17, 2015","Anonymous Employee in Denver, CO",Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Denver, CO) in April 2014.","One on one with manager as a first interview. Scheduled for a 2nd interview a couple days later. Asked about hobbies, likes & dislikes, expectations for job, career plans, school etc. Very open about scheduling needs and expectations which was appreciated and even let me talk to some current team members.","Expectation for job?   ,1 Answer"
Hostess,"Nov 30, 2015","Anonymous Employee in Temecula, CA",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Temecula, CA) in April 2014.",Basically you apply onlie for the job that you are most interested there. Then what i did was i called the next day to tell them i had filled out an online application and would like to set up an interview. They were very please to see that i was actually interested in the job so we set one up for the following day. When i came in i met with the manager 1 on 1 and he asked me some pretty basic questions.,"how many hours are you expecting to get?   ,Answer Question"
Server,"Aug 24, 2016","Anonymous Employee in Jacksonville, FL",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at BJ's Restaurants (Jacksonville, FL) in April 2014.","Went in to check on the status of my application, and was told to come in later that week. I met with a different manager that had never seen my application before and was really laid back and casual. None of the interview questions such as ""describe a time when you used leadership..etc"". Super straight forward questions just trying to figure out your experience.","What experience have you had selling beer to pair with dishes?   ,Answer Question, What were your duties in your past serving jobs?   ,Answer Question"
Server,"Apr 24, 2014","Anonymous Employee in Katy, TX",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Katy, TX) in March 2014.","I was part of a mass hiring recently for a new location opening up. I applied on Friday the 21st of March, got called within the next two days to swing by on Monday behind the new location in the hiring trailer. I saw about 10 other people while I was there, within a half hour I had been interviewed and he gave me the option to hang out while he called my references or head out and he'd give me a call later. I chose to stay and wait; and within 15 minutes he had called my references. As soon as he cleared my references he passed me onto another manager who was filling out people's information in the computer (mass hiring so they had an ""assembly line"" set up).,Because the restaurant wasn't yet finished constructing I did have to wait until April 3rd to do orientation and the subsequent training took place between the 7th and the 19th but it was a BRAND NEW restaurant.","What do you think is your biggest weakness?   ,Answer Question"
Dishwasher,"Sep 7, 2015","Anonymous Employee in Temple, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Temple, TX) in March 2014.","You meet with the General Manager, Kitchen Manager, and the Assistant General Manager. They all have to give the okay to hire you. They each ask you a few little questions. The General Manager is the main one asking all the questions. You might have more than one interview if all those managers aren't available on the same day.","Are you able to lift at least 30 lbs?   ,1 Answer"
Dishwasher,"Nov 12, 2016","Anonymous Employee in Newark, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied online. I interviewed at BJ's Restaurants (Newark, CA) in March 2014.","i had one on one with the hiring manager. I just sat at a table with the manager, he asked if im able to manage or keep up with the dishes.","if i can get the job done.   ,Answer Question"
"Bartender, Server","Feb 27, 2014",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants.,"First, you apply online. It can help if you go in and ask to talk to GM or AGM WHEN IT IS NOT BUSY (230-5 on weekdays). Once they review your resume, they contact you for a series of three interviews with a manager, AGM, and then GM. I got hired on as a server even though I did not fit the 1-year requirement of serving. If they like you enough, they will find something for you.","Describe what qualifies you for this job.   ,Answer Question"
Server,"Feb 9, 2014",Anonymous Employee,Accepted Offer,,,,"Applied online, was called within the week to go in for an interview ASAP, interviewed the next day and got the job. Started training the next day and was on the floor within a week.","Why should I hire you?   ,Answer Question"
Busser,"Feb 5, 2014",Anonymous Employee,Accepted Offer,,,,I applied online. Be sure to completely fill out the twelve pages of questions which have nothing to do with cleaning food off of tables. This is one of the stricter restaurants for which I have worked. Also they are so profit driven that internal advancement is not a priority.,"Define Customer Service.   ,Answer Question"
Coordinator,"Oct 19, 2015","Anonymous Interview Candidate in Huntington Beach, CA",No Offer,Neutral Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Huntington Beach, CA) in February 2014.","They have a very lengthy online application to fill out, a short phone call, and then about a 30 minute interview. After if they like you they'll correspond via email and have their talent team reach out to you to take some behavioral quizzes and a short SAT type quiz online.","Why do you want this job?   ,1 Answer"
Manager,"Jan 7, 2014",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at BJ's Restaurants in January 2014.,Interviewed with two higher ups. Super nice people overall the process was nice.,"What are your three worst attributes?   ,Answer Question"
"Food Server, Food Runner","May 24, 2014","Anonymous Employee in Daytona Beach, FL",Accepted Offer,Positive Experience,Average Interview,"I applied in-person. The process took 5 days. I interviewed at BJ's Restaurants (Daytona Beach, FL) in January 2014.","Great experience,you think its going to be an organized business at first but its not.You can tell the managers are meglomaniacs and have sex with the employees. Its an OK in between jobs place to work,but dont plan on making a living and paying your rent on time if your a full time foodrunner/server.,This appears to be a great place but is ran horribly and food runners who close take all the tips home and skim money.","Nothing,as long as you have experience the hiring process is easy and they are so unfair that they are always hiring.   ,1 Answer"
Busser,"Apr 14, 2015","Anonymous Employee in Montebello, CA",Accepted Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 days. I interviewed at BJ's Restaurants (Montebello, CA) in January 2014.","Its usually two-three separate interviews with three different managers. Its usually conducted out in the restaurant in an empty booth. After the first interview your asked to come back for another interview with another manager, If that goes well then you are asked to return to talk with the head manager, and if it goes well you are offered the job along with a starting day, details of dress code and a food safety test you have to take before orientation, there is a fee for the food test.","Have you had experience working in a restaurant?   ,1 Answer"
