,Username,location,friend_count,review_count,photo_count,rating,date,review,Url
245,Jay D.,"Sugar Land, TX",275,11,10,4,5/09/14,"I always have a great time when I come to this location, Whether I am sitting at the bar or at a table. The customer service is awesome! Robert waited on us, he was very patient with us! And can't forget to mention on how delicious the pizza is! NOM NOM NOMMMM",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
246,Noanya S.,"Houston, TX",23,149,688,3,3/28/2014,Love the ahi poke and beer variety when dining in but take-out sucks...well not the take-out food but when I order take-out it shouldn't take an hour for pick up and the curb side service phone should not constantly be busy...what's the point,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
247,M P.,"Houston, TX",0,29,1,4,5/27/2014,"Been here for dinner and a beer a few times, never had a problem. Fun atmosphere, but not so loud that you can't hold a normal conversation. Good food, some items are reasonably priced (like $7.50 for a burger and fries) and others were a bit pricey ($15 for a small single person deep dish pizza) but it all depends on what you want to order.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
248,Maria C.,"Houston, TX",8,14,16,4,4/26/2015,good food and great for groups that just want to have fun. :),https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
249,Nicole S.,"Houston, TX",145,893,254,3,12/31/2011,"Since the last time I went I noticed they had added some smaller portion appetizers. åÊI tried the tomato and mozzarella one, and it was really tasty. åÊA few of the other ones looked really yummy as well. åÊThe also make really great avocado egg rolls. åÊWhile they are always a bit pricey and sometimes the service is a bit slow, food here is usually good.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
250,Mary M.,"Missouri City, TX",0,9,,3,8/18/2015,The food here is alright. I ordered a spinach and artichoke dip as an appetizer and it was pretty good. I ordered a medium steak and it was dry and not what I was expecting.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
251,Melissa M.,"Houston, TX",175,1391,4254,2,8/04/09,"Oh where to start? åÊWe got there around 2pm today for a late lunch. åÊSeated promptly. åÊDrinks served. åÊHad to ask for silverware. åÊOrdered... everything seemed fine... Then my salad came with nuts on it (that I specifically asked to not be included as I can't stand any nuts). åÊThe server took it away and brought it back after a while without nuts. My dad ordered chives on his baked potato, but they were missing. åÊHe doesn't like to make a fuss about anything so he decided to eat it chiveless. Ok, so no big deal, right? åÊI agree. åÊKitchens mess up. åÊ Ok, so I'm eating my salad and then when I'm almost done I find a long (6 inches) piece of plastic in my salad. åÊIt's thin like cellophane (maybe the wrapping on the lettuce?). åÊI finally track down my waitress (who has gotten harder and harder to find even though the restaurant is only about 10% full). åÊIt's in my salad bowl and she puts her hand into the salad and takes it off the bowl. åÊShe doesn't ask, she just reaches in. åÊWell, I was eating the salad, but not anymore (I figured, I'd eaten most of the salad, I might as well finish it, plastic or not). åÊShe walks away without a 'sorry about that' or anything. åÊShe is gone a long time and finally comes back and said the manager (who I didn't ask for) has been in an interview and she'll talk to him as soon as she can. åÊOk, fine by me. åÊI do think it's appropriate when people find foreign objects in their food that a manager visits their table. åÊI was fine with waiting as a third person joined us a little later and was still eating. åÊWell, the manager never comes by. åÊI see him leave his interview and he proceeds to just stand around at the hostess desk chatting with the employees (he definitely didn't look busy). åÊThe waitress comps our meal (which I also didn't request but would expect). åÊOk, fine, but shouldn't the manager come over? åÊShouldn't the waitress apologize for the plastic? åÊ while all this is going on, my friend and I decided we wanted to share a dessert. åÊOur waitress had been M.I.A. for a while now, so we asked another server for a menu but never got it. We asked a second server and she brought us a menu but didn't take the order. åÊFinally after about 10 minutes, we were able to order dessert. åÊIf a restaurant is busy, I can understand it. åÊBut seriously, by this time it's almost 3pm on a Tuesday. åÊThe place is almost empty. åÊIt appears to be about a 1 server per table ratio. åÊWhy is the service so slow and unresponsive? This place was already not my favorite in Sugar Land because they serve Pepsi *barf* product, but I can survive on Iced Tea. åÊBut with service like this (server and manager) I don't know that I'll be back soon. I think the food is good. åÊNot 'wow' unbelievable, but definitely solid good food. åÊI think they need to step up the service. åÊIf a manager reads this, please always visit a table if plastic or other items are found in the patron's food, especially during non-peak times.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
252,Alfonso G.,"Sugar Land, TX",0,2,,1,10/18/2014,"Dead roach in parmesan cheese, disgusted not coming back. ""Supervisor"" tried to cover it up as a red pepper flake ridiculous",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
253,John A.,"Des Plaines, IL",24,67,6,5,6/10/14,Great food for the value and the best service. Waiter was Matt and very attentive to needs.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
254,Justin P.,"Houston, TX",67,11,8,3,5/19/2013,"An establishment that is fairly representative of American pub fare and culture. While there are certain items that fall off the mark, there are certainly others that exceed expectations. Overall, an enjoyable option for dining if one were to decide on a restaurant that serves all manners of American bar food. I have recently just started frequenting the BJ's chain so I cannot vouch for all the food options that they offer. They do, however, have some outstanding items on the menu. They also offer locally-made in-house soda (root beer and cream soda) along with varieties of craft beer. A word of caution though - the menu is quite large and expansive. You will feel a little overwhelmed if you are not craving anything in particular. Of the items I have tried, I was thoroughly impressed with the gourmet mac and cheese. The subtle adjustments that they have made with the cheese composition along with the addition of the right amount of bacon and bread crumbs is sublime. The Chicken Fried Steak is also noteworthy. It is properly executed with the right amount of breading and seasoning and the sawmill gravy that is paired with the steak has just the right amount of salt and pepper. The deep dish pizzas are also worthy of a try. They have the right balance of airiness and crunch and the quality of the toppings is excellent. The dough also has a distinct sweetness to it that generally lends well to the flavors and saltiness in the toppings. The burgers do leave something to åÊbe desired. They are good but nothing exceptional. I wish they were better. I do appreciate the option of choosing either wedge-cut and frenched fries as I prefer my fries a little thicker. The in-house root beer and cream sodas are also worth a try. If you are a fan of either and can afford the extra calories, be sure to give it a go. Refills are also included. One thing that I do have an issue with is the pricing of some menu items. More often than not, I find myself questioning the value of the food that I have ordered. While the restaurant certainly isn't exorbitantly priced, I feel that some items are a lot more expensive than they should be. I also find the service in this specific location a little lacking. While bar service is impeccable, the table service does leave something to be desired. All in all, this restaurant chain is definitely worth a try. I will certainly be back if my buddies decide to come here for happy hour but otherwise, I would probably go elsewhere.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
255,Cassandra M.,"Missouri City, TX",0,6,,3,7/22/2014,"The Pizooki is delicious! åÊThe drinks and food are good but the services is slow 90% of the time. åÊYou will get the occasional quick meal, but I've spent 25 minutes just waiting to order before. åÊIf the service was faster, this would be 5 stars.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
256,Grace C.,"Houston, TX",41,928,178,4,11/30/2009,"Great place to hang out with friends/family. åÊThere are a bunch of huge TVs, so from most of the restaurant there's usually at least one that you can watch. They have great happy hour specials - I think the pizzas are half price, among other things. Some favorites are:  * chicken pesto thin-crust pizza (an appetizer that's big enough for a one-person meal) * great white pizza (chicken, alfredo sauce, mushroom, garlic, tomatoes) * meatloaf Beware, the wooden floors (near the entrance, restroom, and bar) are ridiculously slippery! åÊIf you're wearing any kind of shoe with little traction, tread carefully.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
257,Jessica W.,"Los Angeles, CA",1133,187,410,1,10/09/11,"Won't be going here EVER again. One guy complained about a roach in his food and he still had to PAY for it!  WTF??? Also, the management stood there eyeballing me from the bar the whole time.  Haven't you ever seen a white girl with tattoos before. buddy? NOT impressed.  And my salad was wilted. Gross.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
258,Nicola S.,"Missouri City, TX",598,104,37,2,1/19/2014,Spinach and artichoke dip was pretty decent. I ordered the Shrimp Scampi cause how can that be messed up. But it was a big failure. åÊVery plain. åÊNo flavor whatsoever. åÊIt actually tasted way better thr next day after I added some of my own seasonings. åÊWe also got the breaded chicken breast with mashed potatoes and broccoli. åÊThe broccoli was under cooked and the chicken was pretty plain too. This place needs a lesson in original flavor or seasoning food. The customer service was nice. I would I go here again.... maybe but I would only get the pizza.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
259,Jessica B.,"Sugar Land, TX",124,20,14,2,1/31/2014,"I have experienced several BJ's and I have to say that this has been my least favorite experience. The one positive thing is that the food was very hot. Other than that, our waiter was slow(we had to ask for him AND his coworkers knew who it was without us even saying his name), my country fried chicken was the smallest I have ever had (smaller than a kids portion) and had a brown article in it (which the waiter could not easily identify but later confirmed from the manager that it was a severely burnt fry), and last and most disappointing my pazookie was so overly cooked with little batter that it was burnt all the way through. For my first time here, the impression left was a lasting one. I'm not willing to give this BJs another chance.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=260
260,Diego V.,"Missouri City, TX",13,31,2,4,9/22/2014,"The ambient is casual-dressy, the bar is nice and conferrable if you want to stop and catch a game. The food is good, steak is pretty good as well as their deep dish pizza. The only downside of the place is the waiting time, if you happen to go at peak hour you might wait 30-45 minutes if not more to find a seat. Their desserts are one of the best I've tried.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
261,Esra K.,"Houston, TX",62,15,5,2,8/03/14,"Its just hard to get their attention when you want extra ranch or more fries.. Waiters are tend to pretend they don't see you while you are waving at them.. Ok food, not ok service.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
262,Taylor M.,"Sugar Land, TX",0,4,,4,12/03/14,"I've always loved BJ's but lately that place has been smelling funky. No idea what it could be, can't really explain the smell. The waiter we had explained that it may be the old carpet. Hopefully it gets replaced ASAP if that's the case!! I must add that our waiter also forgot about us, we were left without any service for a good 10-15. The good is always great, though.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
263,Tim J.,"Houston, TX",0,53,,4,12/02/14,"I enjoyed the Cherry Chipotle Glazed Salmon that consisted of a oven roasted Atlantic salmon topped with a slightly sweet and savory cherry chipotle glaze, roasted asparagus, fire‰ÛÔroasted red bell peppers, tomato and spinach couscous. åÊIt tasted so good that I will have to order it again the next time. My wife enjoyed the Atlantic Salmon that was a blackened salmon fillet served with lemon Chardonnay butter sauce, rice pilaf and seasonal vegetables. åÊShe informed me that she liked her entree very much but she liked the taste of my entree a little bit better. The service was very slow and we started to wonder if our waitress might have forgotten about us and she was very slow in refilling our soft drinks. åÊThis type of service has happened to us the last three times that we have dined there.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
264,Jenn L.,"Houston, TX",74,238,236,4,6/02/14,"We sat at the bar and our bartender was quick with our drinks! Absolutely love their Pizookies! Although, it took forever to come out it was delicious! This location was similar to the location near willowbrook but slightly better. Why? This Sugarland location wasn't ridiculously packed like the Willowbrook location. åÊAnd the parking lot is a lot more spacious. The front parking lot is limited, but there's plenty of parking behind and the side of the building. Service was pretty good!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
265,Felyn B.,"Houston, TX",27,78,12,2,5/17/2012,"I visited the restaurant yesterday as part of an employee outing. åÊ The reasons for the 2 stars are as follows: the host was pretty courteous in suggesting a booth even though he understood that we wanted a table for our party, the service was kind of slow when we were ready to order, my order (Salmon Teriyaki) was good, but a bit over-seasoned.  I didn't partake of the beer, but maybe the next time I visit. åÊI'll update my review, if I do.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
266,Sandy K.,"Houston, TX",11,137,110,4,7/05/14,Ordered a Cajun pasta (replaced the meat with veggie option)....it was really good with nice flavor. Never had such pasta before. Garlic bread was also very good. It was a little pricey...but its that kind of place.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
267,Noble K.,"Sugar Land, TX",231,142,128,3,5/18/2014,"I would say in overall, the food here is just a bit above average. åÊHowever there are 2 things that I love to get here. åÊFirst is the deep dish pizzas. åÊVery good pizza and if you like deep dish you have to come check it out over here. åÊAlso a huge fan of their pizooki. åÊThink warm cookie cake right out of the oven with ice cream on top. åÊI've had a bunch of other things but these 2 things are what keep me coming back.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
268,Heidi M.,"Richmond, TX",0,5,1,1,11/11/14,"The service is absolutely horrible. I've come here three times in the last 6 months and it keeps getting worse and worse. Twenty minutes without drinks, AN HOUR for food and the server was rude. New management or new help is the only way this place has a chance...",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
269,Tammie T.,"Houston, TX",133,101,426,3,1/03/12,"I'll admit, I only go here to sit at the bar and have the desserts. Occasionally, I order a beer or two. Usually, the bar is packed but I only come with one friend so we manage to squeeze and extra chair near the end.  I've had better visits but the last time I went was a little bit disappointing. We ordered our beers and the pizookie trios and they took forever. We were sipping on our beer for around 30 minutes before the pizookies came out. We soon realized why it was in there for so long. First off, the presentation of these desserts always impressed me. They always looked so appetizing. We got the red velvet, cookies n' cream, and triple chocolate. What I remember about pizookies is that they come out the perfect amount of soft and gooey and this combination with the cold scoop of ice cream on top made a delicious rendezvous in your mouth. This was not the case on this visit, as almost all three of them were over-baked and hard. My friend and I literally had to shove our spoons into them at a 90 degree angle just to be able to dig a little big of cookie each attempt. This was a sad meal, but fortunately, I know that pizookies have seen better days and will probably return again in the future. On a side note, beer does not really go good with these desserts. It just seemed like the only appropriate thing to order while we sat at the bar and waited.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
270,Ashley B.,"Houston, TX",14,83,31,4,3/27/2014,"If you are going to drink beer, drink something that has some taste, not the mass produced swill that comes from the giant breweries in America. åÊThat's always been my attitude towards beer, and that's why I am always ready to try out a different brewhouse. BJ's turned out to be an excellent choice for both beer and food. åÊI stopped by here a few afternoons ago on the way home from work for a bite to eat and a drink. åÊOnce I settled in at the bar with a menu and a clear view of the happy hour list on the wall I decided I wanted a burger and a hefeweizen. åÊThe pizza menu is extensive here but I've had so much pizza recently that I just wasn't in the mood for more. åÊSome of the fish also sounded good, but again I've had my fill of fish recently. åÊI settled on a brewhouse burger with bacon and cheese, because frankly this little girl doesn't need a 1/2 pound of burger on top of fries and a pint of beer. åÊThe hefeweizen was the harvest blend brewed by the restaurant served in a chilled pilsner glass. åÊI opted for the thin and crispy fries as a side to my burger. My food and drink were quite good without being great. åÊHighlights included fresh cooked bacon that wasn't overdone (something all to common in my experience), gooey cheddar cheese with bite, a fresh Parmesan crusted bun, fries that weren't under or over salted and meat that tasted excellent. åÊI do wish that the patty had held together a little better, it tended to break apart as I handled and ate it, and I think I'm going to skip the rabbit food if I get it again. åÊThere was just too much lettuce and tomato on this burger. åÊI should have asked them to bring me some mustard along with the ketchup as well. åÊThank God they don't try to put mayo on a burger though. åÊThe beer had a nice flavor and went well with the burger. åÊIt wasn't OMG nectar of the Gods good but I would definitely order it a second time. åÊMy service was prompt, friendly and helpful. åÊThe bartender was attentive and knowledgeable about her product, and had a kind word for a girl just out of a hard day at work. åÊThe decor of the restaurant was pleasant, well maintained and attractive. åÊIt was a tad noisy inside but it seems like most restaurants are these days. The best thing about BJs came at the end of my meal. åÊI'm talking about the check, and I'm talking about it because it was so small. åÊA satisfying burger and fries, with a quality microbrewed pint for less then $15 including tip, where else can I find that? åÊThis place has value written all over it, and it is definitely on my list of restaurants worthy of a return visit. åÊGood food and beer at a great price in a classy looking environment is a winning combination in my book.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
271,Nancy K.,"Richmond, TX",63,127,,2,3/10/12,"We waited 30 minutes to be seated. The service was pretty nonexistent. He didn't do much. He wasn't rude though. It's overpriced. I had a California flatbread pizza. It was sort of burnt on the edges. It had a bad burnt taste too. The ingredients weren't fresh, but it is a chain restaurant. We had artichoke dip which wasn't anything special. It didn't have a lot of flavor. The chips were stale a little. The mozzarella sticks tasted like it was frozen. It was stringy when you pull it apart like what I expect mozzarella sticks to be like. My friends had sliders and a burger. They were both disappointed and just took only one bite Very disappointing meal. It was super overpriced. I'd rather go to a nice place in midtown, downtown or the heights.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
272,Derek K.,"Bellaire, TX",4,58,,2,8/05/14,"Was a really great place with great service....once. Sadly now, like a lot of restaurants in Sugarland, the management has let it go downhill. Waitstaff unattentive, food late, and manager seemed unconcerned. Got the wrong order and it took them almost 20 more minutes to make a rice and salmon dish to replace the order. My family was finished eating theirs so when mine came I simply sent it back. The manager never came over to check on things even after I complained to the waitress. Won't go back but sadly this too-young waitstaff problem is now epidemic in Sugarland. Thank God there's always Pappasito's. ....isn't there?",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
273,Ash K.,"Gorge Road, New Zealand",0,13,1,1,8/02/15,Ok food. åÊTerrible service. åÊNot staffed appropriately with wait staff. åÊ Waitstaff lacks basics of customer service.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
274,Paul R.,"Houston, TX",0,21,,4,9/03/14,"4 stars based mostly on the food and atmosphere, åÊservice leaves a lot to be desired. Once seated, our waitress took long enough for us to look around the restaurant and wonder if she knew we were there. Although she was very pleasant, she wasn't very attentive, I had to make eye contact with the hostess in order to get the attention of the waitress. Our food came out halfway through our appetizer, good or bad depending on how you feel. My gf really enjoyed her Mediterranean chicken tacos, but my blackened chicken was more Tony Chacheries than blackened.  So we would probably go back, if anything to try the pizza.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
275,Jim H.,"Sugar Land, TX",19,76,32,3,9/03/12,"OK-ish food was not helped by glacially slow service and multiple order messups. Food: 3.2 Service: 2/5 Ambiance: 3/5 Overall: 2.9 Appetizers: 3/5 Thai Lettuce wraps - Not bad, but the random choice of seasonings made me confused as to what I was eating. 4/5 Pizza (BJ Classic Combo) - Definitely respectable pizza with the proper crunch, but I'm spoiled because I had the real thing on Chicago. While good, this isn't the real thing. Entrees: 3/5 Shrimp scampi pasta - Plenty of shrimp, but too oily for what is apparently a ""light"" dish. The pasta itself was ordinary. 4/5 Parmesan romano chicken - Very decently fried chicken, though not helped by mostly mediocre pasta. (Pasta was a side though, and not part of the dish) 2/5 Chardonnary shrimp pasta - again another pasta dish, but too heavy (again). Service: Over the multiple visits here, we've had: - Duplicated orders - Completely forgotten orders - No water service - No silverware - etc. Ambiance: 3/5 Live and friendly, but far too crowded and uncomfortable during the weekends. Scoring guidelines: Overall score is average of food åÊ(50%), service (30%), and ambiance (20%). Rounding is subjective based on impression of restaurant. Total food score is average of apps, entrees, and desserts. Places without apps or dessert have the entree score instead counted multiple times. ? denotes estimated score, not included. * denotes noteworthy items, 90th percentile. ** denotes exceptional cuisine, 98th percentile.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
276,Miguel S.,"Sugar Land, TX",0,2,1,2,10/11/14,"Food is great. Pizookies are a must. However, the restaurant just has a terrible smell which makes the food and other great things not very appealing. Perhaps a carpet change is needed.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
277,Johnathon B.,"Katy, TX",185,11,2,4,7/09/14,Went there with a friend and we had a pretty good time. Our server whose name escapes me but she was a nice & attentive. The food was pretty good though not exactly what I ordered but the overall feel was pretty good. Worthy of an additional star,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
278,Gina I.,"Missouri City, TX",284,104,4,4,12/31/2013,The first couple of times I came here I ordered dishes I didn't particularly like. Now that I have been multiple times I feel as though I have perfected what I love from this place! Get the lunch special BBQ plate. It's so cheap and good! It comes with so much. BJ's is known for their pazooki's. Get the white chocolate macadamia nut one!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
279,Sophia V.,"Houston, TX",227,140,652,3,7/30/2010,"I go here quite often, and I've ordered a variety of things from the menu so far. As appetizers, the Chicken Lettuce Wraps and the Chicken Tenders are delicious! For the main entree, I would highly recommend their Parmesan-Crusted Chicken, Roasted Turkey Cobb sandwich, Chicken Fettuccine Alfredo and you can't go wrong with deep dish pizzas there! One thing I didn't enjoy there is the Chicken Teriyaki; the taste isn't all that pleasing. For dessert, MAKE SURE you order the PIZOOKIE TRIO! it's deliciousss! :) also, try their Rootbear; it's great!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=240
280,Max B.,"Washington, DC",9,49,11,4,7/02/13,"Wow. I didn't know what to expect. The menu is super extensive and the restaurant stays open pretty late. Usually that's a tell tail sign of mediocrity. Boy was I wrong. The food was phenomenal and made to order. With all the possible options, no one can leave hungry. Along with the fantastic food, our waiter, Robert, was very, very nice. He was friendly and extremely accommodating. Great place!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
281,Lisa T.,"Houston, TX",122,17,33,5,1/01/12,This review is for their Chocolate Chunk Pizookie. BEST DESSERT EVERRRRRRRRRRRR. 'Nough said. Everybody go try!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
282,T P.,"Houston, TX",0,12,,1,7/24/2011,Consistently horrible. åÊPizza is never cooked properly. åÊ Go to Grimaldi's if you want good pizza or Carabba's.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
283,Jim R.,"Georgetown, TX",23,44,15,5,3/21/2015,"We enjoy coming here. The food was good my wife had lettuce chicken wrap and I had a club, both of which were good. Our waitress was very attentive. Had a sampler of beer so my wife could taste different types. She like the apple cider.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
284,Maria A.,"Houston, TX",0,18,,2,4/26/2015,"Tonight for dinner we chose Bjs and I usually love the place but I had the worst time, the food was great as always but I wouldn't bother to eat In at this location ever again due to the service. Our waiter hasn't checked out table once other then bringing the food and leaving without a word. Other waiters passed without caring so unless you want to sit at an unattended table don't eat in here, other locations are good but this one isn't worth the time",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
285,David C.,"Houston, TX",148,33,,1,2/16/2014,"Last year, while my family dined at this restaurant someone broke into my car. The staff at the restaurant was not only unhelpful, they were positively indifferent. åÊAs a result, my family and I decided that we could no longer patronize this restaurant. It's a shame, because my kids enjoy the food but they have communicated to us what they really think of their customers.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
286,Shazia C.,"Houston, TX",62,192,110,1,1/12/09,"Well Hello Sugarland !  Bjs is another reason why I don't like chains. Chains always have huge menus with everything thrown in.  I went there for Sunday Brunch. It was my 8 years old cousins b'day and she loves this place for some reason.The place was packed. We waited for good 25 min to find a table.  It took another 10 min for the server to get us just the menus and another 15 min to get the orders.  For appitizers we ordered artichoke dip,mozzarella sticks , calamari (but they were out) , chicken pot sticks . The dip tasted real bad , it smelt like processed cheese with no signs of artichoke. The mozzarella sticks were alright , the chicken pot stickers were way salty and came with soya sauce (which already has a lot of salt).  I also ordered their salad with salmon. The salmon was flaky and the taste wasn't fresh at all. The artichokes in my salad tasted old as well. The ingreidents were not fresh , from the lettuce to the artichoke to even fries and dips. Everything tasted so processed and out of a can or box.  The serivce was extremely slow , we had to tell the waiter 3 times for the refills.  Kids for some reason like this place because they have an ok. kids menu (minni burgers, pizza, spaghetti, grilled cheese sandwich, chicken tenders) They also get treated special , like they get their crayons etc to color away. Watch out though , the kids portions are as huge as adults especially spaghetti , so have two kids share them.  The only thing good here was their PIZOOKIE ! åÊHuge , gigantic cookie , with two scoops of åÊvanilla bean ice cream on top. The cookie was real soft and chewy with melted chocolate chips , not bad at all !  Bottom Line: If you are looking for a place where you can go with your åÊkids (picky eaters) for sunday brunch and have highly processed meal, and extremely slow service then yes , why not?",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
287,Patrick D.,"Sugar Land, TX",1,3,,2,7/09/13,"When my friend and I walked into the store, we were not greeted nor asked the size of our party. In fact, the hostess blatantly ignored us and served other guests. My friend had to go up and tell her that we were a party of four, and that the other two would be coming later. She then pointed to a booth in the back and told us that it was open as soon as they cleaned it up. Other guests had a hostess bring them to their table with menus, but my friend and I were sent to the back by ourselves like second class citizens. Strike one. When our waiter came by, he was not particularly engaging, and seemed a bit frustrated. That could be because of the lunch rush, but it still lacked a bit of professionalism. Strike two. Our food came, and I thoroughly enjoyed my grilled patty melt. However, my friend ordered a deep dish pizza, and I have to say it was entirely underwhelming. The pizza looked nothing like the ones described online or in the menu. Strike three. This was my first visit to BJ's, and, while I will give them the benefit of the doubt, I am in no rush to come back for a second visit.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
288,Lasairiona M.,"Missouri City, TX",111,707,393,4,6/30/2011,"I'd say 3.5 stars... We eat here every so often and it's not bad, it's just not GREAT, y'know? ...the service tends to be slow cause it's always packed - lunch and dinner times though the hubby loves the Root Beer. It's overpriced for dinner, so we tend to eat here for lunch - I started out ordering the the baked potato and salad every time we went, but have since moved in to the grilled ham and cheese...it's pretty good!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
289,Christina B.,"Houston, TX",164,109,5,4,1/06/11,"Look: I like soup.  I also like bread. So when I heard that BJ's served clam chowder in a sourdough bread bowl, I was all like, ""ZOMG! MUST EAT!"" And then I did, And it was magical--magical I tell you! All sarcasm aside, there were many clams in a thick soup that absorbed well into the bread, easily creating crouton-ball things that were terribly delicious. I was like a fat kid in clam chowder and sourdough heaven. So let me just give you this advice: if you like clam chowder and sourdough, go to BJ's. It's relatively inexpensive and your friends who aren't into soup (the cads!) can eat pizza or whatever. Also, I've heard something about there being beer. IDK about all that. I know there's soup.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
290,Patricia E.,"Sugar Land, TX",5,36,3,3,11/19/2013,"This is usually our goto place when we can't decide on where to dine. Decent food, decent prices, usually great service except for 2 out of our countless visits. We went last month on my birthday and sat in the bar area. åÊI asked the waitress if I could sample one of two IPAs on their draft list. No. Policy is they can only sample BJ drafts. åÊHow Rediculous. åÊHow much draft spills down the drain, yet they won't spare an ounce of non-BJ draft to sample. åÊWe didnt make a fuss, but åÊcancelled our appetizers and went to Pappasito's.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
291,Jeremy A.,"Durango, CO",2,25,,1,11/14/2010,"I am embarrassed for this restaurant chain. We've been to BJ's in Webster with terrible results but thought the credit card not being returned (twice) and the incident with the employees mocking my complaint about no soap in the bathroom (they actually were making fun of me in front of my husband who was waiting at the podium for their attention to tell them why we were leaving without paying for our drinks or salad) were strictly isolated cases and part of a result of poor management.  But BJ's in Sugar Land also has problems. We ordered a Cobb salad, which was good, and fish tacos. We weren't particularly hungry so we were just splitting. Like I said, the salad was fairly good, but our tacos came and were just plain gross. My husband thought they had Indian seasonings in them but my main complaint was the fish was in the form of a fish stick!! $10 for two fish sticks!! Whhaaat?  We asked to change our order to something simple (we thought) and got a cheeseburger. Well done. Coming 15 minutes later, we cut it to split and it was pink inside. Sigh.  My husband is far more gracious than I am. He wanted to pay for the terrible meal and apologize to me for taking me there again when we knew bad things happen every time we try. I didn't want to pay for any of the disaster. I didn't think we should need to when it was almost inedible and took hours of our time. Ended up not paying for the entrÌ©es.  It is a cool restaurant with neat decor and I'm sad that I will never get to have another Berry Burst Cider, but we've had more bad experiences at BJ's than any other restaurant we've ever tried to like.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-sugar-land?start=280
