Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Good Times""",4.0,4.0,4.0,5.0,2.0,4.0," Mar 22, 2017",Past,Server Trainer/Bartender,"Columbia, MD",Yes,Yes,Yes,Part-time,More than a year,"Flexible schedule, great GM, fast-paced and good tips. Room for advancement and easy to pick up shifts anytime when needed.","Dress code doesn't allow for individuality (no unnatural hair color, no face piercings, visible tattoos must be covered)",
"""Server""",4.0,,,,,," Mar 22, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than 3 years,Flexible schedule for service industry,Under appreciated for amount of work and skill,
"""Decent Job for fair wages""",5.0,3.0,5.0,5.0,4.0,4.0," Mar 15, 2017",Past,Busser,"York, PA",No,Yes,Neutral,Part-time,,"Fast based, rarely bored at work, opportunity for advancement",Management can be tough sometimes,N/A
"""Very consistent with tips and hours year round.""",4.0,5.0,4.0,4.0,2.0,3.0," Mar 13, 2017",Current,Server/Bartender,"Seattle, WA",Yes,Yes,Yes,Full-time,,"This job is team oriented, great hours, supportive management team, job security and steady pay.",The company tries to drive business by giving away and discounting too much food and constantly is trying to change things and rebrand.,
"""Srerver""",4.0,4.0,5.0,3.0,4.0,5.0," Mar 11, 2017",Current,Server,"Queen Creek, AZ",Yes,Yes,Yes,Part-time,Less than a year,Great company to work for. Flexible with shifts. Able to balance work and life,"A lot is expected out of you, but it is worth it in the end.",
"""Hard to get time off and not enough people on the floor""",3.0,,,,,," Mar 22, 2017",Past,Server,,No,No,Neutral,Part-time,,Great coworkers and fun environment,They give you too big of a section and will continually triple seat you on the weekend.,
"""Good money, bad company""",3.0,4.0,1.0,3.0,1.0,1.0," Mar 23, 2017",Past,Server,"Shoreview, MN",Yes,Neutral,Yes,Part-time,More than 5 years,The people you will work with are mostly awesome. I worked with some great people and some great managers. Used to be great company that really cared about its employees.,"Corporate could care less about you. You are replaceable. All they care about is how many reward cards you get signed up and how many people fill out surveys for you. Your shifts depend on this. Silly thing is, when you make someone's money dependent on these things, people will cheat and have friends and family fill them out just so you can keep the good shifts. So any numbers they get aren't accurate anyway.",Care about your workers and they will bend over backwards for you.
"""Decent company to work for""",3.0,3.0,3.0,1.0,3.0,3.0," Mar 20, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,They provided a lot of training so I felt really comfortable by the time I started to work on my own.,"Like many service based industry jobs, there was a lot of drama and management never addressed problems regardless of knowledge about it.",Talk to the employees more
"""Red Robin""",5.0,2.0,5.0,4.0,3.0,4.0," Feb 28, 2017",Current,Food Server,"Topeka, KS",Yes,Yes,Yes,Full-time,More than a year,"Competitive work, good coworkers, goals-oriented management","Handling the public, Busy weekends, late nights.",Keep up the good work
"""Very good company to work for, if you work hard you can move up the company.""",5.0,4.0,5.0,5.0,5.0,4.0," Feb 28, 2017",Current,Line Cook/Prep Cook/Expo,"Mechanicsburg, PA",No,Neutral,Neutral,Full-time,More than 3 years,1)raises quite often if you work hard<br>2)management works with your schedule<br>3)easy to get off days you like,Alot of clicks but that's everywhere you go. Also a high turn around rate,
"""server""",2.0,2.0,1.0,2.0,1.0,1.0," Mar 14, 2017",Past,Server,"Salem, OR",Yes,Neutral,Neutral,Full-time,More than a year,I really did love the people I got to work with over the year and a half I was there.,"Not really enough room to put all the cons I had with the Salem location, as a server we were constantly break violating, management did not seem to care or do anything to change that. the work environment was often hard to work in with management clearly only caring about the bottom line,. This restaurant took ""corporate"" to a new level really the only way i can describe this place is they dont care about their employees at all. All I ever heard when I raised a valid concern with any level of management was ""what do you want me to do"" or ""my hands are tied"" after 16 months of giving it all I had, I had to walk away and find a different job that I felt would care about the well being of their staff.","This may seem like a harsh review of my time at Red Robin but it was honestly a terrible place to work, somewhere along the line my restaurant stopped caring about their employees and there where some amazing people I worked with. my advice is to take a look at how your employees are treated and dont forget about them in your quest for corporate values."
"""Slowly Getting Worse""",4.0,5.0,4.0,3.0,3.0,3.0," Feb 23, 2017",Past,Server,"Orange, CA",Yes,Yes,Neutral,Part-time,More than a year,"Amazing Coworkers, Great hours and flexibility, Fun, Family-friendly environment","Management isn't invested in employees, favoritism runs rampant, very high turnover","Listen to your hardworking employees, they will help you as best they can."
"""Server""",4.0,4.0,5.0,4.0,4.0,4.0," Feb 26, 2017",Past,Server,"Seattle, WA",Yes,Yes,Neutral,Part-time,,"This is a lively and young staff, and for the most part, get along well. I have worked at 3 different locations around the country, so it is possible to transfer if you move. Employees get 50% off meals on days they work, and 25% off on days they just come in to eat. Management tries hard to work with your schedule.","It's a minimum wage plus tips position. Like all restaurants, your total income depends on your customers' generosity. The busiest stores in the company have mandatory 3-4 weekend shifts per week.",
"""Great atmosphere, Lots of opportunity""",4.0,4.0,5.0,4.0,4.0,4.0," Feb 21, 2017",Current,Host,"Champions Gate, FL",Yes,Yes,Yes,Part-time,More than a year,Red Robin is an excellent company to work for. With a lot of opportunities there is plenty of room to learn grow and advance!,Some cons are limited opportunities to cross train and learn new positions. This may be management related or corporate related not sure.,
"""Waitress""",5.0,,,,,," Feb 23, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Tips company people friends management,Base pay holidays being busy,
"""Very busy shifts were hectic but went by fast""",4.0,3.0,4.0,3.0,3.0,3.0," Feb 24, 2017",Past,Host/Hostess,"Tempe, AZ",No,Neutral,Neutral,,Less than a year,"Mostly friendly staff, people try to help each other out. Guests who generally come to Red Robin are understanding as well- but of course you get some of the entitled people who get picky with everything",On the busiest nights it was difficult to place parties where they should've gone without making them wait too long or overwhelming the server,Managers need to Communicate better with each other
"""Company Lost Focus""",3.0,2.0,2.0,3.0,3.0,2.0," Mar 6, 2017",Past,General Manager,"Seattle, WA",No,Neutral,Neutral,Full-time,More than a year,"Excellent training program, vibrant team members, timely reporting systems, decent benefits package.","Limited support from Regional Managers, shifting management expectations, vision for customer service lost.",Stop ignoring the internal and external guest experience. A computer cannot offer good customer service and it's cheaper to retain a manager than to overwork and loose a manager and retrain a new one.
"""Terrible place to work""",1.0,1.0,1.0,1.0,1.0,1.0," Mar 31, 2017",Current,Line Cook/Prep Cook,"Tulsa, OK",Yes,Yes,Yes,Full-time,Less than a year,There are absolutely no pros to working here except maybe the free food? If you consider that a pro. I don't.,"This is the worst place to work. While the manager does put out a schedule, you might as well assume that they will never let you leave at your scheduled time. Good luck planning anything around your schedule as you will likely be expected to stay several hours past the end of your shift. Not sure if this is caused by poor planning or being understaffed, but it's horrible. To add insult to injury, the management isn't even nice about asking if you could stay longer to help. They just tell you that you can't leave yet. They don't even give you the respect and decency you deserve as a human being.",Help your managers with their scheduling.
"""Waitress""",3.0,4.0,5.0,5.0,4.0,5.0," Mar 6, 2017",Past,Waitress,"Castle Rock, CO",Yes,Yes,Yes,Part-time,More than 3 years,- Fun atmosphere<br>- Professional<br>- Good hours,Can't think of any,
"""Bottom line driven people company""",4.0,3.0,3.0,4.0,4.0,4.0," Feb 14, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,,More than 5 years,--lots of ongoing training for all levels (tm - mgr)<br>--competitive pay scale<br>--flexible hours for Tm's,"--constant change can be challenging<br>--everything gets measured and tracked<br>--lordy, meetings for everything","reduce tracked items, focus on a few key drivers"
"""Yes!""",4.0,3.0,4.0,3.0,3.0,3.0," Feb 14, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,,"Great teams, good pay, fun times","The usual customer, unusual hours for school age",
"""Mostly do front of the house.""",4.0,3.0,5.0,4.0,4.0,4.0," Feb 9, 2017",Current,Assistant General Manager,"Gainesville, VA",Yes,Yes,Yes,Full-time,Less than a year,"Keeps you very busy, they care about you. Training is really good, giving you all tools needed. Even after training you still have another 90 days. Get 2 days off per week.",Work 10-12 hours. After the 10th you are very tired. Coming up with too many coupons is not always good.,"To work 10 hours a day will be very nice, specially in a busy restaurant."
"""hostess""",3.0,,,,,," Feb 22, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Coworkers worked as a team, fun environment",Tested on other responsibilities that you did not even do.,
"""Typical Restaurant Job""",3.0,3.0,4.0,2.0,3.0,3.0," Feb 21, 2017",Past,Host,"Towson, MD",No,Neutral,Neutral,Part-time,More than a year,Well known restaurant with a standardize approach,Not much flexibility for moving between positions (i.e. from host to server).,
"""Server""",2.0,3.0,1.0,1.0,1.0,2.0," Feb 21, 2017",Past,Server,,No,Neutral,Neutral,Part-time,More than a year,Quick hiring process and friendly staff,"Long shifts. If you couldn't make a shift, you were on the risk of getting fired",
"""Decent part time job""",4.0,5.0,3.0,2.0,2.0,3.0," Feb 5, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"Quick and easy money, the shifts are short and the clientele usually tips well as long as you give them good service.","The management is extremely biased and has the restaurant overstaffed, so most servers only get about 3 shifts a week.",
"""Good for a while""",2.0,5.0,1.0,4.0,2.0,3.0," Feb 18, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Great people and great money,They don't care about employees,
"""Server""",2.0,2.0,3.0,3.0,2.0,2.0," Feb 18, 2017",Past,Anonymous Employee,"Carle Place, NY",Yes,Yes,Neutral,Part-time,More than a year,Co workers were amazing.,Management is constantly changing and corporate made impossible standards with the threat of losing your job.,
"""Shiny Package, Flimsy product.""",3.0,4.0,5.0,4.0,5.0,5.0," Feb 16, 2017",Current,Line Cook,"Lacey, WA",Neutral,Neutral,Neutral,Part-time,Less than a year,"Competitive pay, Career advancement oppritunities.","Stressful, Busy environment. Sometimes i don't get my breaks for hours. I wasnt fully trained before i was thrown into a rush by myself, with management nowhere to be seen.",Have more cooks during the day. It's busier than they think it is. Train your cooks more before you throw them into the kitchen by themselves.
"""Wendys""",5.0,5.0,3.0,3.0,3.0,3.0," Jan 31, 2017",Past,Crew Member,"Spokane, WA",Yes,Neutral,Yes,Full-time,Less than a year,I love cooking it's one of my favorite things to do always has,Some of the people there were mean management and other employees,I would love to be treated nice and then understand my condition if something happened not instantly fire me
"""Server-Life""",2.0,2.0,2.0,2.0,2.0,2.0," Feb 16, 2017",Past,Server,"Newnan, GA",No,No,Neutral,Full-time,More than a year,Cash at the end of the night. Easy job requirements. Flexible schedule.,Long hours without break. Working with inconsistent managers. The ever changing menu.,Become flexible enough to work with different personalities.
"""Good company""",5.0,4.0,5.0,3.0,3.0,5.0," Jan 30, 2017",Past,Anonymous Employee,"Greenville, SC",No,Neutral,Neutral,Part-time,More than 3 years,Good food clean kitchen. Money was ok.,Not enough hours or days.,None
"""server""",3.0,3.0,3.0,1.0,1.0,1.0," Feb 11, 2017",Past,Server,,No,Neutral,Neutral,,More than 3 years,"great people, not many arguments","You get scheduled based on weekly % of bev, apps, sold and ziosk surveys must get 9 or 10",
"""Eh""",4.0,,,,,," Jan 22, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"Tips, great coworkers... that is pretty much the only good things about working here. It's a serving job. Nothing special.",Bad management. They have no respect for their employees. They speak to you solely in insults and sarcasm. Not at all a positive work environment.,Respect your employees. Correct their mistakes politely and with specifics instead of with sarcasm and insults. Care about people not just profits.
"""Server""",2.0,3.0,2.0,2.0,1.0,1.0," Feb 5, 2017",Past,Server,,Yes,Neutral,Yes,Part-time,More than a year,"The atmosphere was fun. On most days the tips were pretty good. Co-workers did help each other all the time. If you need a specific day off, 9 out of 10 times it would be approved.","The management was horrible. If you went to them with either a job or personal issue they would always turn it around on you. A couple of managers would actually make fun of you, There was no praise for a job done well, only put downs.","Pay attention and listen to the concerns of your team. Stop making fun of team members, especially in front of other team members and guests."
"""Review""",4.0,,,,,," Jan 18, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,More than a year,It was a great first job to have in high school.,"Stopped putting me on the schedule without notice, I guess that's how they fire someone.",
"""Server""",4.0,5.0,3.0,3.0,2.0,2.0," Jan 18, 2017",Current,Server/Waitress,"Burlington, NC",Yes,Yes,Neutral,,More than 5 years,Fun!. Lots of potential money. Fast paced.,Sometimes bad management. Stressful. Dirty. Belittling.,
"""YUMMMM""",5.0,5.0,5.0,3.0,5.0,1.0," Jan 15, 2017",Past,Server/Bartender,"P C Beach, FL",No,Neutral,Neutral,Full-time,Less than a year,Great place to eat and work!!,Their expectations of Management and employees are unattainable!!,To the stock holders. Ease up!! Mangers and employees alike can't hold up to unattainable expectations!! Ex: IYou can't hold the server accountable for how the cook makes the food.
"""Waitress""",2.0,3.0,3.0,3.0,2.0,3.0," Jan 31, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,Less than a year,Opportunity to make good money,Reviews are not done based on job performance. Reviews can Only done by customers that pay with credit cards and if you have more cash paying customers you cannot get reviews. Therefore your score will go low and you are then separated into 3 groups for everyone in the store to see which can make people feel singled out . hours also depend on these reviews,Don't make employees feel singled out because it will effect job performance
"""Love my job""",5.0,5.0,5.0,5.0,5.0,5.0," Jan 11, 2017",Current,Line Cook,"Wilsonville, OR",No,Neutral,Neutral,Full-time,More than 5 years,I love the Free meals,Hours may not always be what they say depending on the business of the week . You may stay longer or shorter,
"""Great for college students""",4.0,4.0,4.0,2.0,2.0,3.0," Jan 6, 2017",Current,Server,,Yes,Yes,Yes,Part-time,More than 3 years,"Managers are pretty good about setting hours when they know we have school, would suggest only working weekends because that's when you make the most money, and coworkers are always willing to help each other out.","Owner expects way too much when you serve him and his family. Weekdays are the worst to work as hardly anyone comes in, management sometimes doesn't know when to cut, sometimes will be scheduled when it's not in your availability. Customers can be the worst at times when the smallest thing can go wrong.",Stop taking so much out on your servers when it isn't necessarily their fault. Secret shoppers don't help us be a better server. Better training helps us be a better serving. Threatening to fire us isn't going to bring up team moral.
"""Operations Manager""",2.0,2.0,2.0,2.0,2.0,," Jan 23, 2017",Past,Operations Manager,"Denver, CO",No,No,Neutral,Part-time,Less than a year,kept up with current technology,value on team members is skewed,
"""Server""",4.0,5.0,5.0,4.0,3.0,3.0," Jan 3, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Flexible work schedule, positive environment, good pay. Locations all around country so if you move you can pretty much get a job anywhere.","Really focused on numbers that are sometimes out of your control, due to the Ziosk tabletop computer system recently put in place.",
"""Threatened by management""",1.0,1.0,1.0,1.0,1.0,1.0," Feb 7, 2017",Past,Server,"Saint George, UT",No,No,Neutral,Part-time,More than a year,If u want to be lazy about restaraunt sidework I definitely advise to do so. You will not be acknowledged for keeping the place up. In fact it's embarazmssing to have customers think that's your fault when you take over a section at,"They pay no attention to your availability will work u from open to close without a break &amp; if u try to eat something during shift u get yelled at. I'm already a small person but I went from 120lbs to under 109in the past year from starving, working doubles &amp; stressing from management threatening to get rid of me if I don't sell a certain amount of royalty memberships, Bev's apps &amp; desserts,ECT so they can get their bonuses",Care more about your employees &amp; you might get more effort from them naturally without having to threaten them
"""Expect the Impossible""",1.0,2.0,2.0,2.0,4.0,1.0," Feb 7, 2017",Past,Line Cook,"East Brunswick, NJ",No,Neutral,Neutral,Full-time,More than 3 years,Worked there for almost 2 years. Got plenty of hours. Some nice people.,"Management was terrible, and treats people like dirt,, they gave virtually no training. Expect a million things out of you at once and nothing is ever good enough.","Lighten up, it's just a job. Maybe this is a career to some, but for the rest of us, this job is a dime a dozen."
"""don't work in a restaurant unless your a server.""",1.0,1.0,2.0,1.0,1.0,2.0," Feb 6, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,,"good people around my age group the early to mid 20s, that's about it",hours are horrible and they expect you to do so many things by yourself like you have a clone or something.,
"""Kitchen Manager""",2.0,1.0,4.0,5.0,5.0,2.0," Jan 15, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,,It's never boring and there's always something to do. You get your name on the door which is kinda cool.,"Stressful, poor training. I come into work almost everyday and I rarely see my kid.",Better training
"""Waitress""",1.0,1.0,1.0,2.0,5.0,2.0," Feb 5, 2017",Current,Waitress,,Yes,Yes,Yes,Part-time,More than a year,Nice people to work for,"Not many hours, need longer work shifts",Give your employee more hours .
"""Bad Management""",2.0,1.0,1.0,1.0,1.0,1.0," Jan 13, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,Good pay<br>Easy<br>discounted food,awful management<br>they don't care about employees,
"""Server""",3.0,5.0,5.0,4.0,1.0,3.0," Jan 11, 2017",Current,Food Server,"Danbury, CT",No,Neutral,Neutral,Part-time,More than a year,It is quick money with short shifts. Most of the managers are kind and knowledgeable.,It is very unorganized. The kitchen needs to be better at getting out the correct food at appropriate amounts of time. And every table should have a ziosk cause you get better tips.,It is very unorganized. The kitchen needs to be better at getting out the correct food at appropriate amounts of time. And every table should have a ziosk cause you get better tips. Kitchen staff should be better trained
"""Filthy Place To Work""",1.0,1.0,1.0,2.0,1.0,1.0," Jan 24, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,Nice employees and good free food,"Very dirty and terribly meaning bosses, turnover rate is so high, people consistently quit without letting anyone know",
"""The management at this store was horrible.""",1.0,1.0,1.0,1.0,1.0,1.0," Jan 24, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,The employees we're friendly and so we're the customers.,Management was horrible. There was favoritism shown frequently.,Don't spit in employees cups. Be a little kinder it goes a long way
"""Good place to work""",4.0,,,,,," Dec 20, 2016",Past,Busser,"Foothill Ranch, CA",Yes,Neutral,Neutral,Part-time,More than 5 years,It has a fun environment and relaxed feel. Not up-tight at all and very friendly co-workers. The pay is great for the work.,Not always staffed appropriately since its a slower store. Relaxed environment tends to bring out the lazy in people. Not much room to grow in career.,Help create more opportunities for employees to move up in. Create more growth potential for employees.
"""Server""",4.0,,,,,," Dec 20, 2016",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Company is very good to employees,Money is not very dependable,
"""Fast paced and always advancement""",5.0,3.0,3.0,5.0,3.0,1.0," Dec 19, 2016",Past,Server/Bartender,"Manchester, NH",Yes,Neutral,Yes,Full-time,More than 3 years,Great people and very enthusiastic environment. The food is cheap and good. If you love to server this is the place. You will make money and connection,"No appreciation for the hard work and most quit because of it. Great place to serve but anything further and you will probably regret,however a great place to learn the ropes",
"""Server""",3.0,5.0,3.0,4.0,3.0,3.0," Jan 1, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,The money and coworkers makes it fun and enjoyable,the guests are very rude,listen more to your workers
"""server""",3.0,3.0,3.0,1.0,1.0,1.0," Dec 30, 2016",Past,Anonymous Employee,"Los Angeles, CA",Yes,Neutral,Neutral,Full-time,More than 5 years,flexible schedules so you can still have a social life<br>friendly and able to make lots of new friends<br>fun because everyone is your age or in the same demo<br>good money,"work holidays<br>even when the work is slow, you are asked to stay<br>not real room for growth<br>too many people fighting for the same positions",more room for growth
"""Server""",4.0,5.0,2.0,5.0,4.0,1.0," Dec 10, 2016",Current,Host,"Ashburn, VA",Yes,Yes,Neutral,Part-time,Less than a year,Very good money!! jpojo lots,The staff not doing what they are suppose to do and management.,Be more efficient
"""Sesame Street instead of Red Robin""",1.0,1.0,1.0,1.0,1.0,1.0," Jan 14, 2017",Past,Line Cook,"Monroeville, PA",No,No,Neutral,,Less than a year,Competitive pay and flexible hours,"Disorganized, incompetent untrained management, inconsistent food handling procedures, blatant labor law violations. This has to be one of the weakest management teams ever assembled in a corporate restaurant environment from the inappropriate music that's blaring throughout the kitchen that carries racial undertones.",Learn people management skills. Respect is earned not given. Just because you can cook a hamburger or a piece of chicken does not constitute one as being a manager.
"""REview""",5.0,3.0,3.0,3.0,3.0,3.0," Dec 7, 2016",Current,Manager,,No,No,Neutral,Full-time,Less than a year,The benefits and the culture good staff to work with,Bad Management can be too political of an environment,
"""Mistreated Servers""",2.0,2.0,1.0,5.0,3.0,2.0," Dec 21, 2016",Past,Server,"Pittsfield, MI",No,No,Neutral,Part-time,,"Fast paced environment, great first-time serving job, average to above average hourly tips, easy to learn menu","Miscommunication among management, sloppy guidelines and rules, cutting corners occurs at all levels, disregard for employee availability even after being approved and agreed upon, inconsistent support, lack of respect for new employees or inexperienced employees","Be more ""first-time server"" friendly, less judgement, re-design training programs to be less cookie cutter and more adaptable, more focus on employee happiness"
"""Amazing""",5.0,,,,,," Dec 5, 2016",Current,Anonymous Employee,,Neutral,Neutral,Neutral,Part-time,,"Welcoming team, amazing for a first job and being able to make good money fast. I have been with them for the past 5 years and was able to pay my way through college.",The management would constantly changed and the turn over rate was really fast with upper management. Only cons is some of the guest that come in.,Management was awesome. They are very understanding for situations and willl always be there for you when you need it. There is always room for moving up.
"""Server""",3.0,3.0,3.0,3.0,3.0,3.0," Dec 14, 2016",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than a year,Made a lot of life time friends there,Free fries don't always attract the highest tipping guests.,
"""It's Alright, Good Pay Though""",3.0,3.0,2.0,2.0,4.0,4.0," Dec 13, 2016",Current,Prep Cook/Line Cook,,No,Neutral,Neutral,Part-time,,It's like most other restaurant jobs you're going to have but they pay was good right as I started. The environment is for the most part great.,"It's pretty much like any other restaurant job. The benefits are meh, you don't always know what your schedule is going to be like.",The whole BURGER philosophy seems pretty shallow. That may just be me though.
"""Frustrating, but good restaurant""",2.0,2.0,1.0,2.0,3.0,1.0," Dec 13, 2016",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,Less than a year,Very clean and health conscious,"Poor management, uncomfortable environment, understaffed",
"""Just okay""",3.0,,,,,," Dec 11, 2016",Past,"Hostess, Busser","Anchorage, AK",Yes,Neutral,Neutral,Full-time,,-flexible hours<br>-fun atmosphere<br>-employee discount<br>-friendly customers,"-management seemed to be constantly changing over<br>-communication with employees was poor<br>-expectations of employees changed with management<br>-employees were not given advance notice of new promotions<br>-restaurant was frequently very dirty, even at the beginning of the morning shift",Stability in management and better communication would benefit the restaurant.
"""R&D Intern""",3.0,,,,,," Dec 9, 2016",Current,Anonymous Employee,,Yes,Yes,Neutral,,More than 10 years,"Learn a lot, feel like you're back in college, but learning things that are applicable in the real world.","Job is based more on food science, less on nutrition.",
"""fun place""",5.0,,,,,," Nov 22, 2016",Past,Anonymous Employee,,No,No,Neutral,Part-time,Less than a year,great food and family place,none that i'm aware of,
"""AGM""",4.0,,,,,," Nov 21, 2016",Past,Assistant General Manager,"Colorado Springs, CO",Neutral,Yes,Yes,Full-time,,"People, hours of operation, Solid menu",instability in upper level management,
"""Positive""",4.0,4.0,4.0,5.0,3.0,4.0," Nov 20, 2016",Past,Front of House Specialist,"Denver, CO",Yes,Yes,Neutral,Full-time,,"Management is Flexible, always an opportunity for growth, employees recognize deserved workers.","Part time work has no benefits, a 401k, and extremely low hours",
"""Don't work here""",1.0,4.0,1.0,1.0,1.0,1.0," Dec 22, 2016",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,The food. That's pretty much it,Terrible management. No teamwork. Unfair wages. No recognition or appreciation.,Listen and work with your employees. Don't pick favorites.
"""Home office needs help.""",2.0,3.0,3.0,4.0,3.0,4.0," Nov 23, 2016",Past,Anonymous Employee,"Greenwood Village, CO",Yes,Neutral,Neutral,Part-time,More than a year,Executive management is great. Ideas are quickly implemented. Restaurants are supported as quickly as possible regardless of the poor middle management.,"Mid level management spends too much time caving in to the whims of the staff instead of holding firm to what is best for the company. Employees who are not pulling their weight, or are argumentative should be dismissed or disciplined, not coddled because of seniority. Turnover is out of control in certain departments not because the people are incompetent, but because they weren't liked by specific team members.",Re assess the ability of middle management to manage their respective departments.
"""Theres always someone there to help when you need it weather its a manager or co-worker.""",5.0,,,,,," Nov 7, 2016",Current,Host,"Munhall, PA",Yes,Neutral,Neutral,Part-time,Less than a year,"You get 50% off meals when you work. They are able to work around other jobs you may have or if your in school. Everyone is friendly and help each other out a lot. Whenever you need to drop a shift on short notice, theres almost always someone willing to pick up a shift.",They only want to hire for part time and hire a bunch of hosts so you dont get good hours,
"""shift manager""",4.0,5.0,2.0,3.0,1.0,1.0," Nov 4, 2016",Past,Shift Manager,"Knoxville, TN",No,No,Neutral,Full-time,More than 5 years,good place to work they care about home life and have a good training. good pay,alot of favortism between management and crew long hour bad insurance,be ready to work long hours and not get anywhere
"""Runner, host, server""",1.0,1.0,1.0,1.0,1.0,1.0," Dec 5, 2016",Past,Expo/Waitress,"Carlisle, PA",No,Yes,Neutral,,More than a year,Can move up to server if you look like a model and suck up to the manager enough,"Hierarchy based on barbie and ken good looks (literally what a manager told me), favorites. They let all the servers and runners go and then expect hosts to do everything, and they don't get tipped out or paid as much so it's more for everyone else by making the unfortunate beginner hostesses do everything the senior people are supposed to do and get tipped for.",Promote people who actually work hard to be servers. Promote from within instead of hiring new servers and blowing off all the hosts and runners who've been waiting desperately (some for years) to be moved up.
"""Corporate Office in Denver""",1.0,1.0,1.0,1.0,2.0,1.0," Dec 1, 2016",Past,Anonymous Employee,,No,No,Neutral,Full-time,More than 3 years,They encourage you to drink at work. They serve alcohol at work. Most likely because of the Cons..,"Extremely unfriendly to Veterans, and members in the Reserves/National Guard. They would hassle me over my drill dates and would refuse to hire anyone in the NG or reserves due to their weekend commitments. The HR team is a complete mess. They have no control over the sexual harassment at the corporate office. Management is never available. They are always in ""meetings"". I would steer clear of this train wreck. Even the CEO left, it was so bad!",Stop what you are doing and do the exact opposite. Stop the harassment.
"""not bad""",4.0,4.0,5.0,3.0,2.0,3.0," Oct 25, 2016",Past,Server,"Houston, TX",Yes,Yes,Neutral,Part-time,More than a year,reliable volume. not a lot of new customers but regulars always tipped well.,management was better in the beginning,move up current employees before hiring new employees
"""Easy host job while in college.""",4.0,4.0,4.0,4.0,3.0,3.0," Oct 24, 2016",Past,Hostess,"Charlotte, NC",Yes,Yes,Neutral,Part-time,Less than a year,"Fun working environment, comfortable uniforms, stress free / easy.","Too many children running around sometimes. Host's having to wear weird bird outfit, standing long periods. Pay could be more.",Management was fine.
"""Assistant general manager""",5.0,4.0,5.0,4.0,4.0,5.0," Oct 19, 2016",Current,Anonymous Employee,"Blaine, WA",Yes,No,Neutral,Full-time,More than 10 years,I think this company is consistent and holds a high standard of quality where ever you may be.,Any job that requires being on your feet for long lengths of time is difficult for some. I have worked on my feet all of my life.,"Be kind and courteous, yet you must be firm. Your employees cannot also be your best friend."
"""Great Family Restaurant""",5.0,5.0,5.0,5.0,4.0,5.0," Oct 17, 2016",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Co-workers are like family and you are making fast cash. It's usually pretty easy to pick up shifts and get them covered because people are always looking to make money.,There aren't a lot of cons I can think of since you work whenever you want to. Only con I can think of is having nasty guests.,
"""Great way to make money""",5.0,3.0,5.0,5.0,5.0,5.0," Oct 13, 2016",Past,Server Trainer/Bartender,"Greenfield, WI",Yes,Yes,Neutral,Part-time,More than 5 years,You can make great money<br>Take cash home everyday<br>Opportunities to move up in company,Unkind or rude clients<br>Extremely fast paced,
