Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Manager""",3.0,2.0,3.0,3.0,4.0,2.0," Jun 4, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than a year,Good Location<br>Good staff and bartenders,Upper Management<br>No work life balance,Better training and communication
"""Not a bad job as a college kid""",3.0,3.0,3.0,3.0,3.0,3.0," Jun 3, 2017",Past,Server,"Miami, FL",Yes,Neutral,Neutral,Full-time,More than 10 years,"Free food, if its busy you make good money serving, togo gets paid normal minimum wage instead of server wage",The management is uptight sometimes at least at the stores I have experienced,
"""Manager""",3.0,2.0,4.0,4.0,3.0,3.0," Jun 4, 2017",Current,Manager,,Yes,No,Yes,Part-time,More than a year,Great development opportunities for leaders. You will get the chance to learn all areas of running a restaurant and promotions are very possible if you are willing to work hard and can keep up with results.,Scheduling isn't supportive of a good work/life balance and hours are long.,
"""Line cook""",5.0,1.0,5.0,3.0,3.0,5.0," May 20, 2017",Current,Anonymous Employee,,Yes,Neutral,Yes,Part-time,More than a year,Good pay; nice people; free food and drinks.,Hard work; long hours; odd hours.,They do an excellent job.
"""Server""",5.0,3.0,4.0,2.0,3.0,4.0," May 16, 2017",Current,Server/Waiter,"Baton Rouge, LA",No,No,Yes,Part-time,More than a year,"Great atmosphere, wonderful staff and patrons. Just a great environment to work in",I'm only part time and hours have been cut due to the Golden Corral opening right down the street. They have really hurt the business and hours had to be cut,Add specials to the happy hours that would entice more people to come in because Golden Corral can be kind of pricey
"""Great""",5.0,5.0,5.0,5.0,5.0,5.0," May 16, 2017",Current,Server/Waiter,"Converse, TX",Yes,Yes,Yes,Part-time,Less than a year,You receive great job experience the people you work with is like a second family,The customer can be needy and you have good and bad day as far as money is concerned,Keep up with the good work
"""Meh.""",3.0,1.0,3.0,3.0,1.0,1.0," May 30, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than a year,"Discounted food, funny coworkers, there is the ability to make good money because of fast turnover",High school like drama,
"""waitstaff""",5.0,,,,,," May 14, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,the pay is pretty good,the management isnt very organized,
"""amazing""",5.0,4.0,5.0,5.0,5.0,3.0," May 11, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"fun, energetic place to work. with lots of incentives.",sometimes not always spastic and overwhelming,
"""hostess""",4.0,,,,,," May 12, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 8 years,"friendly staff, great atmosphere to be around","not flexible with schedules, hard to take off",
"""Horrible""",1.0,1.0,1.0,1.0,1.0,1.0," Jun 15, 2017",Past,Server/Bartender,"Burlington, MA",No,Neutral,Neutral,Part-time,,Great Friends and lots of drinks.,Everything. Worst 10 years of my life.,Quit now.
"""GMP""",4.0,4.0,4.0,5.0,4.0,3.0," May 6, 2017",Current,Anonymous Employee,,Yes,Neutral,Yes,Full-time,More than 10 years,I have grown and developed in 17 years from a dishwasher to a GMP. The culture is amazing and they are nation wide. I was able to relocate across the US,Current state is a little scary with the re structure . Also others have left for the competition and sales and traffic are down,
"""Sinking ship""",2.0,1.0,1.0,1.0,4.0,1.0," May 19, 2017",Past,Anonymous Employee,"Charlotte, NC",No,No,Neutral,Full-time,,Some great people to work with,"Can't get out of their own way, too many Rollouts, treat people like disposable asset instead of humans, have great culture on paper only",Stop treating team members like faceless names on a report
"""Bartender""",3.0,4.0,1.0,1.0,4.0,3.0," May 19, 2017",Past,Bartender,"Akron, OH",Yes,Neutral,Neutral,Full-time,More than 3 years,"money, hours, co-workers, food, easy work, shift availability","micro-management, communication, BOH staff, turn-over, vulgar setting",treat employees like grown-ups
"""Kitchen Lead""",3.0,4.0,1.0,2.0,3.0,1.0," May 19, 2017",Past,Kitchen Lead,"Duluth, GA",No,No,Neutral,Full-time,More than 5 years,"Free employee meal for hoh employees per shift, flexible schedule, good continuing training protocol","Hardly ever will you have the opportunity to sit and enjoy your meal, and you won't be allowed to box it up to take home, flexible schedules work both ways, meaning you can call out last minute, but expect to be called in last minute, and training protocol is hardly ever followed by the management staff, making it peer based learning, which is usually the slacker way, not the right way","The kitchen doesn't run itself, even if you swear it does."
"""Waiter""",4.0,3.0,4.0,2.0,3.0,2.0," May 3, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Fun people<br>It's fun to contribute to Saint Jude's,Schedules change way too often,None
"""Bartender""",5.0,2.0,3.0,5.0,3.0,3.0," May 2, 2017",Current,Bartender,,Yes,Neutral,Neutral,Full-time,More than a year,Chilis will aggressively give you the hours and number of tables to make a decent living doing this if you work hard while in the building.,Obviously your job is dependent upon the quality of your management team.,
"""Manager""",5.0,2.0,5.0,5.0,5.0,5.0," May 3, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than 10 years,Pay is great and bonus structure is very achievable,Work/life balance is not so great,
"""manager""",5.0,5.0,5.0,5.0,5.0,5.0," May 3, 2017",Current,Manager,,Yes,Yes,Yes,Full-time,Less than a year,great place friendly to work at,none has treated me excellant for years,your awesome
"""great job""",5.0,5.0,5.0,5.0,5.0,5.0," May 1, 2017",Current,Bartender,"Slide, TX",No,Neutral,Neutral,Part-time,More than 3 years,its a really awesome job ive been there 6 years and love it,theres nothing i can really complain about.,nothing
"""Waiting tables here can be stressful with the score system . but I love my coworkers.""",4.0,5.0,4.0,3.0,2.0,4.0," Apr 29, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than a year,It's a fun place to work and good money for being casual dining.,Scores are based on a stupid system and can get draining even if you're in the upper percentile.,Most of us work hard for you guys and positive reinforcement would be nice on occasion.
"""Decent Place""",3.0,4.0,2.0,2.0,1.0,1.0," May 12, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Close friends with co workers, opportunity to make great money, easy work.","Poor management, rude customers, no set time to be off work",
"""Server""",4.0,3.0,4.0,3.0,2.0,4.0," Apr 26, 2017",Past,Anonymous Employee,,Yes,No,Neutral,Part-time,,It's a great fast paced work environment and my coworkers were some of the best i have had.,"There was a decline in business in my time there, and the money wasn't as good as it was.","Hire more people at a time and weed them out, that way they are never short any employees, especially when employees take time off work."
"""Server/ waitress""",5.0,5.0,5.0,3.0,2.0,5.0," Apr 25, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,My co workers were amazing. Chilis has a family oriented environment and really had family in mind when they dedided what their core values were. My managers were also amazing with our schedules.,No cons at alls,Be kind and caring to each employee and they will WANT to show up and work had for YOU!
"""server""",5.0,3.0,4.0,4.0,4.0,3.0," Apr 25, 2017",Current,Anonymous Employee,,Yes,No,Neutral,Full-time,Less than a year,very nice staff and management is nice,the clientele is extremely awful,
"""Server""",4.0,,,,,," Apr 25, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 5 years,Great money. Normal restaurant hours.,Annoying people. Very corporate atmosphere.,
"""I would recommend""",4.0,5.0,5.0,5.0,4.0,5.0," Apr 22, 2017",Current,Restaurant General Manager,"Tahlequah, OK",Yes,Neutral,Yes,,Less than a year,"Best quality of life for restaurant management. At least one weekend off per month, 50 hours or less A week, bonus option is plus",Tough labor goals! Staffing needs can be difficult depending on area. Late nights if closing manager. Can be physically demanding,
"""Fast Paced but Rewarding""",4.0,4.0,4.0,4.0,4.0,4.0," Apr 23, 2017",Past,Waiter,,No,No,Neutral,Part-time,,Good work life balance<br>Reasonable work expectations,Sometimes can become a stressful environment,ssssssssmmyydd
"""Chef""",5.0,5.0,4.0,4.0,3.0,3.0," Apr 19, 2017",Past,Chef,"Whitehall, PA",Yes,Yes,Yes,,More than a year,"Flexibile hours, great atmosphere, wonderful management",Can get extremely busy bust so does every other job,
"""Eh""",2.0,1.0,2.0,3.0,2.0,1.0," May 3, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,"Great employees, had fun with them.","Bad upper management, too much like the good ol boys club.","If you want new school, get rid of those taking advantage and doing the bare minimum. (Old school)"
"""Line cook""",3.0,2.0,2.0,2.0,2.0,2.0," May 1, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Great team place to be,working long hours with no breks,
"""Server Review""",5.0,4.0,4.0,5.0,4.0,3.0," Apr 16, 2017",Past,Anonymous Employee,"Morgan Hill, CA",Yes,Neutral,Yes,Full-time,More than a year,"The culture allowed many opportunities to learn and grow, even just as a server. I thoroughly enjoyed my experience! The managers here were great.","As in any restaurant, not everyone is willing to pull their own weight. However, that wasn't a common issue when I was there.",
"""Cook""",4.0,3.0,4.0,2.0,3.0,2.0," Apr 16, 2017",Past,Line Cook,"Tuscaloosa, AL",Yes,Neutral,Yes,Full-time,Less than a year,"This was a great experience for me. Great enviroment, fun people, and the pay was very fair.",Nothing bad except for needs to update equipment and the computer system is slow slow. On busy nighs people get tired of waiting.,Great Job
"""Very enjoyabke until they stab you in the back""",1.0,5.0,1.0,1.0,5.0,1.0," May 21, 2017",Past,Assistant Manager,"Crowley, LA",No,No,Neutral,Full-time,Less than a year,"Salary, bonuses, vacations are all very nice. You also get christmas and thanksgiving off.",Give many employees off at the same time leaving minimum staff. You do all of the general managers work. They believe everything the employees say when they retaliate against you are the one that gets fired.,Do onto others as you would have them do onto you. Your mee surveys are not annonymous for managers since we have to put how long we work their and if we are male or female so we cannot say when fellow managers or general manager is incompetent or not doing their job. Quick to sweep things under the rug.
"""Server/ QA""",2.0,1.0,4.0,3.0,1.0,1.0," Apr 30, 2017",Past,Server,"Round Rock, TX",Neutral,No,Yes,Part-time,More than a year,"Hours available usually, some new friends, good money in the busy season, opportunities to move to different positions in certain restaurants, flexibility to pick up shifts at other stores.","Inconsistent income, inflexible management, management has clear favorites and if you aren't one, then good luck. Managers only care about Intent To Return surveys.","Stop playing favorites. Yes, there are natural friendships between managers and team members, but when team members get away with clear bullying because they're buddies with the managers and go out drinking with them, it creates a hostile work environment."
"""A fun place to work""",5.0,5.0,5.0,5.0,5.0,5.0," Apr 12, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,The really organized in the people are good,They're a little bit too organized,Keep up the good work
"""Not bad but not great.""",3.0,1.0,2.0,3.0,1.0,1.0," Apr 25, 2017",Past,Server,"Round Rock, TX",Yes,Yes,Neutral,Part-time,Less than a year,"Good management, made friends, good money on busy nights but it can be hit or miss.",Inconsistent money made and overstaffing,none
"""Server""",3.0,3.0,4.0,1.0,3.0,3.0," Apr 25, 2017",Current,Server,"Weston, FL",Yes,Neutral,Neutral,Part-time,More than 3 years,"I like my coworkers. I like my bosses. The perks of discounted or free food is always appreciated and i recieve highly valued services and special treatements from other businesses because they consider me an ""insider"". The money I earn can be considered easy and fast.","The work is hard. The hours are long. The conditions can be terrible. There is no such thing as a lunch break in the restaurant industry (even if I am scheduled all day) and the pay is under mininum wage. I joke about this constently. The stress level can be through the roof. Sometimes the customer can be stressors, sometimes coworkers can be stressors, and sometimes my managers can be stressors. The entire work shift can be considered slow, boring, and a waste of my time or overwhelming and not properly backed up by my team or supplies. Every day is something different. The hardest part fo the job title for me is to be able to take care of yourself in times where you may feel obligated to help others, Sometimes when working as a group or in a team everyone must do their best to focus on their job because one weak link can slow the entire group down. Nobody can afford to help someone swim so you have to let them drown or learn to tred on their own. I learned this the hard way, by helping others I took away from my own guests and their attentative needs, This resulted in poor survey results which dictated my scheduling. So even though I was helping all my coworkers and taking one for the team, when it came to my pockets for the shift, I was then hurt again by the lack of hours scheduled to me because of my poor customer intention to return survey results.",Use discretion
"""OK.""",3.0,3.0,2.0,3.0,3.0,3.0," Apr 26, 2017",Current,Server,"Athens, GA",Yes,Yes,Yes,Part-time,Less than a year,"Excellent management, easy to get time off, very flexible hours, fun staff and a lot of free food.","Guests are extremely difficult to deal with most of the time, the food is nearly inedible, and everything is about ITR and sales.",Stop focusing only on ITR so gauge how well a server is doing. Guests will rate you low for any number of reasons.
"""A good place to work""",4.0,2.0,3.0,4.0,3.0,3.0," Apr 8, 2017",Past,Cook,"Benton, AR",Yes,Yes,Yes,Full-time,Less than a year,"High Speed, Experience, Good Training","Always behind, pushing to hard, quality of life",Take care of employees more. Money isn't everything
"""Flexible""",5.0,5.0,5.0,5.0,2.0,5.0," Apr 9, 2017",Current,Server,"Louisville, KY",No,No,Neutral,Part-time,More than 5 years,Best job while working through college.,"Usual revolving door of new employees, which seems to be the standard in the restaurant industry. Sometimes leads to slow, and lazy employees.",
"""General Manager""",3.0,2.0,4.0,3.0,4.0,3.0," Apr 21, 2017",Past,General Manager,"Atlanta, GA",No,Neutral,Neutral,Full-time,More than a year,"Competitive Salary, Health Benefits, Monthly Bonus","No 401K, too many hours expected for salary employees",Negotiate salary
"""Intent to return""",2.0,1.0,4.0,2.0,2.0,1.0," Apr 20, 2017",Current,Server,"Cedar Park, TX",Yes,Yes,Neutral,Full-time,More than a year,Good money for good work I've been with chilis for two years and have enough to support me and my family.,Management cares more about the surveys intent to return. Schedules meeting for people below 75% and doesn't allow them to clock in. Also can be taken off schedule for low survey numbers. Really hard to keep above 75% when a 5 stars is 100% 4 is 0% and anything below brings you to negatives. This company is all about numbers.,Schedule people on skill instead of their numbers.
"""Overall pretty great""",4.0,2.0,5.0,5.0,4.0,4.0," Apr 4, 2017",Current,Line Cook,"Muncie, IN",Yes,Yes,Neutral,Full-time,Less than a year,"Good pay, great hours and great team","Sometimes overscheduling happens with turnovers (its expected) and its very high stress.<br>A lot of constant changes in menu, build standards and rules<br>Constant health code violation potential","Doing great, keep it going especially with the new menu rollout."
"""Where are we going?""",3.0,1.0,2.0,3.0,5.0,2.0," Apr 19, 2017",Current,Managing Partner,,No,No,Yes,Full-time,More than 8 years,Compensation is really strong for top performers.,"Everything is the operator's fault, even though the brand is in a downward sales spiral. Not the same company it was 10-15 years ago; stopped being fun and focusing on the guest and constantly tweaking things that don't matter.","If you truly want to get back to basics, create a fun environment and give us the staff we need to actually run great shifts."
"""Server""",4.0,5.0,4.0,4.0,5.0,4.0," Apr 3, 2017",Past,Server,"Branson, MO",Yes,Yes,Neutral,Part-time,Less than a year,Loved the management. They are very flexible with scheduling..,Lots of turnover ( common in restaurants),
"""Server""",4.0,3.0,2.0,2.0,4.0,2.0," Apr 1, 2017",Past,Server,"McKinney, TX",Yes,Neutral,Neutral,Part-time,More than 5 years,Great place to work! Easy Money,Have to deal with a lot of rude people,Keep up the great work!
"""dishwasher""",3.0,,,,,," Apr 14, 2017",Past,Cook/Kitchen Manager,"Anchorage, AK",No,No,Neutral,,Less than a year,great people to work with,not enough pay for some of things you have to go thru,pay more attention
"""server""",1.0,1.0,1.0,1.0,1.0,1.0," May 6, 2017",Past,Server,"Chesterfield, MO",Yes,Yes,Yes,Part-time,More than 3 years,Gained some experience in serving.,management was not really good.,"hire new management, management was damaged."
"""Front of House Food Server""",4.0,4.0,5.0,3.0,4.0,2.0," Mar 30, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Fun people to work with and make a lot of money some days,Management not the bestat times,Listen to employees
"""Chili's Review for College Students""",4.0,3.0,4.0,4.0,4.0,4.0," Mar 31, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than 5 years,Great place to work as a college student!,"Inconsistent money. If you're looking to have a constant cash flow, be bar tender or work in cocktail.",
"""Good Money but Little Growth""",4.0,4.0,3.0,3.0,1.0,4.0," Mar 25, 2017",Past,Server Trainer,"Highland Village, TX",Yes,Yes,Neutral,Part-time,More than 3 years,Great with scheduling hours and work with you. If you are a good worker you will get rewarded with more hours and better sections.,Unrealistic expectations and over use of trying to sell alcohol to every table. Expects everyone to show up in all weathers no matter how extreme.,
"""A good company.""",4.0,4.0,4.0,4.0,4.0,4.0," Mar 28, 2017",Past,Server,"Grand Prairie, TX",Yes,Yes,Yes,Full-time,More than 3 years,The management is very strong. You can make a lot of money. Good benefits.,"There is a uniform, so if you don't like wearing jeans this is not the job for you! Sometimes not enough employees.",Listen to employees if there is something wrong.
"""Chilis""",3.0,2.0,5.0,3.0,4.0,2.0," Apr 8, 2017",Past,Assistant Manager,"Payson, AZ",Yes,Yes,Yes,Full-time,More than 8 years,Great opportunity to bonus high if your #'s are in line.<br>Love the Chilihead spirit,I had a GM that was constantly changing my schedule and asking me to come in early or work on my days off. However the 2x's I needed her help she threw a fit and threatened my job.<br>Now I did work at another Chilis and this was not the case so it depends on where you go,
"""Impressions""",3.0,3.0,2.0,3.0,2.0,3.0," Apr 6, 2017",Current,Food Server,"Winchester, VA",Yes,Neutral,Neutral,Full-time,Less than a year,"Staff works hard. Some fun moments. Everyone feels each other's pain, LOL!",Tips are low; even with those who give 20 percent tip-outs. Too many servers scheduled. Food takes too long to get to tables.,"Fix the fundamentals such as taking 30 minutes to produce food; food served cold; too-chewy meats; griping at the servers instead of solving these and other problems. Incentives to sell during promo events are sucky for the server, who pitches the product, but extravagant for the mgt. Too much side work."
"""Prep Cook""",4.0,4.0,5.0,2.0,5.0,4.0," Mar 22, 2017",Past,Prep Cook,,Yes,Yes,Yes,Full-time,Less than a year,"Free food, good pay, got enough hours.","No set breaks, after training I was expected to do all prep by myself because I worked hard, others had help when they prepped.","Don't take advantage of hard workers, that's why I quit."
"""I used to work here""",4.0,,,,,," Mar 23, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,,The food is really good,The drinks are really expensive,
"""great restaurant""",4.0,3.0,5.0,4.0,2.0,3.0," Mar 23, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,,great management team and work environment,food comes out late sometimes,n/a
"""General manager""",4.0,3.0,5.0,4.0,3.0,2.0," Mar 5, 2017",Current,General Manager,"Houston, TX",Yes,Yes,Neutral,Full-time,More than 5 years,The direct team and area I work alongside are great! The company promotes from within and that's great ! You can make a great living from this company. What you put in is what you get out.,"The business model is broken. Squeezing the life out of everyone does not grow a business. There's reasons why Texas Roadhouse, Olive Garden , red lobster, and cheddars are more liked. They give better service because they have less tables , bussers, and their labor plans allow for business growth.","It's no coincidence that a company of 900+ restaurants are ""slow and cold "". The problem is the business model and system. Until that's recognized you have to be satisfied with being a mediocre company."
"""Good""",4.0,,,,,," Mar 21, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than a year,Positive work experience and fast paced.,Customers can be a bit demanding,
"""Run!!!!""",1.0,,,,,," Apr 24, 2017",Past,Hostess,"Morrow, GA",Yes,Neutral,Neutral,Part-time,,You get free non alcoholic drinks.,"You don't get trained properly. At least at the one and Morrow,GA. They literally just make you figure it out. They didn't want even teach me table numbers. They want hostess to bust tables and seat people. Most of the time you are up there by yourself and I was still in training. All the customers complain about the food.",We are the only restaurant on the strip that's not busy on Friday night. Change that.
"""Server/Bartender""",4.0,4.0,3.0,3.0,4.0,," Mar 19, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than a year,Fun environment; management looks out for the employees.,"Hours for nights, weekends and holidays.",
"""Really nice environment and great staff""",4.0,3.0,4.0,5.0,4.0,3.0," Mar 15, 2017",Current,Prep Cook,"Round Rock, TX",No,Neutral,Yes,Part-time,More than a year,The staff is amazing. Everyone gets along really well together. Hardly any drama going on. Fast paced environment. Good pay.,Being understaffed definitely takes its toll. Management is a little unfair. Being a managers favorite will get you better treatment.,Don't play favorites
"""Fun, Fast paced""",3.0,2.0,5.0,3.0,3.0,3.0," Mar 31, 2017",Past,Host/Hostess,"Greenville, TX",No,No,Neutral,Full-time,More than 3 years,"Meet new people every day, discounted food after 3 months, very fun &amp; outgoing place to work. Never boring, except for when it's really really slow.","Uneven work hours between hosts. You're the ""butt end"" of everything (servers always griping at you. Kitchen yelling at you when they get over loaded)",More even work hours between the employed hosts.
"""It was ok""",3.0,5.0,1.0,1.0,1.0,2.0," Apr 1, 2017",Past,Bartender,"North Brunswick, NJ",Yes,Yes,Yes,Part-time,More than 3 years,We got half off food.,The customers are awful. Tips could be bad.,You're doing fine.
"""Good company to serve for.""",5.0,5.0,5.0,5.0,5.0,5.0," Mar 15, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than a year,The managers are really into their staff and care about them. Thank you chili's. apply online and then call to make sure they got your application,"The customers if anything. The actual business itself cares for their employees, it's the clientele that can make the job stressful at times",
"""Server surveys are very unfair""",2.0,1.0,1.0,1.0,1.0,1.0," Mar 26, 2017",Current,Food Server,,No,No,Neutral,Full-time,More than a year,Working with a great team. Team service is usually great. Managers help on the floor and in the kitchen. And usuall no silverwear rolling!,"ITR! Survey guest take after paying on ziosk or online are your job and main problem. Spending hours trying to get a 5 on one question is terriable. Once something goes wrong (cold food, weak drink, long door wait) it will probably lower your itr score. It dont matter if it is ther servers fult or not. If your score goes under a 67% you only have a couple weeks to redeem yourself before you get fired.",It wouldnt be so bad if we went constantly reminded that we may lose our job if we dont get surveys .. A 5 at that.. No 4s .. Only 5s.. Its a rolling score. We have good and bad days .. We are human and its impossible to keep every single person happy. I can say the most of our staff takes pride in our work and make a strong effort to make every guest feel welcome and special. Its a shame to see a company lose so many great servers over this. Maybe management could have a meeting to talk to corporate.
"""great place""",5.0,5.0,5.0,5.0,5.0,5.0," Mar 10, 2017",Current,Hostess,"Miami, FL",Yes,Yes,Yes,Part-time,Less than a year,"team, guests, good food, great atmosphere",not enough hours and not stable schedule,
"""Server""",5.0,3.0,5.0,4.0,4.0,4.0," Mar 8, 2017",Past,Server,"Edmond, OK",Yes,Yes,Yes,Part-time,Less than a year,"Relaxed work environment, good food discount with occasional snacks given by the kitchen, relateable management, decent hours, and pay was solid with frequent customer base.","Can sometimes be stressful and hectic, especially during happy hours.",
"""Good place to work""",4.0,3.0,4.0,4.0,3.0,4.0," Mar 8, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,Less than a year,Opportunity to move up<br>Salary<br>Discounted food<br>Flexible schedule<br>Discount cards<br>Good environment<br>Good food<br>Clean place<br>Great staff<br>Many hours,Can be boring at times<br>Long hours<br>Crazy when its busy<br>Not enough help<br>No breaks<br>Healthcare benefits is bad,
"""worked here for many years""",4.0,,,,,," Mar 9, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,great company to work for,weekend work is very hard,
"""Easy money and scheduling / skeleton crew and non engaging management""",3.0,3.0,2.0,2.0,2.0,1.0," Mar 22, 2017",Past,Server,"San Antonio, TX",No,No,Neutral,Full-time,More than 5 years,Easy money and schedule flexibility,You're on your own and nobody really cares about you when push comes to shove,"Manage people, not paper"
"""No words""",2.0,1.0,1.0,1.0,1.0,1.0," Mar 22, 2017",Current,Hosts,"Alexandria, LA",No,No,Neutral,Full-time,Less than a year,Great place to meet new people,"High turn over rate, stressful situations",
"""Do not work here. You've been warned.""",1.0,3.0,1.0,1.0,1.0,1.0," Apr 11, 2017",Current,Minion,,Yes,Neutral,Yes,Part-time,More than 10 years,"You make cool friends, 50% off, semi flexible schedule, meet good people, 50% off food.","Managers don't care about employees, corporate only wants to make more money. Hence the new team service evolution. It sucks. Turn servers into food runners only and remove togo and qa completely. Thanks for your 10 years + of service with our company but your no longer needed.","Advice for corporate, Listen to your employees who have been faithful to your company for 10+ years. Don't throw them out like stale bread. When everyone else was quitting after 2 months of putting up with your crap, the veterans of your company stuck by your side, worked ridiculous hours and every holiday. Treat them right."
"""It can be worth it""",3.0,2.0,3.0,3.0,3.0,3.0," Mar 18, 2017",Current,Host,"Burlington, NC",Yes,Yes,Neutral,Part-time,Less than a year,"Friendly coworkers, Fast paced, steady work","Minimum wage, occasional bad management skills, basically a bus boy",Remember your hosts are people too with other things to do outside of work
"""Hostess/Busser""",4.0,5.0,5.0,2.0,2.0,4.0," Mar 3, 2017",Past,Hostess/Busser,"Millville, NJ",Yes,Neutral,Neutral,,More than a year,"The people, the environment, the management","The pay, the hours, sometimes it would get boring",
"""Management""",5.0,2.0,4.0,4.0,5.0,5.0," Mar 2, 2017",Current,Assistant Manager,"Chicago, IL",Yes,No,Neutral,,More than 3 years,"At store level there is a bond like no other, Much more like a family. Even the high end management will step up and roll their sleeves up and help out.","Very difficult to fire people. If their is a problem employee it takes many write ups to get a termination. When the staff member does finally get fired, it's considered manager failure. ( Interviewer failed, training failure, or we didn't work with the employee closely enough)","Job security is nice, but you need to make sure people know they can't get away with breaking rules without consequences."
"""If you have a lot of energy to expend, and can deal with rude people it might be ok""",2.0,2.0,2.0,2.0,1.0,4.0," Mar 17, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,,Very helpful management and team. Great training.,"It's exhausting. You have to put up with a lot, and it's not worth the salary.",
"""server""",3.0,4.0,1.0,2.0,2.0,1.0," Mar 16, 2017",Past,Server,"Newburgh, NY",No,No,Yes,Part-time,More than a year,"Great people to work with, a chance to earn some good money","Management was the worst i have ever worked for. Playing favorites plays a big roll, not a chance to further any careers",
"""Assistant Manager""",4.0,1.0,5.0,4.0,4.0,3.0," Feb 28, 2017",Current,Anonymous Employee,,Neutral,Neutral,Yes,Full-time,,"Really good work environment, being a ""Chilihead"" is being a part of a famiy.",As a manager it seems that we have to make the guest happy at all cost even if it means letting people scam and take advantage of the restaurant.,
"""Cook""",2.0,2.0,4.0,3.0,2.0,1.0," Mar 13, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,Free lunch or dinner per shift,"No leadership, employees run the store, which leads to a lot of arguing.",Don't be afraid to tell employees what is expected of them.
"""Great place to learn""",4.0,3.0,3.0,3.0,5.0,3.0," Feb 22, 2017",Past,Server,"Yorba Linda, CA",Yes,Neutral,Neutral,Full-time,More than 3 years,I enjoyed the large company perks of benefits and at 401k plan along with the fun stuff like christmas parties and company softball tournaments. Most of all I learned how to own up to mistakes and work my butt off with the help of an awesome team behind me. I over all had a positive experience.,I mean besides feeling like a cog in a machine. There were changes made for the sake of change rather than any real benefit. Shared sections because they didn't want to pay as many people to be on the floor. Overall a bunch of little things added up to me not wanting to be there anymore.,Don't forget to take the feedback given. And take care of your servers. The happier they are the more money they will make you. Happy people buy more food.
"""I mean you're a server""",4.0,5.0,5.0,5.0,5.0,4.0," Feb 25, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than 10 years,"Love the people I work with, and I love the menu at Chili's and how popular it is",Management who disagrees with each other,Learn to get along and not have issues
"""It's not that bad""",4.0,4.0,4.0,2.0,4.0,3.0," Feb 23, 2017",Past,Bartender,"Hialeah, FL",Yes,Yes,Yes,Full-time,More than 8 years,Flexible hours<br>Great guests<br>Good money<br>Your fellow employees,Not consistent<br>High turn over of management<br>Lack of appreciation by management<br>2 for 22$,Appreciate your employees and actually work!
"""Server""",5.0,4.0,4.0,4.0,4.0,4.0," Feb 20, 2017",Past,Food Server,"Athens, GA",No,Neutral,Neutral,Part-time,More than 3 years,Best place to work hands down!,There were none! Besides the physical labor.,None.
"""Chiliheads""",1.0,1.0,1.0,1.0,1.0,1.0," Mar 26, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,The customers and the team,overworked management staff 50 plus hours. High burn out and less productivity due to being overly tired. Tired managers equal cranky managers.,Work less and and you will be more productive and less cranky!
"""Great opportunity for growth""",4.0,3.0,4.0,4.0,4.0,3.0," Feb 18, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,,"Good benefits, develops managers well, always have tools needed",Food is OK. I see a lot of great people leave because of crazy expectations,
"""No management""",2.0,1.0,2.0,2.0,1.0,1.0," Mar 4, 2017",Past,Anonymous Employee,"Winchester, VA",No,No,Neutral,Full-time,More than 3 years,I loved my coworkers well most of these anyways .. you also get to wear jeans to work which is always cool,The place is totally a mess there is no communication and the mangers just let it go... 45 mins on a ticket is average<br>.. I have worked in restaurants my whole life and this is by far the worst !,"Get more organized, get mangers in your store who care and want things to run smoothly"
