Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Hands down one of the worst jobs I've ever had.""",1.0,1.0,1.0,1.0,1.0,1.0," May 26, 2017",Current,Senior Bartender,"Bay Shore, NY",No,No,Neutral,Part-time,More than a year,-Flexible scheduling especially if you're not available to work that day...<br>-Great hours if you don't mind spending your entire night here.,-constant rotating management.<br>-very unprofessional work environment.<br>-constant rotating staff.<br>-you'll always be expendable.<br>-no employee appreciation<br>-awful customer clientele.,Get some real managers.
"""Great Place to Start""",5.0,2.0,4.0,2.0,3.0,4.0," Apr 18, 2017",Past,Server/Waitress,"Effingham, IL",Yes,Neutral,Neutral,Part-time,More than 5 years,I was able to transfer to two other locations.,"If you are not used to working off hours, it might be hard.",Ensure you are consistent with rules and implementations.
"""My time at t g I""",5.0,4.0,4.0,3.0,4.0,4.0," Apr 18, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,Fun environment Bar flare competition was really fun,Endless appetizers and two for 10 brings bad tippers,
"""Can I get a break? No? Ok...""",3.0,4.0,4.0,4.0,2.0,5.0," May 3, 2017",Current,Hostess,"Charlotte, NC",Yes,Neutral,Neutral,Part-time,More than a year,Great hour<br> Amazing staff<br>Fun environment,No breaks/ not allowed to eat<br>No opportunity to finish computer training.,"Give us hostesses/hosts about a 15-30min break, and feed us. It's not fair that the servers get 2 hour breaks while I'm standing on my feet for 8 hours straight."
"""Hostess""",3.0,,,,,," Apr 24, 2017",Past,TGI Fridays,"Richmond, VA",Yes,Neutral,Neutral,Part-time,More than a year,fun and interacting job very enthusiastic,pay is not enough and lack of transportation.,no
"""I don't miss it""",4.0,1.0,5.0,4.0,2.0,2.0," Apr 9, 2017",Past,Service Manager,,Yes,Neutral,Neutral,Full-time,,great team work and work ethic for all of management,"long hours for little compensation, poor quality of life",
"""Bartender""",3.0,3.0,3.0,3.0,3.0,3.0," Apr 21, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,,Great people sometimes okay pay,"Customers, money, people, ghetto and clinetel",Stop being so up tight
"""Manager""",4.0,1.0,5.0,4.0,4.0,4.0," Apr 5, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Fun brand with lots of history,"Lost its way, identity crisis",
"""Hostess""",3.0,1.0,2.0,2.0,2.0,1.0," Apr 10, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,More than a year,- Busy work environment.<br>- Discounted food.,- Managers allowed servers to run the restaurant,
"""Think again!""",1.0,1.0,1.0,1.0,1.0,1.0," May 1, 2017",Current,Expeditor,,Yes,Yes,Neutral,Part-time,More than a year,"Coworkers stick together, but that is not always a good thing. It is never the same day as it was the last.","Misleading promises that never come to fruition, favoritism by management, no one really cares about their job and it shows, employees are often drunk and/or high on the job with no consequences, change never happens, poorly trained staff.","I wish the upper management actually cared, but they see dollar signs as a sign of success. What ever happened to caring about people and trying to keep a good staff instead of having such high turn over rates? American greed is in the best interest of this company and it shows."
"""Fun place to work at""",5.0,5.0,5.0,3.0,3.0,5.0," Mar 25, 2017",Past,Server/Waiter,"Sandy, UT",No,Neutral,Neutral,Part-time,Less than a year,"The people I worked with were amazing! I built bonds to last a lifetime.<br>We had 4 managers and each one was really good. It was so fun working there! They're usually quite flexible, you can usually find someone to cover your shift if you're sick or busy. You get half off your daily meal up to $4.<br>We would have work Halloween, Christmas, and New Years parties and the management would always try to find fun things to do in the workplace.",Sometimes it got TOO busy when there weren't enough servers on the floor. They would send someone home for the day when the rush ended but then another rush would come in and we would be screwed.<br>Getting half off our daily meal up to $4 seemed a little cheap to me. You'd think they could at least go up to $5.<br>We would also run out of certain food items quite frequently.,"Keep making friendships with your employees, respect them and try to work with them with their schedules.<br> Don't send people home too soon on a Friday or Saturday night.<br>Let employees have half off their daily meal more than $4.<br>Keep having fun!"
"""An okay job.""",2.0,2.0,3.0,3.0,1.0,3.0," Apr 4, 2017",Current,Server,"Brookfield, WI",No,No,Neutral,Part-time,More than a year,Coworkers are friendly.<br>In hand cash.,Slow lunch shifts.<br>Work you past 40 hours.<br>Will beg you to work even if you have other committments.<br>Must work most holidays.<br>Management is mediocre.<br>The cooks are perverts.<br>There is a lot of slack that has to be picked up.<br>You have to beg to move up in position.<br>You have to come in when your sick. There is little leeway.,"Please be more reasonable, down to earth, and understanding that your employees are valuable and in order to build loyalty with them, you have to be loyal yourself."
"""TGI Friday's is a no go""",1.0,1.0,1.0,1.0,1.0,1.0," Apr 24, 2017",Current,Server,"Katy, TX",Yes,Yes,Yes,Part-time,Less than a year,co-workers are almost all amongst the same age range which makes it easy to work with and are very influential and helpful in making sure you strive as a successful server,-bad management<br>-they over work you and don't pay overtime<br>-hard to request days off<br>-management is very vulgar and explicit when things don't go their way<br>-bad clientele attraction<br>-endless appetizers screw you over tip wise (they have you running around and only leave you $3)<br>-they make you pay tip out to bussers even if they were only there for 1 hour<br>and so much more!!,"when coming down to taking sides, management always protects the customer even if it means that their employee not only gets disrepected by the customer but is also disrespected by the employer who makes it nearly impossible for the server to make a decent tip. they care more about what they earn than creating a stress-free type of environment for their workers."
"""Great place to work""",4.0,3.0,5.0,5.0,3.0,5.0," Mar 18, 2017",Past,Server/Bartender,"Grand Rapids, MI",Yes,Yes,Yes,Part-time,,Management<br>Teamwork<br>Training<br>Environment<br>Fun,Equipment repairs<br>Drunks<br>Day Shift,Keep up the great work and thank you for the opportunity to work with you.
"""Basic serving job.""",2.0,1.0,1.0,2.0,1.0,1.0," Mar 31, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,,They have really good food.,They have a horrible management .,
"""Great Company!""",5.0,5.0,5.0,5.0,5.0,5.0," Mar 13, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than 5 years,"Wonderful co-workers, great policies, and excellent schedules.",Just hungry customers and slow work days,Raise moral.
"""Paid too little, overall not hard though""",3.0,,,,,," Mar 24, 2017",Past,Host/Hostess,,No,Neutral,Neutral,Part-time,Less than a year,50% off meals when working,"long shifts,<br>paid the bare minimum,",let hostess get tipped
"""Server""",5.0,3.0,4.0,4.0,4.0,4.0," Mar 10, 2017",Current,Server/Waiter,"Cedar Hill, TX",Yes,Neutral,Yes,Part-time,,Time management is tested along with customer service,Hungry customers might be a little challenging but nothing I can't handle,
"""Mediocre""",2.0,2.0,2.0,5.0,1.0,1.0," Mar 24, 2017",Current,Food Server,"Henderson, NV",No,No,Neutral,Full-time,More than 5 years,The tips are pretty good and the rules are not strict.,The management is really bad.,Listen to your employees when they voice their complaints and suggestions. When we do not feel like we are heard then rebellion is a must.
"""Host""",2.0,2.0,2.0,2.0,2.0,2.0," Mar 25, 2017",Current,Host,"Maple Grove, MN",No,Neutral,Neutral,Part-time,Less than a year,I enjoy working morning shifts.,Not giving me my availability.,
"""Decent company to work for, good high school job.""",3.0,5.0,3.0,2.0,2.0,3.0," Mar 24, 2017",Past,Server/Waiter,"Bloomington, MN",Yes,No,Neutral,Part-time,More than a year,"Had friendly staff, friendly management, can make good money in tips.<br><br>Easy job to get, flexible with scheduling.<br><br>Trains you on alcohol and food somewhat.","Unorganized at times with scheduling. Often understaffed.<br><br>Restaurant not always busy, winter can be very slow.<br><br>Corporate owned, so may change things unexpectedly.",More organization
"""server""",4.0,4.0,4.0,4.0,4.0,4.0," Mar 8, 2017",Past,Server,,Yes,Yes,Neutral,,More than a year,managers are easy to work with and understandable.,cannot think of any cons to mention.,na
"""Good tips""",4.0,3.0,3.0,4.0,4.0,3.0," Mar 4, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,"Very good tips, fun environment to work in, good training.","long hours, rude customers, not flexible schedule.",
"""ZERO Quality of Life For Managers""",1.0,1.0,1.0,1.0,1.0,1.0," Apr 7, 2017",Current,Kitchen Manager,,Yes,Neutral,Neutral,Full-time,More than 5 years,"Good co-workers, and if you have the time in, good vacation. That's pretty much it.","Terrible hours, inconsistent and unreasonable expectations from upper management. Pay scale has dropped considerably in the past two years making senior management completely undesirable.",Sell to a franchise that cares about it's people.
"""Good Place""",4.0,2.0,4.0,3.0,3.0,4.0," Mar 2, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,Decent tips and co workers,Endless apps is rough to deal with,
"""t""",3.0,,,,,," Mar 15, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,"not crazy about these requirements so I will try to put anything to get through hahaha, if this is not 20 words than I am adding a few more","everything is wonderful, no cons, why do i have to say anything bad if I don't wont, just want to get a job that's all","no advice, not crazy about these requirements so I will try to put anything to get through hahaha, if this is not 20 words than I am adding a few more"
"""not giving my name""",2.0,5.0,1.0,2.0,1.0,2.0," Mar 14, 2017",Current,Anonymous Employee,"Manchester, NH",No,Neutral,Neutral,Part-time,More than 3 years,good flexibility but this company skates on the edge of the law when it comes to HR,they will take your benefits away from you. be hide your back. also use loopholes in the state law to screw you legally.,"stop do thing to the works, like taking there benefits away, for no other reason then to save money."
"""Easy people to be around bad tips""",3.0,2.0,3.0,3.0,2.0,3.0," Mar 11, 2017",Past,Busser,"Wayne, NJ",No,Neutral,Neutral,Part-time,Less than a year,friendly coworkers and great atmosphere,Have to share tips with everyone.,
"""Server""",3.0,,,,,," Mar 2, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,"Great training program, Great Management",Hard to move up to bartending,
"""Job quality really depends on clientele and coworkers""",3.0,4.0,3.0,3.0,4.0,4.0," Mar 1, 2017",Past,Host,,No,Neutral,Neutral,Part-time,Less than a year,"I worked as a host, and I had the opportunity to become a server within 2 months of working there",Personally had bad experiences with the other servers; it felt like I was at their every whim no matter what<br><br>My location called for a lot of unruly customers,
"""The customers really suffer..this place is in need of a change..""",1.0,,,,,," Mar 22, 2017",Past,Server,"Owings Mills, MD",No,Neutral,Neutral,Part-time,Less than a year,None none none none none none none none,"Walking around with bank in apron,cheap promos=cheap customers,no teamwork amongst workers,too many minors,favoritism from managers to staff,immature environment.Employees use dirty hands to eat off of plates and then use dirty thumbs to put on someone's plate to deliver it.There are no trays,to professionally deliver hot food,they want you to put burning hot plates on your hands /arms.The 3% tip out to bus people is unfair..why not pay better hourly wages to those employees?tgif could be a better place..Everyone is just comfortable with the way things are there.A hardworker is like a foreigner,using a foreign language there..they no understand..","If you're looking to build a New+better culture in there,then hire more mature employees and fire the one's that you keep around, because you're used to them..knowing that they are not hard workers..give new people a chance to really shine..also,employees go out to smoke weed and come back in..maybe that's why the window is never clear,you're constantly screaming ""I needs hands in the window!!"" and food arrives to tables cold..I'm sure it doesn't matter to you though.."
"""Server then Bartender""",3.0,1.0,1.0,1.0,1.0,1.0," Feb 25, 2017",Past,Anonymous Employee,"Houston, TX",No,No,Neutral,Full-time,More than 3 years,It was an ok job.,"Lots of turnover, but that's common at most restaurants.<br>Customers are cheap.<br>TGI's price leader strategy means you get a whole lot of lowest-common-denominator people in there looking for a cheap meal.<br>Freakin everything is frozen and most things are microwaved.<br>The bartenders are touted as gods.<br>The management responds to employees who complain a lot by giving them what they want.","Don't work your managers so hard, pay them more."
"""general manager""",5.0,5.0,4.0,4.0,2.0,4.0," Feb 11, 2017",Current,General Manager,"Edison, NJ",Yes,Yes,Yes,Full-time,More than 3 years,great company with room for advancement,lacking medical benefits for compensation,
"""Wait staff""",1.0,1.0,1.0,1.0,1.0,1.0," Mar 18, 2017",Past,Wait Staff,"Schaumburg, IL",No,No,Neutral,Full-time,More than 10 years,Nothing they are terribly despicable,Poor management no team work shifts are given based on supposedly based on efficiency e.g. Liquor sales and compliments however that is not true management will change what they want and give good shifts and sections to those they favor usually based on what diet things employees know about management,Resign and don't hire your alcoholic friends who don't come in then threaten us when we call corporate on you for negligence
"""I love fridays""",4.0,2.0,3.0,4.0,4.0,3.0," Feb 10, 2017",Past,Bartender,"Dearborn, MI",Yes,Neutral,Neutral,Part-time,,I worked at 5 TGI Fridays in Michigan and one and the upper east side of Manhattan. I started as a server but was promoted to bartender fairly quickly. I worked with fridays for 10 years. It is a great job making awesome tips. They do offer medical benefits as well. I did not take any benefits.,Bartenders work late on second shift. I would get home at 4 am,
"""TGI Fridays""",4.0,4.0,4.0,3.0,3.0,4.0," Feb 8, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Friendly coworkers, teaches time management, develop better social skills","Rude customers occasionally, some days will be more work than others",Listen to employees schedules
"""Server""",3.0,4.0,4.0,3.0,3.0,2.0," Feb 22, 2017",Past,Anonymous Employee,,No,Neutral,Yes,Full-time,More than 10 years,Organized restaurant. The company made it easy to sell food and drinks for good prices.,"Poor management, lack of feedback.",Appreciate your employees.
"""Ok""",3.0,3.0,3.0,3.0,3.0,1.0," Feb 21, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,"Meet a lot of new people, Co-workers are fun, fun atmosphere","Lack of communication from management, long hours",
"""Friday's Bartender""",3.0,3.0,3.0,2.0,2.0,2.0," Feb 19, 2017",Current,Bartender,"Alexandria, VA",No,Neutral,Neutral,Full-time,More than 5 years,Innovative Menu<br>Open Door Policy is always a positive because management listens to you<br>Fun work environment,Corporate is unstructured and often changes the menu in a moments notice<br>The endless appetizers appeal to clientele not being respectful of the servers or the establishment,"When you hire new managers, please make sure they have experience and don't ride them hard for your numbers being a fraction of a percent off."
"""Great place to start as a server!""",5.0,5.0,5.0,5.0,5.0,5.0," Feb 4, 2017",Current,Server,,Yes,Yes,Neutral,Full-time,More than 5 years,"Excellent management at the store I worked at, loved everyone I worked with.","The endless appetizer deal was awesome for customers but wasn't exactly great for servers. Everyone would get a water and the $10/$12 endless apps and only tip $1-$2 because their bill wasn't that high, meanwhile the servers run their butts off getting everything for them.",absolutely nothing!
"""Bartender""",2.0,1.0,3.0,3.0,2.0,2.0," Feb 17, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,Great training if you want to continue bartending,endless apps bring in the worst clientele,
"""Broiler cook""",3.0,3.0,3.0,3.0,3.0,3.0," Feb 16, 2017",Current,Broiler Cook,"Sunrise, FL",Yes,No,Neutral,Full-time,Less than a year,Good place to work you stay for more than a year 401K and benefits are available,Employee gets lost in the corporate Shuffle,A little motivation goes a long way
"""TGI Review""",3.0,4.0,4.0,2.0,2.0,4.0," Feb 12, 2017",Current,Server,"Millsboro, DE",Neutral,Neutral,Yes,Full-time,More than 3 years,I like working for a corporate company versus a family owned business. They also have the best rewards program for the customers that I've ever seen. The food is good too.,"Restaurant located in beach area, very slow business in the off seasons. It is almost not worth working at this particular restaurant during the winter months",My advice would maybe be not to run so many promotions at the same time. It makes it really hard to get paid the tip we deserve when people are getting their meals practically free and then basing our tip on their final price after their coupons or promotions. The servers are still doing all of the work an $80 tab takes but only getting tipped on a $50 bill.
"""Waitress""",2.0,1.0,1.0,1.0,1.0,2.0," Feb 12, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,More than 3 years,Flexible scheduling for kids in college,They Don't care about employees,
"""Experience""",3.0,4.0,3.0,3.0,2.0,3.0," Feb 11, 2017",Past,Hostess/Carside to Go,"Houston, TX",Yes,Yes,Neutral,Part-time,,Great job for any college age student looking to gain customer service experience and dealing with diverse customers.,Cons of working here are the hours they stay open til 1-2 am,n/a
"""Great Company Reputation That May Have Jumped The Shark""",3.0,2.0,3.0,4.0,4.0,4.0," Feb 7, 2017",Current,Manager,,Yes,Yes,Neutral,Full-time,More than 3 years,"Fair Salary and bonus opportunity; good benefits; caring and considerate management, including upper management; busy store",Training process for hourly and salaried management lacking; store hours and shift hours excessively long; low team moral with cheap promotions like Endless Apps,"Be fair and firm with regards to all employee expectations.<br>Don't sacrifice years of strong brand identity with low-priced, gluttonous, crowd-driving promotions like Endless Appetizers."
"""The management is horrible and they have driven off most of the quality clientele and quality employees.""",1.0,2.0,1.0,1.0,1.0,1.0," Feb 26, 2017",Past,Server/Waiter,,No,No,Neutral,Full-time,More than a year,"Due to the small staff currently needed to run the floor, you can occasionally make money, mostly fun employees, server manager's enthusiasm","Obvious double-standards, endless app promotion and constant coupons lessening tips, poorly run location, management that shifts blame with no consistent standards, GM that spends more time in the office than on the floor, withering staff morale, no team-building get-togethers, mostly tacky clientele, growing laziness after strong employees efforts amount to nothing, empty promises for advancement, last manager that still holds onto the original standards is constantly undermined by his superiors, apathetic District Manager, poorly-dated FOH layout, and questionable BOH cleanliness",
"""Hostess""",3.0,,,,,," Feb 2, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Great job for full time students,No set off time to get off at,
"""linecook""",5.0,3.0,5.0,5.0,3.0,3.0," Jan 19, 2017",Past,Linecook,"North Wales, PA",Yes,Neutral,Neutral,,More than a year,Ive been cooking for well over 15 years.My passion has always been providing a memorable dining experience.,My coworkers dont share the same sense of urgency like myself.,I would only pray that management would see my passion towards cooking and taking care of customers needs first.
"""Server""",5.0,4.0,5.0,3.0,4.0,4.0," Jan 19, 2017",Past,Server,"Amherst, NH",Yes,Neutral,Yes,Full-time,More than a year,Highly structured environment<br>Strong teamwork/family atmostphere<br>Managers frequently offer support and incentives<br>Work more - earn more<br>Decent benefits,Cliquey at times<br>Difficult to climb the ladder,Please continue to recognize great work! Getting that pat on the back was always what drove me to work harder.
"""Server/Bartender""",4.0,2.0,3.0,3.0,,," Jan 17, 2017",Current,Server/Waiter,,Yes,Neutral,Yes,,More than 3 years,Fast money if your location is in a busy area. Funny and entertaining people and environment.,Management needs improvement. Putting too many employees on the floor makes you lose out on money. The managers needs to trust their employees. Too many wrongs and never any rewards.,Recruit younger people with experience and knowledge.
"""Workplace""",4.0,4.0,1.0,2.0,,," Jan 15, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,Less than a year,The staff is very friendly and the atmosphere is laid back,You work different hours everyday,
"""Good Training""",4.0,2.0,4.0,4.0,3.0,4.0," Jan 13, 2017",Past,General Manager,,No,No,Neutral,Full-time,More than a year,Very good corporate training program,Long hours and odd shifts,Be sure the Hospitality Industry is in your blood
"""Dead brand in midst of major transition to 100% franchise - on last leg""",1.0,1.0,3.0,1.0,4.0,1.0," Feb 16, 2017",Past,Field Marketing Manager,"Washington, DC",No,No,Neutral,Full-time,More than a year,"The food is pretty good, the DOs are good people who care, IT is improving","Lack of communication and no reviews, poorly run organization that is in the midst of great transition, with faulty operations, lack of accountability, disregard for team member well being, way behind in technology, no strategic planning in marketing, excessive use of email to guests,","Get it together and hold franchisees accountable, complete rehaul of marketing team and some focus on the field - dont rule from ivory tower"
"""Full Time Host at Forest Hills Location""",3.0,1.0,4.0,3.0,3.0,2.0," Jan 26, 2017",Current,Host,"Forest Hills, NY",No,Yes,Yes,Full-time,More than a year,"Guaranteed 30 - 40 hours a week if you are available weekends. Tips share is given out in cash and can be picked up the next morning. Direct deposit every two weeks. Unlimited soft drinks like water, coca cola, sprite, lemonade. Discount is 50% off food while working. If its a slow day, work load is not too bad; especially if you are host lead.","Tip share could sometimes be rather low on slow days or on days that they have too many hosts on at once. Do not make plans on nights you are working on weekends! Rarely or never gets out on time; especially if closing. I get cut between 1:30 and 2am when closing. Even when not closing, I usually get out an hour later from my scheduled time. However, if you want hours and don't care about social life on weekends then I guess this wouldn't be considered a con for you. Closing shifts are very long and could be annoying when the restaurant is slow, becuase no matter how slow or busy the restaurant is, you still have to be there till the kitchen closes at 1am, because you are the closer. If you were second to last to come before the closer and the closer or another host decides not to show up, the management will expect you to stay longer or close and stay till the end. Work shifts are very unpredictable (that is why you should never make plans weekend nights you work or tell management that you have plans beforehand). The management expects you to constantly be moving and you usually wind up doing more work than what your job description expects from you. Work load is a lot when restaurant is busy. Especially if you are bussing that night. Management is really bad at communicating when certain closers are cut and changes of resaurant for that day.<br>Moving up from host to server is not too promising at some TGI Friday's locations. At my location, the management hired 5 new servers from outside the company and have not moved up a single host. Furthermore, the only way the host next in line to be server will be moved up, is if they hire 8-10 more hosts and train them to a certain level of experience. Chances of that happening is low, because the restaurants needs enough hosts to replace the host moving up and new hosts usually do not last and quit after 2 weeks of working or current hosts get fed up and lose hope of getting moved up and eventually quit anyway.","Work on getting employees out on there scheduled time. Have closers start closing duties within a time frame that will get them out by a decent hour. Taking the subway at 2am and getting home at 3am suck when you are closing.<br>When you cut servers, tell the host leads so that they don't keep sitting that section and let them know which server is taking over that section. Let Host lead know when a section of the restaurant is cut off. Let the lead host know if you are deciding to close the kitchen earlier than usual so that the host can give calling customers proper time information. Basically just let us know when changes are made on the floor or for the restaurant throughout the shift. Keep us informed. Appreciate the extra work you ask us to do, don't expect it. Don't expect hosts to close that were not supposed to close and show appreciation if they do. Stop cutting closers by accident or if they pick up a double shift. (closers should not be approved to pick up a morning shift, if they are not planning to still close out the restaurant that night). Work on hiring more hosts and moving up current hosts to server; instead of hiring more servers from outside the company."
"""Worst work experience ever""",1.0,1.0,1.0,1.0,1.0,1.0," Feb 16, 2017",Current,Server,,No,Neutral,Neutral,Part-time,Less than a year,Occasional nice customers... regulars that tip well. I need a min to fill this in but I don't have many good things to say.,"Managers always breathing down your neck<br>You are responsible if a customer does not pay in full or they done and dash. You must pay for the meal you just served them.<br>Pushed to sign people up for the Friday's rewards program. We are wait staff, not sales people.<br>Horrible hours. Always scheduled for at least one double every week. A few of my coworkers had 2 or 3 doubles each week. Humans need to sleep between shifts and management doesn't seem to take that into account<br>Prioritises seniority over work ethic. Worked there for over 2 months and did a better job than many of the servers there, yet I always got the worst side work and worst sections in the restaurant.","Stop pushing the Friday's rewards program so much. As wait staff, we are already trying not to bother the tables we are serving and if the first thing they hear is a sales pitch every time they walk in they won't want to come back. Handing them the flyers with their menu should be enough. It's not only hurting the company, but our income as wait staff as well. Hire a better publicity team instead of pushing it onto the low level workers."
"""Overall great""",2.0,4.0,3.0,5.0,3.0,5.0," Jan 25, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,They are very very Friendly.,The managment their isnt the greatest.,thumbs down
"""Fridays was the best job I had ever had! I started as a server then went to the BOH. I worked my way up to management. I""",1.0,1.0,5.0,3.0,1.0,2.0," Feb 11, 2017",Current,Kitchen Manager,"Austin, TX",No,No,Neutral,Full-time,More than 8 years,It's fun atmosphere easy to move up in ranks. As a manager it was a good bonus structure. (That was only when we were corporate ),When we were sold to a franchise thats when it went down hill. Pay changed all benefits went away even direct deposit!! WTF! We went back to the stone age..<br>The franchise knows nothing about running a full service restaurant. On top of the week have cheapened our brand with ENDLESS APPS.. AND ALL THE COUPONS THAT WE GIVE OUT. WE ARE LOWER THEN APPLEBEE'S.,Pay your managers what they are worth. Maybe you would have good numbers if you had a better bonus structure. Two or three hundred dollars is not a good bonus. And on top of that they forget to even give us one.
"""No good""",2.0,2.0,1.0,1.0,1.0,1.0," Jan 19, 2017",Past,Hostess,"Oklahoma City, OK",No,Neutral,Neutral,Part-time,Less than a year,"Coworkers, social, free drinks, discount meals","Low pay, management can be bad",Kindness and patience.
"""Waitress""",3.0,,,,,," Jan 18, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,It was a fun place to work. Great people. Very lively. Great for college students. Great summer jobs for students.,The cons were no health benefits and low pay rates. On busy day s it's very over-crowded. The kitchen get backed up. Guest can be very rude.,I would say to hire more staff for the kitchen. More runners. To stop exceeding the limit of capacity. Longer wait times when needed.
"""Manager""",3.0,1.0,3.0,2.0,2.0,1.0," Jan 19, 2017",Past,Restaurant Manager,"Saint Peters, MO",Yes,Neutral,Neutral,,Less than a year,Fun atmosphere with nice regular guest,"Work more hours than scheduled, schedule 50 hour week but work closer to 60",Bonus is unattainable
"""General Manager""",5.0,2.0,5.0,5.0,3.0,5.0," Jan 3, 2017",Current,Restaurant General Manager,"Grand Rapids, MI",Yes,Yes,Yes,,More than a year,It's an ever changing fast paced work environment. Free food at any Tgi fridays is a bonus as well.,The hours required to make a restaurant successful are crazy. The cost controls are very aggressive but achieve able if you put the hours in.,
"""Atlanta airport server""",5.0,3.0,4.0,5.0,3.0,3.0," Jan 1, 2017",Current,Server/Waiter,"Atlanta, GA",Yes,Yes,Yes,Part-time,More than 3 years,"Great fast money, you meet a lot of different people and if your personable you make many connections, they also hire within to management","There are strict rules and if you don't follow they don't hesitate to fire, also plan to have to work at least half the Holidays because airport doesn't close",
"""Bartender""",2.0,1.0,3.0,1.0,3.0,1.0," Jan 13, 2017",Past,Bartender,"Oak Park, IL",No,No,Neutral,Full-time,More than 10 years,"could be fun, you got to meet a lot of interesting people both employees and guests i looked forward to going into work on most days.","only a few good managers they lasted long, the ones that were there a long time didn't care about thier employees or thier jobs, for a company that preaches if you need help than just ask, when you do ask you are told no. cared more about getting no #800 calls then having a pair and standing up to customers","the Customer is not always right, they are wrong like everyone else, if you have a hard working employee you know is sick don't make them come in like you did to me"
"""Bartender""",3.0,5.0,2.0,3.0,1.0,4.0," Jan 11, 2017",Past,Bartender,"Downey, CA",No,No,Neutral,,More than a year,Good company to work for depending on your location,Management should be more involved in the bar,
"""Don't work here""",1.0,1.0,1.0,1.0,1.0,1.0," Jan 26, 2017",Current,Server/Waiter,"Houston, TX",Yes,No,Yes,Part-time,More than a year,"The only positive things about working here is that all my co-workers are around the same age as i am (18-26) and are great people to work with. If it weren't for them, i would've quit in a week.","The restaurant itself attracts horrible clientele. Corporate sends coupons every month, they discount absolutely anything and the server gets absolutely nothing. Especially whenever it's endless appetizers season, the cheapest of people rise from the pits of hell and go to Friday's. Seriously, do yourself a favor and don't work here.",
"""Thank god its over""",3.0,3.0,3.0,4.0,1.0,2.0," Jan 5, 2017",Past,Server,"Jacksonville, FL",Yes,Yes,Neutral,Part-time,Less than a year,Staff was so helpful. Hours were short. Customers were great.,"The training system is a joke. They hide you away instead of doing hands on training on a computer, totally forgetting about you. No POS training at all, thank god for the other servers.","I know it varies by location but pay attention to the details, you GMs are working your managers to death."
"""Overall Nice Place to Work""",5.0,5.0,5.0,5.0,5.0,5.0," Dec 21, 2016",Past,Anonymous Employee,"Dallas, TX",Yes,Neutral,Neutral,Full-time,More than 3 years,Great people to work with. Hiring process did not take long. Good benefits give employees incentive to stay here.,"Employees get a discount on food during breaks, but you have to pay for it.",
"""tgif""",4.0,,,,,," Dec 20, 2016",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than a year,"Fast paced, co workers become like family",Constantly pushing the rewards program,
"""T.G.I. Friday's""",1.0,2.0,1.0,3.0,3.0,," Jan 19, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Good food and awesome customers.,"Someone was logging in under my employee number and ringing up so many sodas that instead of going home with money, they were saying i owed them money. The managers did absolutely nothing about it.",
"""Hostess""",1.0,3.0,1.0,3.0,1.0,1.0," Jan 19, 2017",Past,Hostess,"Bayonne, NJ",No,No,Neutral,,Less than a year,fun enviornment and good for people looking for a first job,very disorganized and no one followed sanitary protocol,
"""Never again""",1.0,1.0,1.0,1.0,1.0,1.0," Jan 17, 2017",Past,Anonymous Employee,"Marietta, GA",No,No,Neutral,Full-time,More than a year,"Coworkers were great, kept me from losing my mind","Management was awful, total soul suck",
"""Good place to work""",4.0,3.0,4.0,4.0,4.0,3.0," Dec 12, 2016",Current,Beverage Manager,"Massapequa Park, NY",Yes,Yes,Yes,Full-time,,Fun environment that fosters teamwork depending on what location your in. Salaries and benefit plans are good,Quality of life not so great. 60 plus hours a week. Can be put far from where you live and moved from location to location. Manager training not always up to par,
