Rating,Review Date,Employee,Description
1.0,"Mar 06, 2015","Former  Server  in Waipahu, Hawaii","["" We didn't get any company perks or a benefits package working part-time. Even if we consistently worked over 20 hours a week we couldn't get health insurance. Our hours would be cut to under 20 hours if we inquired about health insurance. No discounts either when going in to the restaurant to eat.""]"
1.0,"Feb 23, 2015","Former  Server/Bartender  in Charlottesville, Virginia",[' The benefits package included discounted meals (50% off) but there were no health benefits.']
1.0,"Jan 16, 2015","Former  Employee  in Woodbury, Minnesota","[' Only available for full time, and management works hard to keep enough staff to avoid any full time.']"
2.0,"Dec 23, 2014","Former  Employee  in Las Vegas, Nevada","["" Only benefits I used were the 50% off any chili's or maggiano's restaurants""]"
3.0,"Dec 08, 2014","Current  Server  in Jacksonville, Florida","[' Food discounts and discounts at other places such as hotels, cell phone carriers, etc...are awesome. Health insurance is pricy and the company used to offer pto for servers based on their tips as well as anniversary bonuses that they took away.']"
5.0,"Oct 05, 2014","Current  Server  in Clearwater, Florida","[' 401k is a no brainer, and Im very happy that Chilis offers it to hourly team members and not just managers, as do other companys.']"
3.0,"Sep 26, 2014","Current  Employee  in Aliso, California",[' you get 50 percent off for food when you are not working and you can bring it your family and get 50 percent off']
4.0,"Sep 16, 2014","Former  Server  in Greenville, North Carolina",[' Best thing is that you have full access to medical insurance if you are a full time employee']
3.0,"Sep 22, 2014","Former  QA  in Las Vegas, Nevada",[' health insurance used to be really good but when I left it was horrible']
2.0,"Sep 15, 2014","Former  Employee  in Los Angeles, California",[' Impossible to get the hours to qualify for benefits']
3.0,"Sep 09, 2014","Former  Employee  in Garland, Texas","["" I don't know as I never used it. Vacation was based on the number of hours worked and an average of your tips reported.""]"
4.0,"Aug 12, 2014","Current  General Manager  in Troy, Michigan","[' Good Benefits Health Dental and Vision High delectable ---Decent Work/ home life balance, would like to see more vacation sooner --- like to see monthly bonus vs quarterly bonus -- More']"
1.0,"Sep 11, 2014","Former  Prep Cook  in Tulare, California",[' They only offered benefits after you had been there a year. Then the medical insurance was to expensive for some one on part time salay']
3.0,"Aug 20, 2014","Current  Assistant Manager  in Boston, Massachusetts",[' They culture they strive to believe in is great. Successful tools for management lacks.']
