Rating,Review Date,Employee,Description
4.0,"Mar 02, 2015","Current  Bakery Receptionist  in Calabasas Hills, California","[' There are many perks & benefits at TCCF, such as rideshare incentives, free dining card and lots of social events....they have the budget to treat employees.']"
5.0,"Feb 26, 2015","Current  Employee  in Calabasas, California","[' Love the weekly food treats, treat baskets in meeting rooms and 25% discount for my whole party when dining at the restaurants! Lots of casual days, and discounts from other retailers like cell phone charges and Williams Sonoma if you\'re in a Culinary role. Lots of celebrations including some with your family, like the Summer Staff Appreciation Party and the ""Bring your kids to Work"" CakeCareers Day. Flexible start and end times each day. Tuition assistance. Lots of intern opportunities. But the best benefit has to be the 3 week paid sabbatical for exempt at the Support Center every 5 years!']"
3.0,"Mar 02, 2015","Former  Server/Waiter  in Saint Louis, Missouri",[' It is very difficult to get full time hours in order to qualify for the benefit packages.']
5.0,"Jan 26, 2015","Current  Line Cook  in Jacksonville, Florida",[' The best thing is the discount']
2.0,"Jan 27, 2015","Current  Server  in Columbia, Maryland","["" Benefits can be stoped with little notice if your hours don't qualify. I qualified after the initial certifying period then lost insurance 4 months later. Won't be eligible again for another 6 months. No warning that you're on the low end of hours when you might still have a chance to pick up shifts. Insurance just stops without any way to prevent it.""]"
3.0,"Jan 21, 2015","Current  Server  in Kansas City, Missouri",[' Not for part time workers']
4.0,"Dec 31, 2014","Former  Star baker, head cashier  in Washington, District of Columbia",[' have to work more than 40 hours per week to get insurance']
5.0,"Dec 18, 2014","Current  Employee  in Calabasas, California",[' Comprehensive coverage for corporate employees']
5.0,"Dec 15, 2014","Current  Employee  in Anaheim, California",[' The best thing about the benefits available for managers is that they are relatively inexpensive and of good quality. The worst thing is that even more and better benefits are available to corporate staff than to regular field managers.']
4.0,"Dec 18, 2014","Current  Waiter  in Orlando, Florida",[' The best part that they offer part time workers Health insurance.']
3.0,"Dec 17, 2014","Former  Employee  in Nashville, Tennessee",[' company BMW very good for GM and ADO/AKOM level']
5.0,"Nov 20, 2014","Current  Employee  in Huntington, New York State",[' Health insurance is very good']
5.0,"Nov 06, 2014","Current  Diishwasher  in Glen Allen, Virginia","["" It's too Expensive!!! But very Helpful to me and came very early!!! Thanks for your help Mr. Miller!!""]"
5.0,"Oct 21, 2014","Former  Bartender  in Rochester, New York State","[' 50% of food on shift, 25% off to come in with family and friends, good deeds and exemplary work can earn you free food. Good rates for health insurance with decent coverage through Aetna. Offers dental as well as 3 different options for medical and cheap add-on for vision. working over 25 hours a week you can build up vacation time which can either be used for an absence or ""cashed in"" at any time. I believe the managers are offered stock options and 401K options in addition to the insurance, and the company covers the cost of leasing a BMW for all GM\'s.']"
5.0,"Oct 16, 2014","Current  Senior Resturaunt Manager  in Edina, Minnesota","[' Company offers competitive benefits package: Vacation time, sick days, Medical/Family/Military Leave, Medical, Dental, Vision, Life Insurance, (401K and stock options for management and Corporate Staff) with partnerships for auto, home, personal & pet insurance.']"
3.0,"Oct 22, 2014","Current  Server  in Knoxville, Tennessee","[' Money is very good at times. The restaurant is beautiful, and most of the people who work there are great. Healthcare is offered if you work the minimum number of hours a week to receive it (maybe 25-30)']"
4.0,"Oct 07, 2014","Current  General Manager  in South Florida, Florida",[' the opportunity to be bonused on how well you operate.']
3.0,"Oct 16, 2014","Former  Server  in Tampa, Florida","["" The rates continually got higher and coverage continually lessened. Unpaid maternity leave. I couldn't take a leave of absence for 2 months to finish school. I had to quit and be rehired. There was also no 401K...Lame! I was there for 8 years!""]"
4.0,"Sep 21, 2014","Current  Bakery Production Supervisor  in Calabasas Hills, California","[' Annual bonus, 401 k, comprehensive insurance package (medical, dental, vision, life, etc), 25% discount at restaurants, relocation.']"
2.0,"Sep 01, 2014","Current  Server  in Los Angeles, California","[' If you are not a GM or higher up, you will not receive equity or stock. If you are able to get the min hours required for insurance, then you will be paying a lot, and hopefully taking advantage of having it. Lunch is 50%, and you only and to acquire you have to work 30hrs + ... to get 1 hr. of vacation time']"
