Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Good environment""",4.0,5.0,4.0,3.0,4.0,4.0," Apr 14, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than 3 years,"Fun, fast paced, easy money",Slow at times so low tips,Listen to your employees.
"""Server""",2.0,2.0,2.0,2.0,3.0,1.0," Apr 27, 2017",Past,Server,,Yes,Yes,Neutral,Part-time,Less than a year,A place to work but nothing amazing.,"Poor tips. Cheap customers, janky kitchen to FOH ratio. Disasters daily.",
"""Hostess""",4.0,3.0,3.0,3.0,2.0,4.0," Apr 10, 2017",Current,Hostess,"Oviedo, FL",No,No,Neutral,Part-time,More than a year,Positive work environment<br>Ability to advance in the company,Not guaranteed hours (getting cut early),
"""Great serving job""",4.0,5.0,4.0,4.0,3.0,3.0," Apr 9, 2017",Past,Server/Waiter,"Murfreesboro, TN",Neutral,Neutral,Neutral,Full-time,More than a year,friendly/helpful management<br>Easy to navigate POS system<br>Flexible hours,Management comes and goes -- trial and error -- not a terrible con,Not much
"""Senior Management is terrible""",2.0,2.0,3.0,1.0,1.0,1.0," Apr 20, 2017",Past,Server,"Sunset Valley, TX",Yes,Neutral,Neutral,Part-time,More than a year,"Discounted food, good ppa therefore more tips",So focused on bottom line that staff is under developed. Management doesn't seem to care about restaurant.,"Get out of the office. Yes there is paperwork to be done, but you can't run a busy shift from the office."
"""Bartender""",3.0,5.0,4.0,4.0,3.0,2.0," Apr 13, 2017",Current,Bartender,"Pasadena, CA",No,Yes,Neutral,Part-time,More than 3 years,It's ok. Management can be a pain at times but I guess it's the same everywhere,The customers can be quite rude sometimes. But same goes everywhere I suppose,
"""Server""",4.0,4.0,3.0,3.0,3.0,2.0," Mar 28, 2017",Current,Server,"Frederick, MD",Yes,Neutral,Neutral,Part-time,More than 5 years,"Very flexible schedule (uses hotschedules), great money for the work u put in, fastpaced if in a busy location, potential to meet cool people, very easy sidework, option to work doubles, employee discounts on food,","No teamwork, managers don't hold employees accountable for anything, will hire anyone even losers with no experience or ambition. Mandatory food running shifts. Managers come and go rather quickly, most don't care about anything other than numbers, if that. Playing favorites is a major issue, so even if u work really hard ur not always rewarded for it which is unfortunate. Not a lot of room for advancement even though they advertise that. Easy to cross train in other departments though if interested. There are NEVER any staff meetings to discuss problems or new food or anything really so problems never get resolved and issues remain indefinitely. There are major problems in the kitchen and I've heard that it's at almost every location. They need to train kitchen workers better and longer. Also need to schedule more workers in the kitchen especially on nights and weekends. Ticket times are unbelievable at times and it's quite often that the kitchen crashes.","Listen to ur staff. Just because u run the store doesn't mean that ur employees don't know how to handle issues and solve easy problems. Praise hard work and acknowledge employees who go above and beyond. Also, don't hire just anybody.<br>Also, train new workers longer and more extensively. It will prove more positive in the long run"
"""5+ year server""",3.0,4.0,1.0,2.0,4.0,2.0," Apr 10, 2017",Current,Server,,No,Yes,Neutral,Full-time,More than 5 years,"flexible schedule, easy transfer between locations","no room for growth, management can care less about individual employees",
"""Prep-cook""",3.0,,,,,," Apr 6, 2017",Past,Student,"San Antonio, TX",No,Neutral,Neutral,Part-time,,My co-workers were awesome and employees had one free meal per 8 hour shift,"Grueling work, and my schedule was not respected",Listen to and take care of your employees
"""Server""",4.0,1.0,3.0,3.0,2.0,1.0," Mar 23, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,I work there because i can make great money. I like our food a lot. I love my co workers as well.,The downside to working at Bj's is that there isn't a lot of room for advancement like they originally say.,Management needs to be chosen based off of how well one can show he has what it takes to manage a restaurant not based off of what their resume says they can do. It takes a special type of person to be able to manage a restaurant.
"""hostess""",3.0,,,,,," Apr 4, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,Less than a year,made fairly good pay as a hostess; easy job,long hours; no breaks for the most part,
"""Server""",5.0,5.0,5.0,3.0,3.0,4.0," Mar 19, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than a year,Great people to work with decent tips,hard to get as many shifts as needed,
"""Manager""",1.0,1.0,5.0,5.0,5.0,1.0," Apr 15, 2017",Past,Senior Manager,"Irvine, CA",No,No,Yes,Full-time,More than a year,The mission statement is awesome. CRAFT does matter. Vision is great but from director level to GM level it's only a cover up to look good.,"Never trust the director, GM's lack talent, they say it's the team experience but it's not about the team, they don't care. If u have integrity don't work here. It's a cheating game, if u are honest, u will be judged for doing the right thing","Have a better tracking systems on comps, managers shouldn't drink in their own stores. If you tell the truth, you shouldn't be punished for it...allow good integrity vs. hearing what u want other managers to tell you!"
"""Ehhhh""",2.0,,,,,," Mar 23, 2017",Current,Anonymous Employee,,Neutral,Yes,Neutral,Full-time,,"Free food, always busy, food beer","Unprofessional management, worse than high school. Favorites are played by other managers.",Take care of the TMs
"""Great serving job""",5.0,2.0,5.0,3.0,4.0,5.0," Mar 7, 2017",Current,Server,,Yes,Neutral,Neutral,Part-time,More than 3 years,"Great place to work as a server! The coworkers become like family after a while which makes it hard to leave. Great culture, good money, and decent food",Corporate doesn't really seem to care too much about their management staff. They're all overworked for the amount of pay received,
"""Busser""",3.0,4.0,4.0,3.0,2.0,1.0," Mar 21, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,,"Good tips , challenging work place","Management is all over the place, forced to work overtime if your replacement is there on time",Treat your employees with respect
"""Executive Kitchen Manager""",1.0,,,,,," Apr 10, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,"great pay and benefits, discount in meal","To many hours, dont care about the team.",
"""good company""",4.0,,,,,," Mar 6, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,good company to work for,not every location has a passionate manager,Take care of your employees.
"""Howtess""",4.0,4.0,4.0,4.0,4.0,4.0," Mar 3, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Great team environment, employees were fun.","Angry customers, but you'll get that anywhere",
"""Hostess""",4.0,3.0,5.0,1.0,3.0,5.0," Mar 3, 2017",Past,Hostess,"Puyallup, WA",Yes,Yes,Neutral,Part-time,Less than a year,"The expectations of the job were very clear and the training was thorough. Everyone I worked with was friendly and after working in a Ma and Pa establishment, I enjoyed the corporate atmosphere where I was always guaranteed a break. Managers were also understanding when I called out once when I was sick. It was a good job considering the industry.",Any food industry job has the potential to be high stress and an endless grind of tasks that never felt fulfilling. But it's one of the best places to work if it's the industry you work in.,
"""Server Review""",5.0,2.0,2.0,3.0,2.0,1.0," Feb 20, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,"Great location, Great co-workers, fair pay",Work life balance was low,
"""Great Managers & Co-Workers""",4.0,4.0,4.0,4.0,4.0,4.0," Feb 20, 2017",Past,Hostess,"Culver City, CA",No,Neutral,Neutral,Part-time,More than a year,Always was aware of new policies<br>Management backed up all of their employees when needed<br>They truly cared about their employees,Dealing with the public is not easy.,Keep it up!
"""An Ok Job For Experience""",3.0,3.0,5.0,2.0,2.0,4.0," Mar 2, 2017",Past,Host/Hostess,"Sacramento, CA",Yes,Neutral,Yes,Full-time,More than 8 years,"Free meals, fun atmosphere, co-workers, discounts","No tips, very limited advancement, low pay, irregular hours",Be professional
"""Hostess""",3.0,4.0,3.0,2.0,2.0,3.0," Mar 3, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,Free meals and good people,"Closing so late, not getting paid enough",
"""Senior manager""",4.0,2.0,5.0,4.0,4.0,4.0," Feb 15, 2017",Current,Senior Manager,"Mission Viejo, CA",Yes,Yes,Neutral,Part-time,More than a year,Great coworkers and culture. Awesome meal perks.,Not enough resources to get the job done sometimes. Have to manage labor too tight sometimes.,Loosen the leash a little.
"""Server/ Bartender""",5.0,4.0,4.0,4.0,4.0,4.0," Feb 13, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"free food, great culture, good people, great money","hours, upset customers, harsh on your feet",
"""Great place to make money without working 8 hours.""",4.0,5.0,3.0,2.0,5.0,4.0," Feb 12, 2017",Current,Server/Waiter,"Reno, NV",No,No,Neutral,Part-time,More than 3 years,"Place is always busy!! Great opportunity to make money and meet people. Management strong but gm needs to be genuine, he's not. Team not behind him. Other 2 very knowledgeable and capable!",Kitchen staff amazing but the kitchen is small for the volume of guests we try to accommodate which can take forever to serve to guest sometimes. Guests need to be more understanding and not so demanding!,Be positive!! Be genuine! Be respectful!Because at the end of the day we are all people with lives and family.
"""Incredible managers and I've made the best money serving tables at BJ's.""",5.0,5.0,5.0,3.0,3.0,4.0," Feb 7, 2017",Current,Server,"Murfreesboro, TN",Yes,Yes,Yes,Part-time,,"Management is awesome. Great money, good tippers. Awesome food!! Servers get a 50% discount on meals every day you work a shift.","Serving isn't perfect because your living is off tips, other than that there's not anything to complain about. The area where I work has a pretty decent clientele.",
"""Front of house server- trainer""",4.0,3.0,4.0,3.0,3.0,4.0," Feb 6, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,There are advancement opportunities. It is also easy to transfer to a new location if you have moved.,"Corporate restaurants are not always ""for"" the team-member.",
"""Great entry level management""",4.0,1.0,3.0,4.0,4.0,3.0," Feb 2, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Decent pay, great career oportunities","Overwhelming expectations, absolutely no work-life balance",
"""Great place to work at!""",4.0,4.0,4.0,5.0,5.0,4.0," Feb 1, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,Less than a year,It has a great atmosphere!,I would not change a thing.,-
"""Poor management""",2.0,2.0,2.0,5.0,3.0,3.0," Feb 15, 2017",Past,Line Cook/Prep Cook,"Mentor, OH",Neutral,Neutral,Yes,Full-time,,"Flexible schedules, opportunities to advance","Poorly managed, no overtime allowed",Please follow through on promises to employees.
"""Server""",3.0,3.0,2.0,2.0,2.0,2.0," Feb 10, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,"Good money, easy, good money","Horrible management, too high of expectations",Get a new job
"""former employee""",4.0,4.0,4.0,3.0,3.0,3.0," Jan 24, 2017",Past,Anonymous Employee,,Neutral,Neutral,Neutral,Part-time,More than 3 years,"great benefits, fun office, great coworkers","cost cutting, bad employee to work load ratio",
"""Awesome""",5.0,3.0,5.0,5.0,5.0,5.0," Jan 18, 2017",Current,Anonymous Employee,"Sacramento, CA",Yes,Yes,Yes,Part-time,,Fast pace with lots of upside. Growing company and does it right. From a great program to developing servers to managers.,No they have a great restaurant everyone is really nice and very supportive,None they really do a great job and make everyone feel welcomed.
"""Good job""",4.0,,,,,," Jan 18, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,More than a year,Awesome staff. Laid back management team. Easy work.,Slow. Bad clientele. Too many bogos.,
"""Managers mean well, but...""",1.0,2.0,2.0,1.0,2.0,1.0," Feb 22, 2017",Past,Shift Leader,"Murfreesboro, TN",Yes,Yes,Yes,Full-time,More than a year,Great pay for a cooking job.<br>Cooking is pretty easy here.,"I worked with alcoholics and drug addicts. They full blown junkies whom go out back and snort a cocktail of mixed pills. Also people show up drunk and hide there booze outside. Over half of the people I work with have D.U.I.s.<br><br>They make it seem like getting promoted to a leadership roll is straight forward... It would be if they actually turned in the paper work. You can do all of the steps, online classes, and recipe test, but if a big wig from California doesn't fly out to approve your promotion it wont happen. Also if he does come to the store, the managers forget to schedule your meeting.<br><br>If you are a responsible person, they take advantage of that. Most of my coworkers are late all of the time, barely do their jobs, and run for the door when they think they can. If you are a responsible person and do what your supposed to and you make a mistake, they will take shifts form you.",Open your eyes! You alienate your good employees and promote the bad ones.
"""Server""",5.0,5.0,5.0,5.0,5.0,5.0," Jan 16, 2017",Current,Server,,Yes,Yes,Neutral,Part-time,,Awesome place to work and huge chance to grow within the buisness,Long training but ultimately contributes to the overall business level once open,Keep listening to your employees and truly getting to know them. Trust me they believe it.
"""It's a fun and easy place to work.""",5.0,5.0,5.0,2.0,5.0,2.0," Jan 12, 2017",Current,Server,"Fairlawn, OH",Yes,Neutral,Neutral,Full-time,More than 3 years,"I make great money for what I'm expected to do, we have a great selection of hand crafted brews and the food is amazing. It's easy to offer guests food and beers when it all tastes amazing","The managers at my restaurant play favorites and you get shifts based on how much they like you. You have to ASK for promotions, you don't get them for how well you are performing.","LISTEN to your staff, a lot of them have tons of experience in the restaurant business"
"""review""",4.0,4.0,3.0,2.0,2.0,3.0," Jan 9, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,More than a year,Flexible Schedule and good tips.,Schedule may differ each week.,
"""Decent company to work for while looking for other opportunities.""",3.0,3.0,3.0,3.0,1.0,1.0," Jan 24, 2017",Past,Server Trainer/Bartender,"Cupertino, CA",No,No,Neutral,Full-time,,Good camaraderie between team members<br>Flexible schedule to accommodate various lifestyles.,"Management treats you like a number, not a person.<br>Managers play favorites and not merit based.","I know it is not true in all locations, but at mine when I first started working there managers were great. They took care of their team members and knew how to motivate. LESS TURNOVER IN MANAGEMENT. In the few years we were there we went through 25+ managers. Constantly having to build rapport with new management every few months is very disheartening. The new managers didn't know anything about keeping their team members happy and motivated. They clearly only though about themselves and would throw a team member under the bus to save themselves any discomfort at the the drop of a hat."
"""It's a Restaurant Job""",3.0,4.0,3.0,2.0,3.0,2.0," Jan 25, 2017",Past,Server,"Los Angeles, CA",Yes,Yes,Neutral,Full-time,More than 5 years,"Laidback environment, great food, great beer",It's a high volume restaurant and therefore it's a stressful job.,Don't forget that you're management.
"""Server""",3.0,3.0,5.0,3.0,3.0,1.0," Jan 19, 2017",Past,Server,,No,Neutral,Neutral,Part-time,Less than a year,The people were really cool and easy to get along with.,The management didn't listen to employees. The training was 9 shifts.,When an employee comes to you for help at least try to do something to fix it.
"""Server, Bartender""",3.0,3.0,1.0,3.0,3.0,1.0," Jan 14, 2017",Past,Anonymous Employee,"Newark, CA",Yes,Neutral,Neutral,Full-time,More than 3 years,Worked with some great people. Made good money and had los of fun at work.,"Management didn't appreciate hard work. There were many times where i would stay and work a double shift or come in because someone called out sick, but it was never appreciated. Employees are expendable, management would even tell us that we were replaceable.",Appreciate your staff
"""Hostess""",5.0,4.0,4.0,3.0,4.0,4.0," Jan 1, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Overall a great starting pay hourly job. As a hostess, you greet, seat, and side work. The company is well constructed and has in-depth training. I really enjoyed this job- and each shift we got a free meal (off a selected menu).",Was working to obtain a serving position which I was never promoted to in my 8 months as a hostess.,"We get many complaints about our call ahead program, and it's an annoying feature all together."
"""Good job hard work but worth every penny""",5.0,3.0,4.0,5.0,4.0,5.0," Dec 30, 2016",Current,Dishwasher,"Katy, TX",Yes,Yes,Neutral,Part-time,Less than a year,Managers r real good guys team members are very helpful.,I dont like taking out the trash but ill do whatever pays me.,Keep it up you got a good thing goin
""""" It's. All. Good. "" !""",5.0,5.0,5.0,5.0,5.0,5.0," Dec 30, 2016",Current,Dishwasher,"Lutz, FL",Yes,Yes,Neutral,Full-time,Less than a year,"Super High Energy Location ! Great Place to Work , [ if you got lots of Energy,&amp;Love to Move at a Fast Pace ] Come get you Some !","The Main Challenge of working here is ... ummm. ? "" Focus-Focus-Focus "" &amp; "" It Only Hurts When I Think About It """,Thanks for Having Me ! Thanks for Allowing Me to Come - In - Early &amp; Stay - Late ! Lol !
"""Server""",3.0,1.0,2.0,1.0,1.0,3.0," Jan 11, 2017",Past,Server/Waiter,"San Rafael, CA",No,No,Neutral,Full-time,More than 5 years,Managers and servers were very nice and qualified for there jobs!,"The kitchen had no care in the world. I am not sure if it's the turn over rate they see. Even the kitchen manager was lost and confused. Far from organized. This would then cause a problem on the floor ( customers not getting correct or complete orders, orders taking about an hour, and sometimes not even made). In turn taking money away from servers tips. I decided to part ways with Bjs because it was simply intruding on my income!",Retrain the kitchen. The army is only as good as its leader.
"""Glad I left !!""",1.0,1.0,1.0,1.0,1.0,1.0," Feb 2, 2017",Past,Server Trainer/Bartender,"Katy, TX",No,No,Neutral,Part-time,More than 3 years,"Laidback, co workers, flexibility","It's slow, not enough money for the work, horrible clientele, extremely long menu, coupons!!!!! They give away free food all the time, management is unprofessional don't care about there employees at all. They talk down to you and are extremely rude, if you are a female you will never move up.","Be more professional, treat your employees how you want to be treated."
"""Server""",1.0,1.0,1.0,1.0,1.0,1.0," Feb 2, 2017",Past,Server,"West Covina, CA",No,Neutral,Neutral,Part-time,More than 3 years,"Not very many. If scheduled in the right station or cocktail, you might make decent tips.",No manager accountability. HORRIBLE Back OF house structure at least in my location. Managers dont train for real time events. Managers,"None, it falls upon deaf ears anyway. Just quit when you cant take anymore."
"""Overall a good work experience. You work with great people, both employees and guests.""",4.0,3.0,5.0,3.0,4.0,4.0," Dec 26, 2016",Current,Food Runner,"Brea, CA",Yes,Neutral,Neutral,Full-time,,"Good hours in the week if you work hard and uphold Gold Standard, decent tips as a food runner. Half off for meals during break or to take home. Discounts for dining in as well. Co workers are like family, you will work with great people here!","Late hours, especially if you close. Expect to be out past midnight when closing, past 1 on weekends. Not all guests will be easy to deal with.","Management lately has been putting us on break right when we clock on, just because its ""slow"" and just to get our breaks done and over with. Don't do this! Breaks are for us to take a break and rest from the chaos. But now we have to work 7 hours straight with no rest. Its unfair and demoralizing to us."
"""Great for college.... if you serve""",4.0,5.0,3.0,1.0,2.0,1.0," Dec 15, 2016",Current,Server/Waiter,,Yes,Neutral,Neutral,Part-time,More than 5 years,"Good money, not super formal",High manager turn-over. gotta kiss some new butt every few months,"There is a massive gap between corporate management and restaurant functioning. The restaurant is designed to get people in and out as fast as possible while providing a bargain to the consumer. this puts massive stress on the staff, and the corporate side is always putting extra steps on the hourly employees that don't work and arent really done. the management knows what corners to cut so that the numbers look good on paper. There should be no reason that BJs would accept a walk in 50 top with 50 separate checks at midnight when there is one server left working. however, because theres no rules, that will happen. Then, naturally, when that doesn't work the employee is left on the hook and in trouble. The absolute ""yes"" environment is ridiculous. BJs will make any modification, any discount, any accommodation. people come here just to walk all over the restaurant. however, corporate doesn't have to deal with it, its the employees. This makes an environment where the fine people that work there are treated like dog poopoo. You need to be a shark to work at BJS"
"""Server""",1.0,,,,,," Jan 27, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,This place really sucks bad,Bad bad bad bad bad,
"""Kitchen Manager""",5.0,5.0,5.0,5.0,5.0,5.0," Dec 17, 2016",Past,Kitchen Manager,"Pittsburg, CA",No,No,Neutral,Full-time,More than 5 years,Such a great culture and love the unity with other locations.,Wish recipes were more complex. Sometimes too simple.,Take a bit from every manager you have ever worked with and apply it to your style.
"""It's an alright place""",3.0,3.0,1.0,4.0,2.0,1.0," Dec 26, 2016",Past,Server/Bartender,"Austin, TX",Yes,Yes,Yes,Full-time,More than 5 years,"Money is decent for servers, moving up is pretty easy, the restaurant is well kept, discount is very good, they can be very flexible.","Opened too many stores to quickly, doesn't follow values, they have cheapened there product over time, inconsistent product and managment.","Follow the guidelines more closely, stop having favorites, be more professional, be more consistent, stop letting guest walk all over them."
"""Great Staff""",3.0,3.0,4.0,3.0,3.0,3.0," Dec 30, 2016",Past,Hostess,,No,Yes,Neutral,Full-time,More than a year,"Great Teammates, Fun work place, great food, lots of opportunity,","stressful work place, some unfriendly mangers,",
"""Bjs restaurant""",4.0,3.0,5.0,3.0,2.0,3.0," Dec 12, 2016",Current,Service Assistant,"Puyallup, WA",Yes,Yes,Neutral,Full-time,More than 3 years,I like that it's a super fun environment. Awsome food I get a great discount. I get good tips. And that I never get bored always something going on. Very positive environment.,It can be difficult to advance or get serving shifts. Has its ups and downs but overall a good company to work for.,I think that being trained properly is great. There has been times that I've been thrown into a new job not being trained correctly. I think it's better to train for success not failure.
"""Former manager DFW""",4.0,4.0,4.0,3.0,5.0,2.0," Dec 13, 2016",Past,Restaurant Manager,"Dallas, TX",Yes,Neutral,Neutral,Full-time,More than 3 years,Higher than average salaries for the industry. Not usually asked to work more than 50-55 hours. Consecutive days off.,Promotions are given by who you know and not what you know.,Focus on operations and not on who schmoozes upper management
"""Good to start""",4.0,1.0,5.0,5.0,2.0,2.0," Dec 13, 2016",Past,Kitchen Manager,"Albuquerque, NM",Yes,Yes,Neutral,Part-time,Less than a year,"Good cooperate structure, If your willing to work hard you can be promoted quickly. Free shift meals","If you become a manager your work life balance is pretty bad, food is sub par. Sometimes you get ignored because your one of many thousands that work for BJS","Create a better work life balance, Support your team a little bit more by doing away with IPLH"
"""Good Work Environment""",4.0,3.0,3.0,4.0,,," Dec 9, 2016",Past,Host/Hostess,,Neutral,Neutral,Neutral,Full-time,More than 5 years,"Flexible hours, cool managers that back you up, free/discounted meals, position flexibility, good training though you're dropped in the deep end fairly quickly","Late hours if you're closing, occasional instances of miscommunication, extremely busy weekends (which can also be a pro if you're a server/bartender)","None to give, except to keep working with your employees the way you do, keep listening to them when they have complaints, etc."
"""Server""",3.0,,,,,," Dec 15, 2016",Past,Anonymous Employee,,Neutral,Yes,Neutral,Part-time,,Ability to create my own schedule,"disconnected management teams, concerned only about their own corporate numbers rather than employee and guest satisfaction",
"""Wait table, run food, facilitate""",4.0,4.0,4.0,3.0,3.0,4.0," Nov 28, 2016",Current,Anonymous Employee,,No,Yes,Yes,Full-time,,"You make tips, friendly coworkers, beautiful view of the world famous south san francisco sign on the san bruno mountain. breathtaking. cool about giving breaks.","Tips arent that good, foods not that good, understaffed, that sums it all up for you right there folks.",Keep up the good work.
"""depends on the time of year""",4.0,3.0,4.0,5.0,4.0,3.0," Dec 1, 2016",Past,Anonymous Employee,,No,No,Neutral,Part-time,Less than a year,good co workers and good food,poor organization and inconsiderate management,
"""server""",3.0,2.0,5.0,3.0,2.0,3.0," Dec 12, 2016",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,Less than a year,"good money, nice coworkers, decent management, flexible with student schedules.","bad customers, inconsistent flow of business, petty managers with high school complexes. Unstable servers. Long menu",Throughly screen your future servers before you hire them.
"""Manager""",2.0,1.0,1.0,1.0,3.0,1.0," Dec 10, 2016",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,More than a year,"Generous meal discount, competitive starting salary, good menu options, decent benefit package (Could be better though)","*Small bonuses, esp for multi-million stores.<br>*Raises are insulting (often less than 1% if any) Will start you at a competitive salary but you'll be making near that for years.<br>*Rarely promote, no growth opportunities. Good, loyal managers that are there for years have never been promoted. Really no incentive to stay.<br>*Managers are moved around constantly to locations that require long commutes at company's whim with no notice at all.<br>*BJs advertises desirable locations for their management job openings to get people to apply for a position. However after your training BJs will move you to a different store in an undesirable location that no one wants to work at. You've already quit your other job and gone through weeks of training so they break their word as soon as your placed. It sets the tone for BJs employment, no respect for their managers.","Stop using bait &amp; switch tactics in attracting job applicants with desirable locations and moving your managers around to problem stores with no promotion, pay increases or proper notice. During the recession employees more willing to tolerate this horrible treatment but now word is getting out how you disrespect your managers. If you want loyalty from management, you need to show loyalty to them."
"""Bus Boy, would never go back.""",2.0,1.0,3.0,3.0,1.0,1.0," Dec 7, 2016",Past,Busser,"Tallahassee, FL",No,Neutral,Neutral,Part-time,Less than a year,Good opportunity to move up.,Corporate restaurant with a lot of rules and regulations,Pay employees faily
"""How (Eye) I see it!""",5.0,5.0,2.0,2.0,3.0,4.0," Nov 7, 2016",Current,Host,"Menifee, CA",Yes,Yes,Neutral,Part-time,More than 3 years,"Best reason... Okay, the team as a whole is phenomenal ! Every time someone is in need there appears someone to step up and go over and above the call of duty!",It anticipate the level of flow of revenue,
"""Great company""",5.0,,,,,," Oct 31, 2016",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Been with the company for over 3 years- great culture, they are flexible with relocations which is a plus because they have more than 150 stores nationwide","Not much cons, perhaps the only bad thing I've noticed is when they make bad hires that dilute the positive energy of the restaurant",Try to do a more through job with hiring new team members- it makes a huge difference down the line
"""Take-out""",4.0,4.0,4.0,4.0,4.0,4.0," Nov 2, 2016",Past,Anonymous Employee,,Yes,Yes,Yes,,More than 10 years,Free meal every shift. Fast paced environment. Never a dull moment. Good food.,Management can be a bit backed up at times. Delegate some simple responsibilities to other employees.,Maintain even coverage.
"""General Manager""",3.0,2.0,4.0,4.0,3.0,3.0," Nov 17, 2016",Current,General Manager,"San Jose, CA",Yes,Neutral,Neutral,Part-time,More than 3 years,Great growing restaurant concept<br>Good systems in place<br>Peers are fantastic to work with,Long hours and high expectations,
"""Ok""",3.0,4.0,3.0,4.0,3.0,3.0," Nov 15, 2016",Past,Anonymous Employee,,No,Neutral,Yes,,Less than a year,Fun environment and friendly coworkers. Opportunity to grow from within the company. Delicious food and great beer. Excellent training skills.,Often has poor management. The restaurant has become too corporate and worried about the small details and less focused on the atmosphere. Went from college beer hang out to casual plus but clientel still same,"Focus less on corporate and more on customers and their needs. Return to a relaxing environment for all ages. Get more managers with restaurant experience, not just management experiences"
"""dishwasher""",3.0,,,,,," Nov 12, 2016",Past,Team Member,"Hayward, CA",Yes,Neutral,Neutral,,More than a year,"time goes by fast, 10 bucks an hour",there are tons of dishes to wash in the evening,
"""Good Place to Work short term""",4.0,4.0,4.0,5.0,3.0,4.0," Oct 20, 2016",Current,Anonymous Employee,"Norman, OK",Yes,Yes,Neutral,Part-time,,"You can make good money. Even as a host, you make more than minimum wage, and it's very easy to work your way up to being a server, as the industry has such a high turnover of workers. It's a very fast paced environment and the people that work there are amazing. You learn a lot and there's room for growth.","The scheduling is very inconsistent. It's VERY difficult to ask off on certain days as they block them off, and unless specified months before hand, good luck on getting off on Saturdays during football season.",
"""Server""",4.0,3.0,5.0,5.0,4.0,4.0," Oct 10, 2016",Past,Server,,Yes,Neutral,Neutral,Part-time,More than a year,Good management team and opportunity for advancement.,"Same with any restaurant industry- inconsistent work hours, and required to work every weekend and holidays.",
"""Good""",3.0,2.0,2.0,2.0,2.0,1.0," Oct 27, 2016",Past,Host,"Tacoma, WA",Yes,Neutral,Neutral,Part-time,,Pretty good people and nice company,Not the best pay p,
"""Host Desk Coordinator""",2.0,3.0,1.0,1.0,1.0,1.0," Oct 25, 2016",Current,Host Desk Coordinator,"Roseville, CA",No,No,Neutral,Part-time,,"fast-paced, meet lots of people",hours and shifts are not guaranteed,consistency and accountabilitiy are key
"""Server""",1.0,2.0,1.0,1.0,1.0,1.0," Nov 11, 2016",Past,Anonymous Employee,,No,Yes,Neutral,Full-time,,Half price food<br>A billion people to pick up your shift<br>Flexible scheduling,"LONG hours<br>Hours of side work<br>""Corporate this...corporate that""<br>Managers are sexist and kind of creepy",Stop being creepy
"""So far so good""",5.0,4.0,5.0,4.0,4.0,4.0," Sep 25, 2016",Current,Anonymous Employee,,Yes,Neutral,Yes,,More than 5 years,Great management and friendly staff,none actually everything looks good everyone is friendly,
"""Management is lack-luster""",2.0,1.0,1.0,2.0,2.0,1.0," Oct 10, 2016",Past,Server/Bartender,"Anaheim Hills, CA",No,No,Neutral,Full-time,Less than a year,Fun coworkers and great team environment. You look forward to coming to work with your friends and having a good time at work.,Management is never held responsible for their mistakes. The lower level employees are the ones who get picked on and if you are not liked by management they will either fire you or make your life miserable till you leave.,"Listen to your employees, we have good ideas and legitimate concerns. Sometimes the wrong way to do something, just because it is easy, is not always right. Make sure we are more safe working in the environment we work in."
"""Server""",2.0,1.0,2.0,2.0,1.0,1.0," Oct 9, 2016",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than a year,The tips you make are good.,The management is not the best.,
"""Summary""",5.0,5.0,5.0,5.0,4.0,5.0," Sep 23, 2016",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,Less than a year,Great Teamwork and managers are willing to help,We are in need of Dishwashers.,
