Rating,Review Date,Employee,Description
2.0,"Jul 06, 2015","Current  Server  in Sunrise, Florida","["" The only benefit you get here is that it's part time so scheduling is flexible. But they sometimes schedule you against the days you are available and won't help getting it covered.""]"
1.0,"Jul 11, 2015","Former  server  in Countryside, Illinois","["" there wasn't one. not offered or not communicated to non-full time employees""]"
1.0,"Jul 09, 2015","Current  Employee  in El Paso, Texas",[' The worst thing about Applebees is that they give you no days off. You will work overtime and only get paid $4 an hour.']
3.0,"Jun 11, 2015","Former  Employee  in Kansas City, Missouri","[' They offer good insurance coverage, but I guess like everywhere else, it is getting more and more expensive']"
1.0,"Jun 22, 2015","Current  Employee  in Ocala, Florida","["" There is no benefits package. You can't get PTO unless your full time. Even then Full Time is very difficult to get.""]"
1.0,"Jun 12, 2015","Former  Server   in San Rafael, California","[' Nothing at all unless you slave away to become a manager, which is basically throwing your life away...']"
5.0,"Jun 07, 2015","Former  Assistant Manager  in Raleigh, North Carolina",[' Benefits are above average for the industry']
4.0,"May 31, 2015","Former  Hostess  in Kansas City, Kansas",[' they had very flexible schedules so i was able to juggle between work and school. tips were also good']
2.0,"May 26, 2015","Current  Server  in Gold River, California","["" No one can afford health care. I'm sorry, we just can't. I do love the in-company fund. That's going to help a lot of people.""]"
1.0,"Jun 10, 2015","Former  Server/Bartender  in Myrtle Beach, South Carolina","[' They hire you as Part Time but you will be working 5-6 days a week with Full Time hours 40+ a week, No Benefits, you get 50% off meals ONLY when working, should be whenever you visit. Some stores give 50% off whatever you order, others cap you at 50% off but no more than $6.00 can be discounted. So a $8.00 meal is $4.00 a $12.00 meal is $6.00 but a $15.00 meal is $9.00 they only take off $6.00 but just down the street the other stores would give there staff that same meal for $7.50. Depending on your person ringing your food up they might even charge you for a soda when its usually free.']"
2.0,"May 15, 2015","Former  Food Server  in Douglasville, Georgia",[' Absolutely none at this type of company.']
1.0,"Jun 01, 2015","Current  Server  in Alexandria, Louisiana","["" I wasn't offered a benefit package.""]"
2.0,"May 10, 2015","Former  Line Cook  in Kendallville, Indiana",[' The insurance was a joke. There was no prescription plan. I had to leave because of the insurance being so bad. Things had to have changed since Obama care started.']
1.0,"May 25, 2015","Former  Line cook  in Newark, Delaware","["" Nothing is offered to part time workers, which is half of the restaurant. No Union or anything. You don't even get time and a half on holidays. Only free meals""]"
3.0,"Apr 25, 2015","Former  Hostess  in Laurel, Mississippi","[' I did not stay long enough to receive a benefits package, nor did I desire to have one. However, I heard from other employees that the dental part was insufficient.']"
3.0,"Apr 21, 2015","Former  Cook  in Dothan, Alabama",[' I had dental and medical Great 401k']
4.0,"Apr 21, 2015","Current  Regional Human Resources Manager  in New Orleans, Louisiana",[' Love the 401K option and matching and our insurance is great & Maternity Leave.']
5.0,"Apr 15, 2015","Former  Trainer  in Kansas City, Kansas",[' 401k for hourly employees plus the ability to earn PTO. Hard to find in the restaurant industry.']
4.0,"Mar 31, 2015","Current  Assistant Manager  in Macon, Georgia","["" Working for Applebee's come with some good perk. 2 week paid vacation, health, dental, and vision package. you also get match 401K""]"
4.0,"Mar 21, 2015","Former  General Manager  in Memphis, Tennessee",[' Premiums increased every year for health insurence']
3.0,"Mar 27, 2015","Former  Line Cook  in Vincennes, Indiana","[' When the restaurant I worked at was still corporate they offered 401k and paid vacation. 6 months after I started a franchise bought out that restaurant and did away with all benefits for non-management positions, except for employee discount.']"
3.0,"Mar 24, 2015","Current  Host  in Ann Arbor, Michigan",[' As a host you get tip share from the servers which usually averages out to around $9/hr']
2.0,"Mar 22, 2015","Current  Gm  in Charleston, West Virginia",[' 401k has a once per year company contribution if you have at least 6. % sched contribution in your end']
3.0,"Mar 18, 2015","Former  Employee  in Nashville, Tennessee",[' No 401k and fair health insurance.']
3.0,"Mar 08, 2015","Former  Restaurant Manager  in Hampton, Virginia",[' The Benefits are about average for salary associates. The bonus program was non existent for most everyone. I heard some managers complaining about prescriptions not covered. 401k plan was 2% match']
1.0,"Mar 11, 2015","Current  Server/Bartender  in Fairfax, Virginia","["" As an hourly employee I have very little in the way of a benefits package. I work 40+ hours a week for more than three years but have accrued 0 hours of paid vacation, I have the ability to buy into a health insurance program which doesn't cover any basics (only covers one check up per year...making it cheaper to use urgent care centers), and we have no raises available to us. Salaried positions have better options, however.""]"
5.0,"Mar 02, 2015","Current  Server/Bartender  in Gold River, California","[' having health coverage, also being able to qualify for such an amazing program that I would get through being an applebees crew member']"
3.0,"Jan 18, 2015","Current  Assistant Manager  in Las Vegas, Nevada",[' Vacation is good. Start off with 2 weeks paid and can eventually move up to 3 or 4 weeks. 401k program is also good. Insurance was pretty good until this year. Now it is not good at all.']
3.0,"Jan 06, 2015","Current  Expeditor  in Atlanta, Georgia","[' No real benefits for part-time workers. Food discounts based on work, 50% up to $5.00 for a shift, or 100% up to $10.00 for a double. Still a pretty good environment.']"
1.0,"Jan 20, 2015","Current  Server  in Woodstock, Georgia",[' The worst thing is you do not get any benefits.']
3.0,"Dec 26, 2014","Former  Server  in Elk Grove, California","["" The benefits package as working as a part-time employee at Applebee's included the free meals during training and the discount on meals during the post training period.""]"
4.0,"Dec 10, 2014","Current  Server  in Farmingville, New York State","[' Very good benefits, hard to hit the necessary hours with many overtime restrictions.']"
2.0,"Dec 08, 2014","Current  Server  in Wichita, Kansas",[' THe people are great the pay so so.']
1.0,"Dec 15, 2014","Former  Employee  in Toms River, New Jersey","["" Very expensive, little coverage. Didn't need it though.""]"
3.0,"Nov 18, 2014","Former  Manager  in Kansas City, Missouri",[' It was average for a company.']
2.0,"Nov 02, 2014","Former  waiter  in Orange, Connecticut",[' Look for long term employees and upgrade your benefits.']
4.0,"Oct 24, 2014","Former  General Manager  in Orlando, Florida",[' Good benefit package overall for managers']
4.0,"Oct 15, 2014","Former  bartendar/server  in Milwaukee, Wisconsin","["" There isn't really a benefits package. They offered the insurance where you pay upfront and then the company pays you back a part of the total amount. (I currently forget the name of the insurance company, i think it was the one with the duck).""]"
4.0,"Oct 13, 2014","Former  Server  in Kansas City, Kansas",[' Benefits are pretty standard for the service industry']
2.0,"Oct 27, 2014","Former  Assistant Manager  in Atlanta, Georgia",[' I got 4 weeks paid vacation. New managers hired after 2013 only get 2 weeks. Health insurance for self plus one was $600 out of pocket per month and coverage was very poor. This was a $4k deductible plan with $200/ month hsa contribution. This was their bottom tier plan and was the cheapest option even with the hsa contribution. Worst coverage ive seen for a professional career.']
3.0,"Oct 24, 2014","Former  Server  in Sayreville, New Jersey","["" Not comprehensive for today's needs""]"
3.0,"Oct 13, 2014","Former  Employee  in Dallas, Texas","["" Franchisee didn't offer any 401k""]"
3.0,"Oct 03, 2014","Current  Server At Applebees  in Rosemount, Minnesota","[' Health insurance is offered, but you must be willing to pay for it out of pocket.']"
3.0,"Sep 09, 2014","Former  Bartender  in Birch Run, Michigan","[' They dont provide anything, but its not a skilled trade job so, I didnt really expect them to.']"
2.0,"Sep 05, 2014","Current  Employee  in Philadelphia, Pennsylvania","[' They really dont advertise their benefits, i was just told they do offer but its nothing special and not really good.']"
1.0,"Sep 14, 2014","Current  Carside to Go  in Lexington-Fayette, Kentucky","[' The only benefit we get is paid time off, which is extremely difficult to accumulate.']"
4.0,"Aug 26, 2014","Current  Server  in Kansas City, Kansas",[' The best thing is that consumers likes the hard work of the worker.']
4.0,"Aug 21, 2014","Current  Employee  in Dallas, Texas",[' med dental vision 401k and vacation']
4.0,"Aug 08, 2014","Former  Employee  in Greensboro, North Carolina","[' Health/Vision plan was through Cigna which was good. 401(k) was through BB&T. Also had a life insurance policy that was for $50,000.']"
1.0,"Aug 26, 2014","Former  Employee  in Washington, District of Columbia","[' Benefits were ok, but the franchise company was very unprofessional. They lied about promotions and salaries.']"
1.0,"Aug 15, 2014","Former  Waiter  in Coventry, Rhode Island",[' Benefits were only offered if you worked a minimum of 35 hours a week. The benefits offered were expensive and only available two times a year to enroll.']
1.0,"Jul 30, 2014","Former  Bartender  in Covington, Louisiana",[' No benefits for part time employees']
