Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Waiter""",3.0,3.0,3.0,2.0,3.0,3.0," Aug 1, 2017",Current,Anonymous Employee,,Neutral,Neutral,Yes,Full-time,,"Flexible hours, trading, dropping, or picking up shifts is simple. Cash in hand.",Flexible hours range into 11pm or later. High stress environment.,
"""Server""",5.0,5.0,5.0,5.0,5.0,5.0," Jul 17, 2017",Current,Server,,Yes,Yes,Yes,Part-time,,Great company to work for!,N/A it is a great company to work for,
"""Classroom Facilitator""",3.0,2.0,5.0,3.0,2.0,3.0," Jul 31, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,I had the best coworkers around! This was one of the best serving jobs that I have ever had.,I wish I had stuck to serving and stayed away from training. I was overworked and underpaid,
"""Cheesecake""",5.0,3.0,5.0,5.0,4.0,5.0," Jul 16, 2017",Current,Manager,"San Jose, CA",Yes,No,Neutral,Full-time,More than a year,Awesome place that makes you feel like part of a family.,"If you are not careful, this place can suck up all of your time without your realizing it.",
"""Great company""",4.0,3.0,4.0,5.0,5.0,5.0," Jul 15, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Good management<br>Solid company<br>Great hours<br>Flexible with schedules<br>Room for growth,Hours suffer when seasons change,
"""Server""",4.0,4.0,3.0,4.0,4.0,4.0," Jul 8, 2017",Past,Server,"Cerritos, CA",No,Neutral,Yes,Part-time,More than 5 years,"Honestly, this company has a lot of resources and makes really good money. That being said, it is a very Top-Down Corporate run place: meaning that you do it their way or you will not last in the company. I've worked at 3 different locations throughout California and the managers (mainly the General Manager) make all the difference in the world. Once you start with the company, it can take time to prove yourself and earn the better shifts. It is pretty easy to make good money even in sections that are not good. It is a lot to take in at first, the menu is huge. The restaurant gets insanely busy and you have a lot to do work wise. But they tend to hire great people, and it has been a wonderful experience. James Frasier of Cerritos, CA, and James Westbrook of South San Jose are the two best GM's you could ever ask for :)",Their business model is to appease any guests that complains enough. I saw this devalue the restaurant and train guests to be needy and difficult.,"Get in touch with the ""grunts"" who make everything function. Start actually listening to what bartenders, cooks, servers, bussers, and hosts have to say. We see things that you are just not able to see and understand from your angle.<br><br>Stop attending to guests who abuse your generosity in hopes of appeasement. It is OK to tell people they are wrong and make them pay for things that THEY ORDER.<br><br>If you are going to seat every seat the moment it is available, even when servers and the restaurant is slammed, have extra hosts and bussers help with drink orders, bread, and greets :)"
"""Good Company""",4.0,3.0,5.0,3.0,3.0,4.0," Jul 10, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Managers and co-workers are very nice,Sometimes we were short staffed,
"""Hostess""",5.0,5.0,5.0,1.0,1.0,5.0," Jul 10, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,The best coworkers ever honestly. Managers are very accomodating to personal lives and are helpful to get time off.,"You don't know if it will be busy or slow. Very hard and a long process to move up from hostess to bakery and then food run and server. To go from hostess to server, it will probably take 4 years minimum.",
"""Worse job ive ever had in my life""",1.0,1.0,1.0,1.0,2.0,1.0," Aug 13, 2017",Past,Line Cook,"Danbury, CT",No,No,Neutral,Full-time,Less than a year,Dont work here. Worst job ever. Very unprofessional management. Horrible place to work. Stay away. Cant find any pros,"Bad training, bad management, bad environment, huge workload, set up to fail",Develop a better training program. Treat employees better.
"""Consistently quality restaurant""",4.0,4.0,4.0,3.0,4.0,4.0," Jul 7, 2017",Past,Server,"Burlington, MA",Neutral,Neutral,Yes,Part-time,More than a year,"Good food, well run company, mostly positive work environment. They have a formula that works so they stick to it.",There is less room to deviate from the norm. Strict adherence to uniforms and regulations.,
"""Server""",5.0,4.0,5.0,5.0,5.0,5.0," Jul 5, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Good pay, nice staff, great environment",There's nothing bad about working here.,
"""Senior Manager""",4.0,2.0,4.0,4.0,3.0,3.0," Jul 3, 2017",Current,Senior Manager,"Irvine, CA",No,No,Neutral,Full-time,More than 8 years,"Culture, good pay, bonus pay, benefits","challenging, various hours, no work life balance, better incentive plan",
"""Some really bad regional and executives spoil the entire pot of daily soup.""",1.0,1.0,1.0,1.0,1.0,1.0," Aug 9, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than 3 years,"I was fed well. I had good food to eat (when time allowed). The restaurants are beautiful, but the clientele LATE NIGHT is a joke.","Terrible supervisors, long hours, haphazard working conditions and promotions based on nepotism and cronyism. If you are broke, give it a shot. If any other restaurant offered you a job, TAKE IT.","Get rid of David, hire qualified CEO. He's a ticking time bomb."
"""Server""",1.0,1.0,1.0,1.0,2.0,1.0," Aug 10, 2017",Past,Server/Waiter/Counter/Cashier,"Lake Grove, NY",Yes,Yes,Yes,Full-time,More than a year,"You can make decent money at times, there was a few great people to work with. The food is pretty good. It's usually busy at nights.",It's completely unprofessional and was a miserable place to be. Wasn't treated fairly or legally. However things may have changed it's been several years,"Be professional, fair, don't sleep with staff."
"""Former FOH""",4.0,5.0,5.0,3.0,4.0,3.0," Jul 5, 2017",Past,Server/Busser/Host,"Hanover, MD",Yes,Yes,Yes,Part-time,More than a year,Excellent in-depth menu and service training.<br>Flexible schedules,Occasional disorganization as with any high-volume restaurant,"Introduce newer staff to the seasoned ones, don't just throw them into the mix. Otherwise top-notch"
"""Server""",4.0,2.0,4.0,4.0,3.0,4.0," Jul 1, 2017",Current,Server,"Birmingham, AL",Yes,Yes,Yes,Full-time,More than 3 years,"Great company. Best money, real sense of family.<br>Never a day without""good morning""<br>Endearing ""chats"".","Inconsistency, a-z personality changes in a day. Way too many ""pets"" with certain managers.<br>Schedule is politically swayed.","Consistency<br>Coach, not reprimand<br>Do it in privacy, not in front of others to show...Your..."
"""Good Company""",4.0,3.0,4.0,4.0,4.0,4.0," Jul 1, 2017",Past,Dishwasher,"Fairfax, VA",Yes,Yes,Yes,Full-time,Less than a year,Great team to work with. Awesome managers.,It's a very fast paced job. You have to move quickly and be very accurate with what you're doing.,
"""Each Restaurant is Different!""",3.0,4.0,4.0,4.0,3.0,3.0," Jul 14, 2017",Current,Server Trainer/Bartender,,Yes,Neutral,Yes,Full-time,More than 3 years,-Employee Teamwork<br>-Great Management<br>-Generally good clientel<br>-Scheduling software<br>-Room for promotions,-Underpaid<br>-Restaurants differ on their volume of guests,
"""Good, but still needs work.""",3.0,3.0,4.0,2.0,2.0,2.0," Jul 15, 2017",Current,Anonymous Employee,,Yes,Neutral,Yes,Full-time,Less than a year,The people and culture are amazing.,Compensation is below industry average for similar positions<br>Unclear career path in corporate support center<br>The company is very slow to adopt new ideas.,"Leadership needs to ""practice what they preach""<br>The ego in leadership roles, discourages others, creates dysfunction, prevents the best idea from being heard and slows progress.<br>No empowerment to make decisions. Support center structure is too vertical, there is only 1 or 2 decision makers"
"""Fast paced""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 29, 2017",Current,Cook,"Fresno, CA",Yes,Yes,Yes,Full-time,Less than a year,Best place I ever worked at. There is always something to do and it is always busy. The people make the restaurant work,Busiest place means this will be the roughest place if you are not experienced. There are moments of tension between workers due to the craziness,Great job
"""Senior Kitchen Manager ll""",3.0,1.0,3.0,3.0,2.0,3.0," Jul 13, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Learned a lot of skills that had enabled me to successfully utilize even in manufacturing and distribution,Long exhausting days<br>Stressful<br>Company politics and have their own favorites for promotions not necessarily the most qualified,David Overton and the big honchos never get a picture of what really goes on. They need to see a live picture with the dog and pony show we usually put on. I know if I was a owner or CEO of a company I will want to see the real picture so that I'm able to fix things
"""the busier, the better?""",3.0,3.0,2.0,3.0,4.0,2.0," Jul 10, 2017",Current,Server,,No,Yes,Yes,Full-time,More than 3 years,"guests have brand loyalty, work in very busy store, huge variety in menu brings in everyone, add a slice or two to the bill and check average goes up. in the past, server's had a very flexible/friendly schedule, currently I just feel overworked on weekends.","Store is vastly outdated and managers are focused on annual bonuses so pay little attention to maintenance of store, and fine tuning there staff. Training and development of key hourly employees like kitchen and management seemed to be overlooked","be involved, be pro active, not reactive"
"""Cheesecake Factory Review""",3.0,4.0,3.0,3.0,4.0,2.0," Jul 7, 2017",Current,Server,"Brea, CA",Neutral,Neutral,Neutral,Part-time,More than 3 years,Flexible schedule.<br>Team oriented coworkers.<br>Easy W2 access.<br>Early Schedule release.,Always running out of things we need to supply our guest with the best possible experience.<br>Managers have favorites.,Treat everyone equally. No Favorites.
"""Line Cook""",1.0,,,,,," Jul 29, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,i found no pros working here,messy and it was poorly managed,
"""As a server""",3.0,3.0,3.0,4.0,3.0,2.0," Jul 8, 2017",Past,Server,"Hackensack, NJ",No,Neutral,Yes,Full-time,More than a year,"Fast paced, usually good money, friendly staff","Disorganization, incompetent management, stressful environment",Maybe spend more time on management development. It's such a high volume place and a lot of the managers crash and burn under pressure. For $2/hour you aren't guranteed a break even on a double shift and that makes for miserable and overworked employees. I recommend breaks and better training for managers!
"""I was a server for 3 years at the South San Jose restaurant. I loved it there""",5.0,5.0,5.0,5.0,4.0,5.0," Jun 22, 2017",Past,Server Waiter,"San Jose, CA",Yes,Yes,Yes,Full-time,More than 3 years,Great money. Great staff. Great managers. Beautiful restaurant. Great Food.,Got to put in some time before you get the better shifts. But thats pretty standard anywhere.,The GM James Frasier and then James Westbrook were some of the best managers I've ever had anywhere.
"""Hostess""",4.0,3.0,4.0,4.0,4.0,3.0," Jun 22, 2017",Current,Anonymous Employee,"San Diego, CA",Yes,Neutral,Neutral,Part-time,,Great team environment<br>Energetic Atmosphere<br>Room for growth,The fast pace environment can be overwhelming,
"""Manager""",4.0,3.0,5.0,5.0,,," Jun 22, 2017",Current,Manager,"Miami, FL",Yes,Yes,Yes,Full-time,Less than a year,Great restaurant to work for.,Too many hours. Quality of life goes down.,Great management. Great team. Great.
"""Sr Manager""",4.0,3.0,5.0,5.0,5.0,5.0," Jun 22, 2017",Current,Manager,"Fairfax, VA",Yes,Yes,Yes,Full-time,More than 5 years,Great place to work. They care about there staff.,No quality of life.,Long hours. Rewarding work.
"""Good luck!""",3.0,2.0,4.0,3.0,3.0,2.0," Jul 4, 2017",Past,Anonymous Employee,"Novi, MI",No,No,Neutral,Part-time,More than 3 years,"Good pay, fast paced environment","Schedule based on ""favorites"", lots of drama, poor management, watch your back all the time,<br>Lots of snitches, no breaks or down time, lots of side work. Not allowed to schedule a holiday off.",Play fair and treat all employees equal
"""Host""",3.0,3.0,,,,," Jul 3, 2017",Current,Anonymous Employee,"Houston, TX",Yes,Yes,Neutral,Part-time,,Flexible hours if you're going to school,No breaks to smoke or eat,
"""Server""",3.0,3.0,4.0,3.0,3.0,3.0," Jun 28, 2017",Past,Server,"San Diego, CA",Yes,Yes,Neutral,Full-time,More than a year,"Incredibly flexible work environment by and large. My restaurant was high volume, so you could count on a regular income.","Off-kilter management who so happened to be in charge of the server schedule. Somewhat broken restaurant and with it being so busy, if any link in the chain came undone, we as servers were on the chopping block being that we interfaced with the customers.","Pay increases for the BOH staff and you wouldn't have so much turnover or end up short handed which in turn causes flaws throughout the restaurant. The term 'broken restaurant--broken kitchen, etc' was used redundantly, and I completely understand why.<br><br>If you want to bring Cheesecake back to its once high reputation, then look to offering competitive compensation, equitable server schedules, etc. Even a slight improvement would go a very long way."
"""Great, but challenging""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 12, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Great opportunity to move up<br>Great tips<br>Friendly and Family staff atmosphere<br>Fast paced<br>Benefits for 29+ hours<br>Good Food and discounts for employees,Can be rigid and strict. While maintaining a fun and enjoyable work environment - they hold every employee to a high standard.,
"""Did not feel cared for""",2.0,2.0,3.0,2.0,3.0,1.0," Jun 27, 2017",Past,Server,"McLean, VA",No,No,Yes,Part-time,More than a year,"Scheduling, free meal if you work doubles","Favoritism, opportunities to grow, consistency","There was serious favoritism at this location, and treatment of employees was not great."
"""Server""",3.0,4.0,2.0,2.0,2.0,1.0," Jun 26, 2017",Current,Anonymous Employee,"Pittsburgh, PA",Yes,Yes,Neutral,Part-time,More than 3 years,Great brand to work for,Bad management at specific location,
"""grueling""",1.0,1.0,1.0,1.0,1.0,1.0," Jul 18, 2017",Past,Server,"Atlanta, GA",No,No,Neutral,Full-time,Less than a year,great people to work with,two weeks training program is almost pointless,
"""Got me through college!""",5.0,5.0,5.0,3.0,3.0,5.0," May 21, 2017",Past,Hostess/Cashier,"Tigard, OR",Yes,Yes,Yes,Part-time,More than a year,"This was my first real job at the age of 18 and it taught me great customer service skills. I started as a host and was then moved to the bakery. During the end of my employment, I found out that I was pregnant, and they started to give me more shifts where I could sit in the office and take orders over the phone. At this location, I worked a lot of doubles and close to open shifts. I went to school during this time, and the managers were all very flexible about my schedule. This job will teach you the ins and outs of how restaurants operate and the longer you stay, the more responsibility you will be given.<br>-understanding coworkers and managers, who are always willing to listen to any problems you might have<br>-ample amount of breaks throughout your shift if you ask<br>-free soup, bread, and drinks<br>-50% of meals, and free meals if you work a double or are rewarded for hard work<br>-ability to work very few hours, or pick up shifts and work many hours<br>-ability to move up in the company, but it will take years so stick with it<br>- you have the ability to earn tips","-consistently stressful, loud, and crowded<br>-fast paced<br>-some guests were very rude to the staff<br>-kind of feels like high school, some staff and guests just won't like you no matter how hard you try.<br>-always on your feet<br>-never affected me, but I saw some hostess ostracize one another and it felt cliquy<br>-the work gets pretty physical and can definitely do damage if you're a hard worker<br>-if you're a hard worker, you might be moved linearly in the company rather than further up in position..sure you'll get more experience in a different area but you'll have to work harder for a very small raise (about .50 each raise)","#1 advice: love each other and be on each other's side. Be more holistic in your expectations of your employees, and play by the same rule book. If something isn't allowed, then all of the managers should be on board about enforcing it. Try and make more time for team meetings or one on one reviews. The team meetings always helped remind workers of what they should and shouldn't be doing. I loved the Tigard management team and respect the amount of work they do to please all of rude guests and whiny pregnant hostesses they have to put up with (;"
"""Hard work, good pay, hit or miss depending on Management""",4.0,5.0,4.0,2.0,2.0,3.0," Jun 8, 2017",Past,Food Server,"Louisville, KY",Yes,No,Neutral,Full-time,More than 3 years,"The money is great, as you'll get regulars who spend a lot of money because they consider the food better than your average casual restaurant, but you also get a ton of special occasion parties. If you live in a city with a lot of conventions, you'll make great money. My training has been a huge boost to my resume, as I am told at almost every service position I've applied for that Cheesecake Factory has one of the best training programs, and people who come from there are always a cut above. I started out with them, and it was hard without any experience at all, but once I learned how to be a good server with a place that big and with that kind of menu, I've been set ever since. They taught me a lot. I also loved how flexible the schedule was, compared to some jobs I've had. I miss all the cash flow!","It's all about management. Starting out, the managers were there for the staff. After a few years, positions rotated, people left, and new Managers came in who dealt with staff as though they were wayward children, and it was at that point that I left. I liked that CCF treated us like adults and gave us respect. A few bad managers changed the whole dynamic, and the restaurant went downhill from back to front. My $ started to suffer because the kitchen was so badly managed and the FOH management was operating via negative reinforcement (taking away the bread knife, over-stacking the food-running schedule and still forcing servers to run food every time we came back on the line, etc.). I was sad when I left, as I had to watch it go downhill right before my eyes. It's a great company, but that bottom-line mentality seems to be affecting their standards.","Treat employees with respect. Punishing is for parents, not for managers."
"""Depends on the location""",3.0,2.0,4.0,3.0,1.0,1.0," Jun 18, 2017",Past,Anonymous Employee,,No,No,Yes,Part-time,,"Consistent guests, volume, kitchen food consistency, variety of items",Impossible to become more then a entry level manager. There are too many managers and not enough room for moving up as there are more bodies then venues impossibly long hours,
"""Cheesecake Rocks!""",4.0,2.0,4.0,5.0,3.0,4.0," Jun 8, 2017",Past,Server,,Yes,Neutral,Neutral,Part-time,More than a year,They use a shift app that makes switching shifts with someone a dream!,The customers are sometimes crap.,Find compromises.
"""Great Company""",4.0,4.0,4.0,3.0,2.0,4.0," Jun 8, 2017",Current,Server,,Yes,Yes,Neutral,Part-time,,Offers benefits if you qualify<br>Can work the hours you need<br>Believes in the quality of food and service,Management is above standard for the industry I think but it could use improvement.,
"""Work environment""",3.0,,,,,," Jun 21, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 5 years,The company is staff oriented &amp; has great systems.,Difficult home/work balance. Needs better communication.,
"""Yeah""",4.0,5.0,5.0,5.0,5.0,5.0," Jun 5, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,,Hotsee the most important part of the same time for,Human activity in a few years ago,And
"""Great Company to Work For""",5.0,5.0,5.0,4.0,4.0,5.0," Jun 3, 2017",Past,Server,"Brea, CA",Yes,Yes,Neutral,Part-time,More than 5 years,"Insurance benefits for working an avg of 25 hours/week (this may have changed since I left in 2012).<br>Scheduling is fair, no favoritism.<br>Open door policy if you ever feel upset or uncomfortable and need to talk to someone.<br>Money isn't amazing but it's consistent.<br>50% discount on meals, up to a certain $ amount, while on the clock.<br>Plenty of room for growth if your goal is to advance in to management.","The server uniform is awful, especially for females.<br>Secret ""shoppers"" can be a con if they catch you on an off day or you are super busy. But overall it holds you accountable, so it's not really a bad thing.",Brea managers were always awesome! Keep up the good work. :)
"""not bad gotta be a good server thou""",3.0,2.0,3.0,3.0,2.0,2.0," Jun 13, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Full-time,,great money for part-time work,kitchen management was always changing so therefor we served inconsistent food,
"""waiter""",5.0,4.0,5.0,3.0,2.0,5.0," May 31, 2017",Past,Waiter,"Burlington, MA",Yes,Neutral,Yes,Full-time,More than a year,great training program and managers that care about your well being. They give you all the tools you need to succeed in a fast pace work environment.,"chain restaurant, you are a small fish in a big sea. There are over 80 other waiters. There is a very high turnover rate",
"""line cook""",2.0,3.0,4.0,5.0,3.0,1.0," Jun 13, 2017",Current,Line Cook,"Pittsford, NY",Yes,Yes,Neutral,Full-time,More than a year,experience and lots of opportunity,Dont Really Get Paid If You Are Good Worker They Just Throw Overtime In Your Face As If Theyre Doing You A Favor But You're Really Doing Them A Favor By Filling In The Holes They Have Within The Restaurant.,Pay your cooks or else they'll leave.
"""Bakery""",1.0,,,,,," Jul 5, 2017",Past,Bakery Team Member,"New York, NY",No,Neutral,Neutral,Part-time,More than a year,"Discounted food, not much else.","Bad management, long hours, pay",Pay attention to your whole staff not just some of them.. I was left on the job without a break within my first two weeks there. The manager than proceeded to tell his assistant manager in front of me to just clock me out and clock me back in so it looks like I had a break
"""Creative Corporation""",4.0,3.0,5.0,5.0,3.0,4.0," May 31, 2017",Past,Server Trainer/Bartender,"Atlanta, GA",Yes,Yes,Neutral,Part-time,More than a year,"Fast paced, great training, great food, great environment, good pay",Some servers view the company as the same old thing. Gossip and lack of care from some of the staff.,Know when to be flexible and when not to be
"""A strange place to work""",2.0,4.0,1.0,4.0,4.0,2.0," Jun 9, 2017",Past,Server,"Riverside, CA",No,No,Yes,Part-time,More than a year,"They really train you to know their 200 + item menu, it's a really sanitary environment, health benefit options once you hit full time, great employee incentives","Tips from guests usually range about 15% at the location I was at, co-workers and managers were racist/homophobic, so many ridiculous requests and bill splits from guests, unfair distribution of sidework, not a fun environment to work in.","I would advise management at Cheesecake to remember that they work for a major national brand. Some of the racist and homophobic remarks that came from management's mouth in a ""joking"" way only reinforced that it was okay for their subordinates to do so as well. I was truly appalled by some of the things I heard."
"""This is non biased""",1.0,1.0,2.0,3.0,3.0,2.0," Jul 3, 2017",Current,Anonymous Employee,"Sunrise, FL",No,No,Neutral,Full-time,More than a year,The managers were in the beginning excellent the trainers are still excellent. But they demean you they want you to think cheesecake is your life. No family no friends just work. And forget making a schedule request they say in the interview they will work with you but that is a lie.,Mangers. Teamates for the most part are good but one of the bartenders lied on me and got me in trouble for no other reason that I rushed her at making my drink,Listen to employees
"""Good pay""",4.0,4.0,4.0,5.0,5.0,4.0," May 28, 2017",Current,Host,"Lexington-Fayette, KY",Yes,Yes,Yes,Full-time,More than 5 years,"Good pay, steady hours. They offer great benefits for employees who work more than 25 hour weeks. Lots of opportunities to grow within the company.","It's a very high stress environment due to the flow of guests in the restaurant. Each teams depends on one another and if just one person doesn't do there job, it can cause problems for everyone.","For the most part, the restaurant is run excellently. However management could definitely take more time to ensure that when you come to them with an issue, that they resolve it in a fast paced manner."
"""Don't work here""",1.0,1.0,2.0,1.0,1.0,1.0," Jul 1, 2017",Past,Prep Cook/Dishwasher,"Ridgewood, NY",No,Neutral,Neutral,Full-time,Less than a year,Reduced meal on breaks and free coffee,"Management turned horribly lazy after restaurant opened. Favoritism. New employees were in charge of dishwashers. People acted as if they were doing work to make themselves look good. Managers do NOT care about you. Had an accident and when asking for help a manager told me to go away and get back to work because they were busy. Talked to other staff members, waiters did not split tips properly. Worked 80+ hours a week. Break and shift meal not guaranteed. Almost no days off. Staff came in drunk and smelling like weed. Also saw employees taking liquor. Helped prep food but no additional pay. No career advancement. Working here is like running a race and everyone is told they're in 1st place and that they're going to be rewarded.",Quit and make room for people who value employees and hard work
"""Second Home""",5.0,4.0,5.0,5.0,5.0,4.0," May 26, 2017",Current,Senior Manager,,Yes,Yes,Yes,Full-time,More than 5 years,"Sense of family, top notch pay &amp; benefits, emphasis on quality of life.","Rapid expansion, thinning talent pool, staffing challenges, unreasonable labor expectations.","The busiest restaurant should not be running the thinnest labor numbers. People first, not profit."
"""Server/Bartender""",5.0,4.0,4.0,4.0,4.0,4.0," May 26, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,,Great company to work for.,Over-staffed at times. Hard to make money when you're only scheduled 2 days a week.,take care of your staff and they will take care of you
"""Good Multinational Company to Work""",3.0,5.0,4.0,1.0,2.0,3.0," Jun 9, 2017",Current,Server/Waiter,"San Juan, PR",Yes,Yes,Yes,Part-time,More than a year,"All the necessary equipment is always ready to work, the team work actually works in this restaurant.<br><br>The do several interesting team activities outside work.<br><br>Manager in general try to motivate employee in several ways like competitions and others.<br><br>The low season almost don't exist, always have clients!<br><br>They use hotshedules app to make the turns, is really convenience, usually conceives the day off request.<br><br>You can travel/work when you like to any USA state. One week a weaken or more time.","You have to take to much test and memorize the extended menu. The trainee is hard in comparison to other restaurants.<br><br>Some managers apparently are not aware about pregnancy protections in PR and treats pregnant women really bad.<br><br>They are to demanding about don't make mistakes, the administration monitoring voids likes comps. That can bee more stressful to the already high demand profession (server).","Corporate have to understand San Juan PR legal protection to employees better. Is not the same as USA 50 states.<br><br>If a server work hard and hace several years in the companies you can pay more than $2.13hr. Keep your good talent, can go to better well paid restaurants."
"""server""",4.0,4.0,3.0,3.0,3.0,3.0," May 24, 2017",Current,Food Server,"San Mateo, CA",Yes,Yes,Yes,,More than a year,great work environment. keeps you very focused,"gets a little too strict sometimes, but the tips is well worth it","if it becomes more of a fun environment, everyone is happy. I do understand it is a franchise and it goes by specific requirements"
"""Great company""",4.0,4.0,5.0,4.0,3.0,4.0," May 22, 2017",Current,Cheesecake Factory,"Allen, TX",Yes,Yes,Yes,Full-time,Less than a year,They respect and recognize hard work. They work as a team and management takes advice and input from lower employees.,Sometimes management is unwilling to promote. They over work all the servers. Pay is not quite whay id like for the hours I work and people I deal with.,
"""Good Place to Work""",4.0,2.0,4.0,5.0,5.0,3.0," May 23, 2017",Current,Assistant Manager,,No,Neutral,Neutral,,More than a year,They definitely take care of their employees,"Lots of lazy managers, because there is much red tape as there is to get rid of employees.",
"""Hard work""",3.0,4.0,3.0,1.0,4.0,2.0," May 30, 2017",Current,Cashier,"Huntington Beach, CA",No,Neutral,Yes,Part-time,More than a year,Great pay<br>Had a good manager (varies)<br>Fun coworkers<br>Decent benefits if you're full time,Little or no chance to move out<br>Lots of people come and go<br>very very stressful job<br>Some a**kissing coworkers<br>Managers pick favorites<br>Outtime is always 2 hours later than given time<br>Be prepared to work 8-10 hour shifts,
"""Server""",1.0,3.0,5.0,1.0,3.0,1.0," Jun 27, 2017",Past,Server,"Palm Beach Gardens, FL",Yes,Yes,Yes,Part-time,More than 3 years,I was able to make great money in a short amount of time.,The management team was awful in Palm Beach Gardens and was basically a revolving door. They did not promote within unless you worked as a server for a minimum of 10 years.,"Look at the leadership qualities of the staff you have and hire from there. This is too big a corporation to hire outsiders with no knowledge of the ""cheesecake way""."
"""TCF""",4.0,4.0,4.0,4.0,3.0,3.0," May 20, 2017",Past,Busser,"San Jose, CA",Yes,Yes,Neutral,Part-time,More than a year,"Good tips, good restaurant experience","too hectic at times, ill-prepared for shifts",Prepare better for shifts
"""Busser""",3.0,3.0,3.0,3.0,3.0,2.0," Jun 2, 2017",Past,Busboy,"Burlington, MA",No,Neutral,Neutral,Part-time,,Good tip money on the right days bussing the right sections,"Free-for-all among other bussers for plates, glasses and silverware from the dishwashers. If you didn't have enough dishes, silverware, etc. for your station you'd get way less tip money at the end of the night. There were times I had plates, silverware, glasses and napkins stolen from my station because of other bussers' lack of common courtesy.",Buy enough supplies so bussers never have to worry about running out or stealing from their coworkers.
"""server""",4.0,4.0,5.0,3.0,5.0,," May 11, 2017",Past,Anonymous Employee,,Neutral,Neutral,Yes,Full-time,More than a year,"great company, great management, always room for advancement",nothing bad to say about cheesecake,
"""Cashier""",5.0,,,,,," May 10, 2017",Current,Cashier,,Yes,Yes,Neutral,Full-time,More than 3 years,Amazing people. They give you a lot of hours. Management respects the days you request off. Always busy so you always have something to do. Hardly any boring moment. Somewhat easy to move up.,"For some people, the hours might be too much and could be too busy for some people.",Please just learn to appreciate the people that give their best and not to focus on just the bad things.
"""Great Money Hellish work place""",4.0,4.0,4.0,2.0,4.0,2.0," May 4, 2017",Current,Server,"Miami, FL",Yes,Yes,Yes,Part-time,Less than a year,"Always busy, flexible schedule, well known and loved restaurant concept, great benefits",Miami location is one of the poorest in quality out of the entire country. Senior management abuses employees and plays favorites. High stress enviorment,Have respect for your staff
"""Say Cheese""",5.0,,,,,," May 9, 2017",Current,Food Server,,Yes,Neutral,Yes,,More than a year,best place to work hands down,there are none for me,
"""baker""",4.0,4.0,5.0,3.0,3.0,3.0," May 4, 2017",Past,Baker,"Philadelphia, PA",No,Neutral,Neutral,Full-time,,"if you are passionate about working with desserts, then this job would be perfect for you. Coworkers are helpful and friendly.",None that I can think of. You just need to have flexible hours and know your station.,
"""Waitress""",4.0,4.0,4.0,2.0,4.0,3.0," May 7, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 3 years,Good atmosphere and pay was decent,Long hours with minimal break times for double shifts,Build and develop employees careers
"""Great management""",5.0,5.0,5.0,4.0,2.0,5.0," May 4, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Good tips<br>Great Management<br>Great team,Have to dress up for work<br>Don't grat,Keep it up!
"""They are terrible""",2.0,,,,,," May 19, 2017",Past,Baker,"Orland Park, IL",No,No,Neutral,,More than a year,A Free slice of cheesecake,Just about Everything else about the job,Do better
"""Sinking Ship""",1.0,1.0,1.0,1.0,2.0,1.0," Jun 7, 2017",Current,Server,"Omaha, NE",Yes,Yes,Neutral,Full-time,More than 8 years,It's a busy restaurant &amp; tips average to be pretty good.,Current General Manager is not a manager. He manages nothing &amp; holds no one accountable for anything. He's causing the place to fall apart.,Get your act together!
"""Designated Trainer""",5.0,4.0,4.0,4.0,3.0,4.0," May 1, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,They give excellent Hours options,Unfortunately they are Open late,Great job
"""Fast paced""",5.0,5.0,5.0,5.0,5.0,5.0," Apr 24, 2017",Current,Dishwasher,"Pleasanton, CA",Yes,Yes,Yes,Full-time,Less than a year,"You'd never have to worry about not getting hours, employee discounted lunch, friendly atmosphere, opportunities to move up to Line/Prep Cook","Very busy on weekends, sometimes don't close until late/ early AM, could do a number on your body if you aren't used to it",
