Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Server," Jan 14, 2016"," Anonymous Employee in  Scottsdale, AZ",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 1+ week. I interviewed at Red Robin (Scottsdale, AZ) in April 2015.']","['Not too professional, manager was distracted and hardly interested in my qualifications more so wanted to hire someone quickly. Was hired on the spot after a 20 minute interview, was asked to come back later in the week for training. Manager ended up transferring in the next week, as is customary for this store apparently.']","[' Why should we hire you? \xa0 ', '1 Answer']"
Server," Mar 15, 2016"," Anonymous Employee in  Portage, MI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 3 days. I interviewed at Red Robin (Portage, MI) in April 2015.']",['It was a simple interview with very basic questions. They mostly just wanted to get to know you as a person and see if you would fit in with the company culture. You needed experience serving in order to be considered for a serving position.'],"[' Why do you want this position? \xa0 ', 'Answer Question']"
Hostess," Mar 2, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. I interviewed at Red Robin.'],"['Arrived to my interview about 10 minutes early, was asked to just wait a couple minutes while the host grabbed the manager who would be interviewing me. When the manager came, she took me back to a booth and asked me simple questions; such as, ""Tell me about yourself"" and ""What did you do in a situation where a customer was unhappy with the service?"" Simple. After, we mingled a bit about the job itself, and the company and how easy you can move up. After, she left and grabbed another manager, who asked me more of the ""scenario"" questions. I could see that she ranked the questions from 1 to a 3; 1 being a weak answer, 3 being a good answer. After, she went and got the first manager who came with a third manager. They basically hired me on the spot.']","[' Tell me about yourself, what would you do in a situation where a customer was unhappy with their service, how do you provide great customer service, what is your favorite menu item, etc \xa0 ', 'Answer Question']"
Host/Hostess," Mar 8, 2015"," Anonymous Employee in  Willoughby, OH",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1+ week. I interviewed at Red Robin (Willoughby, OH).']","['I brought my application to the location in person and got the opportunity to chat with one of the managers. He was impressed with me enough to have me full out some questionnaires and personality tests (which I found very odd) to assess my compatibility with their corporate culture. I scored well, when on to a full interview, and landed the job.']","[' They asked me to rate, in order of personal preference, 25 different scenarios, i.e. ""Nuclear war"" and ""Having a baby."" \xa0 ', 'Answer Question']"
Server," Apr 24, 2015", Anonymous Employee,['Accepted Offer'],['Negative Experience'],['Easy Interview'],['I applied online. I interviewed at Red Robin in March 2015.'],"[""Interview lasted about an hour and I had 3 interviews during that time. Each interview lasted about 5-7 minutes and I spent the rest of the time sitting around waiting. Interview process seemed very unorganized. They didn't really ask a lot of questions just basically looked over my resume and asked questions about previous jobs. I was offered a position and I accepted however after 3 weeks I still hadn't heard any details on when my training would begin so I called and the GM who did one of my interviews said he didn't remember me and to come in the next day so we could figure out when my training would begin. When I arrived the next day I told him who I was and why I was there, he had me sit at a table and said he would be right back. After about 10 minutes he came back and asked my name and then asked me what time my interview was that day. I explained I had already been hired and just needed to find out when my training was. We talked a little and he took my info and said the training manager would call me that friday (this was on a wednesday). Its now been 3 weeks since that conversation and I am still waiting for the training manager to call me. At this point I have decided this is not the job or company for me.""]","[' Why do you want to be a server at Red Robin? \xa0 ', 'Answer Question']"
Host," Sep 19, 2016"," Anonymous Employee in  North Olmsted, OH",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 4 days. I interviewed at Red Robin (North Olmsted, OH) in March 2015.']","['For the first interview I came in, and waited at a table in an empty section for the manager. Depending on what you apply for you meet with a certain manager. As a FOH position I met with the service manager. Then for my second interview I met with the general manager, in the same context.']","["" Why do you want to work here? What makes you think you'd be a good fit for this position? Do you see yourself working here for a longer period of time? Do you have any schedule restrictions? Reliable means of transportation? Have you worked in customer service? \xa0 "", 'Answer Question']"
Server," Feb 8, 2015"," Anonymous Employee in  Des Moines, IA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (Des Moines, IA) in February 2015.']","['I applied online and was contacted the next day. I set up an interview for two days later.', 'The interview was extremely easy. She only asked me what made me choose Red Robin and what I knew about the company, but apart from that it was super casual. After a brief 7 or so minute interview, she offered me the position.']","[' Why Red Robin? \xa0 ', '1 Answer']"
Server/Waitress," Sep 27, 2016"," Anonymous Employee in  Tempe, AZ",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2 weeks. I interviewed at Red Robin (Tempe, AZ) in February 2015.']","[""Quick and efficient. Met with three managers during two interviews. Very nice and easy to talk to. Questions weren't too difficult. Mostly asked general skills questions in regards to your resume. Conversation flowed.""]","[' What past experience do you have?', 'How do you work in a team? \xa0 ', 'Answer Question']"
Line Cook," Sep 7, 2017"," Anonymous Employee in  Morgan Hill, CA",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied through an employee referral. I interviewed at Red Robin (Morgan Hill, CA) in February 2015.']","[""I had a referral from an employee, so I didn't really go through an interview process. I have previous experience as a cook so I assume they just relied on the referral and my resume.""]",[]
Line Cook," Jan 21, 2015", Anonymous Interview Candidate,['Declined Offer'],['Positive Experience'],['Easy Interview'],['I applied in-person. The process took 2 days. I interviewed at Red Robin.'],['very nice sell you a dream. then you start the nightmare. they going to tell you all the pros and none of the cons holidays are a joke you have to use a app for all of your schedule needs and all communication is also done though app and you must provide uniforms benefits are expensive but they do have them'],[]
Interior Design," Jan 21, 2015", Anonymous Interview Candidate,['No Offer'],['Neutral Experience'],['Average Interview'],['I applied through a recruiter. The process took a week. I interviewed at Red Robin.'],"[""Met with four managers. I wasn't exactly sure who I would be reporting to. As the interview went on, I gathered I would be working with multiple departments. They hire outside companies for design work, but review documents within. Sometimes becomes a problem from design to implementation.""]","[' Left most of the talking to me. \xa0 ', 'Answer Question']"
Server," Jan 9, 2015", Anonymous Employee,['Accepted Offer'],[],[],[],['Sit-down interview with manager on duty. Very relaxed and personal. There was not a lot of pressure during the interview and I felt that I was just sitting down having a chat with someone on a 1 on 1 level. After the interview they got back to me about the position in a timely manner and I began my employment with them quickly.'],"[' What is your favorite disney character \xa0 ', 'Answer Question']"
Mixologist," Jan 9, 2015", Anonymous Employee,['Accepted Offer'],[],[],[],"['Very long but worth it, you meet with all three managers and go over an array of paper work from the culture of the restaurant to day to day responsibilities and you will be told very quickly whether or not you got the job']","[' all questions where pretty easy and straight forward \xa0 ', 'Answer Question']"
Hostess," Jan 8, 2015"," Anonymous Employee in  Beaverton, OR",['Accepted Offer'],['Easy Interview'],[],"['I applied in-person. I interviewed at Red Robin (Beaverton, OR).']",['Interview was short and sweet. I came in when they were in need and they say me down right away. Asked me basic questions about my application. Were mainly focused on previous jobs and schooling schedule.'],"[' What are your goals? \xa0 ', '1 Answer']"
Host/Hostess Waitress Trainer," Jan 5, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied in-person. The process took 1 day. I interviewed at Red Robin.'],"['Everyone is very nice interview went great, got hired on the spot. And I did the training the following day and tons of opportunities. Great management and excellent team members its a great environment.']",[]
Host/Hostess," Apr 7, 2015"," Anonymous Employee in  Lakewood, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Red Robin (Lakewood, CA) in January 2015.']","[""Well , they called me for an interview on a Tuesday evening, went in for the interview Wednesday afternoon. Met with the hiring manager , then the GM. Got hired on the spot. The GM was really cool, we had a great conversation that wasn't even pertaining to the job. Came for orientation Friday and started working and training Sat-Mon.""]","["" Name a challenge you've overcome in life. \xa0 "", 'Answer Question']"
Server/Bartender," Oct 6, 2015"," Anonymous Employee in  Vancouver, WA",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied through an employee referral. The process took 1 day. I interviewed at Red Robin (Vancouver, WA) in January 2015.']","[""pretty low key, turn over is really high so they pretty much hire anyone on the spot, if you sound like you know what your talking about. Management will promise you things they won't deliver like bar shifts. hard work does not pay off its all about who you hang out with outside of work- total click (high school mentality)""]","[' why do you want to work here? \xa0 ', '2 Answers']"
Hostess," Jun 3, 2017"," Anonymous Employee in  Janesville, WI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. I interviewed at Red Robin (Janesville, WI) in January 2015.']","['Sat down with manager, he talked with me about my previous work experience and how it would work well with this company. Then we talked about what i could bring to the company.']","[' Do you have any experience in being a Hostess? \xa0 ', '1 Answer']"
Line Cook," Dec 23, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied online. The process took 5 days. I interviewed at Red Robin.'],['I filled out an application and within a couple days I got a call for an interview. The interview was about a half hour. The manager kept stressing that it is a very busy store.'],"["" They asked about my supervisor experience and if I've had to deal with unruly employees \xa0 "", '1 Answer']"
Line Cook," Jun 22, 2015"," Anonymous Employee in  Algonquin, IL",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Red Robin (Algonquin, IL) in December 2014.']",['I walked in my uniform from a different location and I sat and spoke to the kitchen manager at the time. I was in and out of the interview in less than 15 minutes. I told them that I was already in a kitchen down the road from them and that I needed more hours and was promised more hours and pay would match seeing as I have been in the food industry for the last 15 years.'],"[' When can I come work for them full-time with 30+ hours waiting for me? \xa0 ', '1 Answer']"
Line Cook," Mar 23, 2016"," Anonymous Interview Candidate in  Yakima, WA",['No Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at Red Robin (Yakima, WA) in December 2014.']",['i talked to the kitchen manager and he said lets see what you can do and well talk about hours i talked to him and where i came from what i can do and that was it we then talk about the expectations of the restaurant and that was it.'],"[' was i fast \xa0 ', 'Answer Question']"
Server," Nov 29, 2014", Anonymous Interview Candidate,['Declined Offer'],['Neutral Experience'],['Average Interview'],['I applied in-person. I interviewed at Red Robin.'],"['Had an interview scheduled for 2:00 but ending up having to wait 25 minutes before manager came out. Besides the frustration of having to wait so long, the interview went well. Pretty much just the average ordinary interview you would expect from a chain restaurant.']","[' Asked if I knew any good jokes. \xa0 ', '1 Answer']"
Server," Nov 20, 2014", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],['Easy Interview'],['I applied online. The process took 2 days. I interviewed at Red Robin.'],"[""I had one interview the guy interviewing me was unprofessional he acted like I was intimidating him when I was expecting to be the timid one. He said I made a great impression on him and that he would go see if the GM had time to come talk to me. The GM peeked out at me I suppose to see what I looked like lol and the guy who interviewed came back and said he didn't have time at the present moment and he would call me back in a couple of hours to let me know when a good time for the second interview would be. He never called.""]","["" He really didn't ask any unexpected questions just why did I like working in a restaurant \xa0 "", '1 Answer']"
Hostess," Oct 31, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took 2 weeks. I interviewed at Red Robin.'],"[""I had an interview with Vanessa & all she really asked me was how to take care of her daughters hair. Her daughter is biracial & so am I.. Then she told me that since I'm eye candy they would hire me. Had a 2nd interview with Dave and it was just basic questions. Where did you work before why did you quit then he asked me what do you think is better, fora restaurant to have good food, good service or both. Of course I said both. I had applied 2 weeks earlier, checked on the status 3 days after I applied & then like a week & a half later they called me & had an interview the next day. Got hired the same day. It's really easy just smile a lot & be friendly.""]","["" There weren't any. It was all basic. I have job experience so they were based of my past jobs. If you never had one it should be even easier. \xa0 "", 'Answer Question']"
Server," Sep 21, 2016"," Anonymous Employee in  Spokane, WA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Spokane, WA) in November 2014.']","[""The interview was a fairly quick process. I applied online in September and received a call in November. I came in a day later for my interview. It was very quick and easy. We really didn't talk much about why I wanted to work at Red Robin and she really didn't ask too much. We talked about my resume and where I've previously worked and then she gave me some background on the red robin and asked me if I would see myself here. I said yes and she offered me the job on the spot.""]","[' Have you been to a Red Robin before? \xa0 ', 'Answer Question']"
Busser," Mar 15, 2017"," Anonymous Employee in  York, PA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (York, PA) in November 2014.']","['Very simple asked mostly behavioral question, like what would you do in this scenario or that scenario. The interview itself was quick and with the Gm. I did notice that not all interviews were with the gm.']","[' If you could choose between invisibility and flight. which would you choose and what would you do? \xa0 ', '1 Answer', ' What was an example of a time when a customer was dissatisfied with you? How did you resolve the problem? \xa0 ', '1 Answer']"
Host/Hostess," Oct 23, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied in-person. I interviewed at Red Robin.'],"[""Called in and asked if they were hiring for host position. They told me to come in and fill out an application while I was there (but I took it home anyway). The application was super easy to fill out, it's only one page. I brought the application back during lunch hours and they manager had time to interview me there on the spot at one of the dinning tables. Be careful of what shoes you wear to the interview, I had on some nice heels and almost fell because the floors were so oily/slippery for some reason. Never had restaurant-specific experience and was hired on the spot (don't think they even called references).""]","[' Why do you want to work at Red Robin? \xa0 ', 'Answer Question']"
Food Server," Oct 9, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],[],"['I came in one day to apply for a busser position and I dressed well and spoke to the manager for a few minutes and they asked if I would be interested in a server position. I told them that I had not experience, and they let me know that they prefer that their employees have no prior experience so they can teach them their way of doing things. There was a quick interview with one other manager, and the GM. I had to fill out a paper ranking a few things by most important - least important.']","[' Very basic. Strengths/weaknesses. What are you passionate about. Why do you want to work here? \xa0 ', 'Answer Question']"
Line Cook," Oct 16, 2014"," Anonymous Employee in  South Plainfield, NJ",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (South Plainfield, NJ) in October 2014.']","['I had to interview with three different managers, they were all very nice people, all of them asked me the same questions. They offered me 28 to 30 hours per week, I am only getting 12 to 14.']","[' Nothing was difficult. what did bother me is them asking me if i was legal again and again \xa0 ', 'Answer Question']"
Line Cook," Nov 5, 2014"," Anonymous Employee in  Chandler, AZ",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Chandler, AZ) in October 2014.']",['I was dressed in business casual with tie and I Interviewed with the General Manager and the assistant general manager with questions about my previous line cook experience and restaurant management experience . A manager in training was sent over for a brief non interviewing discussion and was hired on the spot by the General Manager Cody'],"[' What are your expectations of the company? \xa0 ', '1 Answer']"
Line Cook," Apr 25, 2016"," Anonymous Employee in  Fairfax, VA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 4 days. I interviewed at Red Robin (Fairfax, VA) in October 2014.']","['Met with the general manager. Sat down in a booth and went over my resume and past experiences. He asked if I had reliable transport to work which I said yes. Asked if I could work weekends, I said yes to this also. Was very happy about my restaurant experience. General manager was very excited, showed me the kitchen and hired me on the spot']","[' How would you deal with a difficult situation? I.e. the kitchen is backed up and servers are yelling at you \xa0 ', '1 Answer']"
Server," Oct 27, 2017"," Anonymous Employee in  Beavercreek, OH",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 2 weeks. I interviewed at Red Robin (Beavercreek, OH) in September 2014.']","['Standard. Met with a manager, who asked basic questions and very friendly. The process was rather quick and was offered the job on the spot. It was a process that made me feel very confident.']","[' Why should I be hired? \xa0 ', '1 Answer']"
Server," Aug 5, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],[],"['I saw an ad online and applied through the website. I received a phone call to schedule an interview. After the first interview, I was called a few hours later to come in for a second interview with the GM. I was then hired and went through the training process.']","[' A time in a previous job where I went above and beyond expectations. \xa0 ', 'Answer Question']"
Busboy," Sep 12, 2014"," Anonymous Employee in  Apex, NC",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (Apex, NC) in August 2014.']","['The first interview was with the shift lead. If you pass that then you interview with the assistant manager. After that an interview with the GM, he makes the final call if you are hired or not.']",[]
Server," Sep 17, 2014"," Anonymous Interview Candidate in  Cherry Hill, NJ",['Declined Offer'],['Negative Experience'],['Average Interview'],"['I applied online. I interviewed at Red Robin (Cherry Hill, NJ) in August 2014.']","['arrived for my interview five or ten minutes early and has to wait about twenty or thirty to actually be interviewed even though there were hardly any customers and finally the guy is interviewing me off of a piece of paper, he seemed uninterested and unorganized and asked me the same questions multiple times. everyone there seemed miserable.']","[' name a time you took initiative \xa0 ', 'Answer Question']"
Busser," Jul 13, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took a week. I interviewed at Red Robin.'],"['Easy. No questions asked, other than ""tell me about yourself."" Whole thing was about 5 minutes. Got the job. Received a call back with my orientation and training schedule a couple days later.']","[' There were no difficult questions because there were none!! \xa0 ', 'Answer Question']"
Hostess," Jul 6, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. I interviewed at Red Robin.'],"[""The process was fairly easy. It was 3 interviews but my guess is if you make it to the 3rd one you're already in. They asked why you wish to work there and what you can bring to the table. I didn't think 3 interviews was necessary so don't let that discourage you.""]","[' Why Red Robin?', 'How would you handle an angry guest?', ""Do you have a food worker's card? \xa0 "", 'Answer Question']"
Server/Busser/Hostess," Jul 16, 2014"," Anonymous Interview Candidate in  Plainfield, IL",['No Offer'],['Neutral Experience'],['Average Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Plainfield, IL) in July 2014.']","[""Applied online. A day later I received a call from Red Robin to schedule an interview. The interview was scheduled for that Friday. When I arrived the hostess sat me at a table (it was a little after 2) and I waited for probably about 15 minutes for the interviewer to come out. When she came out she had us move to a booth. She had a small stack of papers with her. Apparently the papers were my application and interview questions. She also had a blank piece of paper that she said was for her to take notes on and that the notes wouldn't necessarily be good or bad. At the end of the interview she hadn't written anything down. She literally read the interview questions off of the paper.""]","[' No difficult questions. Just regular run of the mill questions. What are your strengths? What would your former coworkers say about you? Etc. \xa0 ', '1 Answer']"
Server," Jul 28, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took a week. I interviewed at Red Robin in July 2014.'],"[""Applied online took three days to get a text message asking to set up an interview (this is a new location isn't open yet so I guess this is the process they use) Set up interview for four days later. Sat around waiting for someone to interview me got the head manager...super nice decided to hire me on the spot!""]","[' No difficult questions interview was very relaxed and felt like a conversation asked about previous jobs and titles and how I achieve my status at past jobs. \xa0 ', 'Answer Question']"
Hostess," Nov 11, 2015"," Anonymous Employee in  Plymouth, MN",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through an employee referral. The process took 3 weeks. I interviewed at Red Robin (Plymouth, MN) in July 2014.']","[""The whole thing was a very quick process. I handed in a paper application and got a phone call within two weeks. I then came in for an interview and was only asked a couple questions, the interview itself was very laid back and took place in the dining area. I was then hired on the spot. The whole thing was very efficient and timely overall. Easiest interview I've ever had.""]","[' What is your biggest weakness? \xa0 ', 'Answer Question']"
Server," Jun 3, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took a week. I interviewed at Red Robin.'],"['3 interviews: Assistant Manager, Server Manager, General Manager. Each one will ask you the same question just in different words. They just want to know about you and how family oriented you are. RED ROBIN IS NOT A BAR TO GET DRUNK, IT IS A FAMILY ORIENTED RESTAURANT!! BE GOOD WITH KIDS!!!']","[' Why do you want to work here versus Chilis \xa0 ', 'Answer Question']"
Hostess," Jul 8, 2014"," Anonymous Employee in  Chula Vista, CA",['Accepted Offer'],['Positive Experience'],[],"['I applied online. The process took 6 days. I interviewed at Red Robin (Chula Vista, CA) in June 2014.']",['Did two interviews and got the job out of 14 people that went. My first interview was with the gm and it was about 15 minutes and the second was with the manager and it was about 10 minutes. I went quickly through everything and it was easy for me to answer the questions.'],"["" It was all basically scenarios. If you're not shy, outgoing, and quick to think and express yourself you should do fine with all the questions. \xa0 "", 'Answer Question']"
Host," May 25, 2014", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Easy Interview'],['I applied online. I interviewed at Red Robin.'],"['Applied online and got a phone call about two days later asking to schedule an interview. I went in for the interview a week later. The manager was very nice and courteous. He asked the basic interview questions like what are your strengths and weaknesses, what would co-workers say about you, what is your definition of excellent customer service, how would you handle upset customers, etc.']","[' What can you do to make your customer service better than others? \xa0 ', 'Answer Question']"
Server," Jun 1, 2015"," Anonymous Employee in  Wilsonville, OR",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at Red Robin (Wilsonville, OR) in May 2014.']","['not bad, got the job quickly because I knew someone who worked there. The manager came out in a flannel and jeans. Not very professional but he hired me right away.']","[' Availability, experience \xa0 ', 'Answer Question']"
Line Cook," Apr 24, 2014"," Anonymous Employee in  Albany, OR",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. I interviewed at Red Robin (Albany, OR).']","[""Great they personally assist your skills and put you in the proper location you're suited for""]","[' none really just be honest \xa0 ', 'Answer Question']"
Kitchen Manager," Apr 2, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied through a recruiter. The process took 2 weeks. I interviewed at Red Robin.'],"['Company Recruiter, then Regional Manager.']",[]
Waitress," Jan 12, 2015"," Anonymous Employee in  West Palm Beach, FL",['Accepted Offer'],[],[],"['I applied online. The process took 3 weeks. I interviewed at Red Robin (West Palm Beach, FL) in April 2014.']","[""Two part interview, ask what your strengths and weaknesses are. Will most likely offer you a lower position with a lower wage than originally anticipated. Have you fill out a small questionnaire. Second interview is typically the hiring interview, where you'll meet the General manager and they'll have you sign off on employment""]","[' What type of work environment are you seeking? \xa0 ', '1 Answer']"
Host," Oct 7, 2015"," Anonymous Employee in  Visalia, CA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 4+ weeks. I interviewed at Red Robin (Visalia, CA) in April 2014.']","['They got back to me not too long after the interview. the interview itself went well, i had two interviews with two different managers and then was soon called about setting up orientation.']","[' what was one time i had to deal with a difficult customer, and how did i deal with it. \xa0 ', 'Answer Question']"
Hostess," Oct 24, 2016"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 5 days. I interviewed at Red Robin (Charlotte, NC) in April 2014.']","[""Basic why do you want to work here, what makes you a good employee etc.Had to apply online. Fill out personality and skills questions. Spoke with manger. Talked about the job, the menu, what's to be expected etc.""]","["" What's your weakness ? \xa0 "", '1 Answer']"
Server," Sep 26, 2017"," Anonymous Employee in  Baltimore, MD",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 4 days. I interviewed at Red Robin (Baltimore, MD) in April 2014.']","['First I filled out an application online. Then, after two days I called to check the status of my application by speaking to a manager. Then they scheduled an interview, told me what to wear, and I started the very next day.']","[' Have you ever served before? \xa0 ', '1 Answer']"
Server," Mar 23, 2014"," Anonymous Interview Candidate in  Pittsburgh, PA",['Declined Offer'],['Negative Experience'],['Average Interview'],"['I applied online. The process took 2 weeks. I interviewed at Red Robin (Pittsburgh, PA).']","['Called me to set up an initial interview. Asked me questions like why Red Robin? Tell me about your last job. Got a second interview with another manager and offered me a host job. They made me wait 15 minutes each time before we started the interviews. More of a conversation type interview, they want to get a feel for how you would interact with customers.']","[' Tell me about you. \xa0 ', 'Answer Question']"
Server," Mar 12, 2014", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Average Interview'],['I applied in-person. The process took 2 weeks. I interviewed at Red Robin.'],"['Interview process started very quickly. Went through two rounds of interviews to be hired; one with a shift manager and second interview with store manager. Overall questions were pretty standard, but there were a lot of ""touchy feely"" questions that reflected on you as a person, rather than questions specific to being a server.']","[' Who is the most inspirational person in your life? \xa0 ', 'Answer Question']"
Line Cook," Mar 6, 2014"," Anonymous Employee in  Vancouver, WA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Vancouver, WA) in March 2014.']","[""Applied online in response to a craigslist ad. Received a phone call approximately a week later asking if I'd be interested in an in person interview. Interview was in restaurant at a dining table. Met with manager who was friendly, veteran friendly and offered me the job on the spot.""]","[' What were some team building exercises you used in your former occupation? \xa0 ', 'Answer Question']"
Server/Waiter," Sep 15, 2015"," Anonymous Employee in  Irvine, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 2+ weeks. I interviewed at Red Robin (Irvine, CA) in March 2014.']","['The interview process was fairly simple. I had three interviews, first one over the phone, second with an assistant manager and 3rd with the general manager. It was typical food related questions and a little knowledge of alcohol is a great plus.']","[' what do you expect from your restaurant ? \xa0 ', '1 Answer']"
Manager Trainie," Feb 5, 2014", Anonymous Employee,['Accepted Offer'],[],[],[],['Very complete and up front about expectations'],"[' What one menu Item would you change? \xa0 ', 'Answer Question']"
Hostess," Mar 13, 2014"," Anonymous Employee in  Salem, OR",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2 weeks. I interviewed at Red Robin (Salem, OR) in February 2014.']","['I applied on their website. Easy, just a lot of questions about your character in multiple choice format. If you\'re not a hard-worker, I\'d suggest ""strongly agreeing"" with being one anyway and saying you love fast-paced environments and teamwork and all that stuff. (But I don\'t lie, so I\'m glad I was what they were looking for).', 'About a week later, I got a phone call about an interview. I missed the call... and then called back. They still let me schedule one, even though the man (assistant manager?) sounded a little impatient. Oops, but oh well.', 'I went in and asked for my interviewer and met the hostessing manager, and he led me to a booth in the back. Extremely casual interactions, it felt like (but I wore a black dress with short black heels, hair up in a ponytail-fishtail-braid, and nice make-up). One of the managers sat down across from me and started asking questions about my schedule (which was VERY busy, but they liked that, I think! They seemed to want a college girl with a busy social/work life...). He also asked about my best qualities (integrity, of course), and why I wanted to work there. Somewhat intimidating.', 'Apparently that was good enough for the first guy, though, so they sent another man to learn a little more. He was so nice! We talked about life and university and how cool RR is, pretty much. Then he told me to come back for another interview with the general manager two days later.', ""I didn't know if I was doing a terrible or fine job that second day... at all. Left me feeling pretty uneasy. The general manager was making jokes the whole time and being goofy, which I usually like, but it was so unexpected and it made me feel like I was one of the throw-away options. My sense of humor is probably my best trait, though, luckily! When I think about it, that's probably exactly what he was trying to find out: If I could hold conversations with all different kinds of people. Intimidating, super nice/casual, and silly. He was really great, though, and cared about me and my interests. After a couple days, I was called to come in for orientation (which is done on tablets, might I add)! Got t-shirts and nametags. The training schedule thing is a little confusing, and I wasn't called about it for a long time, it seemed. I was going to be out of town the day they said they were going to train me, sadly, but they still told me they'd get me there. I felt like a bother, but they knew I was busy based on my resumé, right?"", ""Super nice process, super nice people, and I couldn't be happier with the outcome!""]","[' ""How much do you know about Red Robin and our history?"" \xa0 ', '1 Answer']"
Server," Aug 3, 2016"," Anonymous Employee in  Woodland, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (Woodland, CA) in February 2014.']",['Met with a manager and spoke briefly on the qualifications. Briefly followed up with a welcome meeting. There was training afterwards and then you were a part of the staff'],"["" what's your experience? \xa0 "", 'Answer Question']"
Manager," Jul 29, 2017"," Anonymous Employee in  Chicago, IL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. I interviewed at Red Robin (Chicago, IL) in February 2014.']",['Simple easy and thorough very real and honest. The regional was asking lots of questions that pertained experience and difficulty level. He was quite interested and let you know. Otherwise if there was no outlet or hecthoght your not fit for the company you were out. Simple and easy'],"[' Tell me a time when you had the best customer service \xa0 ', '1 Answer']"
Bartender," May 26, 2015"," Anonymous Employee in  Blackstone, MA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at Red Robin (Blackstone, MA) in January 2014.']","['It was easy, i walked in and applied. They talked to me shortly and asked about my prior experience. I saw then showed around the restaurant and given a menu to study before reporting for work. When i started work i was matched up with a waitress who had been there for a significant amount of time to show me the ropes.']","[' Do you multitask well? \xa0 ', 'Answer Question']"
